Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:07,0:00:09,Hvala ti gospodine na ovome trenutku.
0:00:12,0:00:20,"Hvala ti gospodine što te možemo slaviti, što možemo slaviti tvoje presveto ime."
0:00:22,0:00:23,Ti si Bog koji je moćan.
0:00:28,0:00:39,"Ti si Bog živi, ti si Bog dobri, pastir, tvoja ruka je sve moguća."
0:00:42,0:01:16,"Otkrijem, gospodine, svoje lice, otkrijem svoju narav, približi nam se, sve mogući, vječni i dobri Bože, u ovome trenutku, u svim područjima našega života, dođi, pokaži nam svoju ljubav, pokaži nam svoju brigu, dotakni naše srce."
0:01:18,0:01:24,Da budemo svjesni tko si ti i tko smo mi u tvojim očima.
0:01:27,0:01:38,"Pokaži nam svoje lice, gospodine, da se ne prestrašimo, nego da te možemo pozvati i reći svoje da."
0:04:00,0:04:02,"Hvala ti, gospodine, na tvojoj prisutnosti."
0:04:05,0:04:07,Hvala ti jer si ti uvijek s nama.
0:04:11,0:04:19,Hvala ti što si s nama i u našim dubinama i tminama i u našim najljepšim trenucima.
0:04:22,0:04:28,"Hvala ti jer nikada ne napuštaš, jer tvoje budno okruženje Budno oko uvijek pazi na nas."
0:04:33,0:04:38,"Udijeli nam, gospodine, milost da možemo vjerovati, iako te ne vidimo."
0:04:40,0:05:07,"Dotakni nam srce koje će vjerovati da iako ne vidimo što radiš u ovome trenutku, da u sili i snazi i u vjeri vjerujemo da ti činiš, da radiš, da put stvaraš, da krčiš, da vodiš i da ideš ispred nas."
0:05:10,0:05:14,Hvala ti jer to činiš svaki dan iznova.
0:05:17,0:05:43,"Dotakni nam gospodine oči da možemo vidjeti tvoju prisutnost u današnjem danu i uši da možemo čuti tvoj glas i najviše srce da naša vjera ojača, da kada ne vidimo i ne čujemo da koračamo s tobom i za tob."
0:05:56,0:06:20,"Ti si tu, među nama, ja slavim te, ja slavim te."
0:06:58,0:07:09,"Put stvara i čuda čini, riječ svoj održi u tami svjetli, moj bog, takav je moj."
0:07:13,0:08:23,"Put stvara i čuda čini, riječ svoju drži, u tamisjetli, moj Bog, takav je moj Bog."
0:08:27,0:08:38,"Put stvara i čuda čini, riječ svoju drži, u tamisjetli, moj Bog, takav je moj Bog."
0:08:42,0:08:53,"Put stvara i čuda čini, riječ svoju drži, u tamisjetli, moj Bog, takav je moj Bog."
0:08:57,0:09:07,"Put stvara i čuda čini, riječ svoju drži u tamisjetli, moj bog, takav je moj."
0:09:30,0:09:40,"Kad ne osjećam i tada radiš, ti djeluješ neprestaješnika, ti djeluješ neprestaješnika."
0:09:41,0:10:24,"I kad ne vidim i tada radiš, kad ne osjećam i tada radiš, ti djeluješ neprestaješnika, ti djeluješ neprestaješnika nikada i kad ne vidi mi tada radiš, kad ne osjeća mi tada radiš, ti djeluješ ne prestaješ nikada, ti djeluješ."
0:10:25,0:10:51,"Put stvara i čuda čini, riječ svoju drži u tami svjetli, moj Bog, takav je moj Bog, takav je moj Bog."
0:10:55,0:11:05,"Put stvara i čuda čini, riječ svoj u drži u tam i svjetli, moj Bog, takav je moj Bog."
0:11:09,0:11:24,"Put stvara i čuda čini, riječ svoj u drži u tam i svjetli, moj Bog, takav je moj Bog."
0:11:26,0:12:02,"Takav je moj Bog Takav je naš Bog Takav je naš Bog Takav je naš Bog Takav je naš Bog Put stvara i čuda čini, riječ svoju drži u tamisjetli, moj Bog, takav je."
0:12:03,0:12:04,moj Bog.
0:12:08,0:12:16,"Put stvara i čuda čini, riječ svoj udrži, puta mi svjetli, moj Bog."
0:12:17,0:13:29,"Takav je moj Bog., on je silam Bog i kralj, na nebu mi zemljo je."
0:13:30,0:13:34,"Čina je ljubav njegova, on je silam Bog."
0:13:36,0:13:44,"Naš Bog, on je silam Bog i kralj, na nebu mi zemljo je."
0:13:45,0:13:50,"Čina je ljubav njegova, on je silam Bog."
0:13:51,0:13:56,"Naš Bog, on je silam Bog i kralj."
0:13:57,0:14:11,"Na nebom i zemljom je, čna je ljubav njegova, on je silam Bog, naš Bog, on je silam Bog i kralj."
0:14:12,0:14:20,"Na nebom i zemljom je, čna je ljubav njegova, on je silam Bog."
0:14:26,0:14:35,"Takav je naš Bog, takav je naš Bog, takav je naš Bog."
0:15:16,0:15:31,"Ti si sve moćan Bog, svjetlo svijeta, onaj koji je moćan i onaj koji je iz ničega stvorio sve."
0:15:35,0:15:42,Nema tame koje se ti bojiš jer ti si svjetlo svijeta.
0:15:46,0:16:29,"Nema dubine i rane koje ti ne možeš dotaknuti svojom moćnom rukom, svojim nježnim poljubcem, ti si svet, svet, svet i u svojoj svemoći, u svojoj veličini ne bojiš se ući u naš svijet, u naše živote, u naše padove jer ti si čista ljubav."
0:16:29,0:16:30,i dobrota.
0:16:33,0:16:36,Stvorio si nas iz ljubavi za ljubav.
0:16:43,0:16:46,"Tebe slavimo, tebe častimo."
0:16:49,0:16:51,Tebi pripada sva čast i slava.
0:16:55,0:17:06,"Hvala ti jer dolaziš, jer si vjeran Bog, Bog koji je vjeran svojim obećanjima i što dolaziš da mene susretneš."
0:17:09,0:17:23,"I da moju palu naravo jačeš, da me uzdigneš, obnoviš ne zbog moje dobrote, nego zbog tvoje ljubavi."
0:17:29,0:17:40,"Hvala ti što se nikada ne umoriš dolazajući meni, dolazajući nama."
0:17:44,0:17:52,Hvala ti jer zbog tvoje ljubavi ne prepadnemo se tvoje veličine i tvoje svemoći.
0:17:56,0:18:07,"Dođi gospodine, susretni me, dotakni me, pojačaj me."
0:18:11,0:18:16,Hvala ti jer ćeš to činiti jer to već sada činiš.
0:18:46,0:19:01,Ojačaju snagom tvoje imena i gladi ne kreću.
0:20:16,0:20:25,"I Bog iznad svega uzvišen, Svastlava nek je tvoje ime."
0:20:32,0:20:32,Ime.
0:20:41,0:20:54,"Otkupi, isceli me i spasi, Gospode, obrani me, moji kralji."
0:20:55,0:20:58,Otkupi i sje li me.
0:21:00,0:21:05,"Ispasi, Gospode, obrani me."
0:21:07,0:21:08,Moj kraj si.
0:21:10,0:21:13,Otkupi i sje li me.
0:21:14,0:21:20,"Ispasi, Gospode, obrani me."
0:21:21,0:21:23,Moj kraj si.
0:21:25,0:21:27,Otkupi i sje li me.
0:21:29,0:21:32,"Ispasi, Gospode."
0:21:32,0:21:38,"Vode obrani me, moj kralj si."
0:21:42,0:21:48,Jan je dostojno za nas predano.
0:21:50,0:22:23,"Čovjek je i Bog i znak svega uzviša, Slava nek je tvojim imenu."
0:23:01,0:23:06,"Dostojan si, gospodine, primiti hvalu i slavu, čast i moć."
0:23:16,0:23:35,"Ti si kao janje uzeo naš grijeh i prikazao se ocu kao naknadnica za nas., da spasiš svoj narod, da svakoga od nas pojedinačno spasiš, otvoriš nebo."
0:23:39,0:23:41,Hvala ti na toj žrtvi Isusa.
0:23:54,0:23:56,Dostojan si primiti hvala i slava.
0:23:56,0:23:57,Dostojan sam Isusa.
0:24:07,0:24:15,Pridružujemo svoje glasove nebeskoj vojsci svetih i anđela.
0:24:19,0:24:21,Želimo častiti jaganjca koji je na prijestolju.
