Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:02,Što je značenje tvoje majice?
0:00:02,0:00:05,"Evo, tog vizuala na tvojoj majici, ne znam da li se vidi na kamerama."
0:00:06,0:00:07,Ja ću mi se svidjela.
0:00:09,0:00:15,"A nema boje, da, ne vide se boje, ali nema nikakvo značenje, nema ništa iza toga."
0:00:15,0:00:19,"Bojimo ono značenje koje pridijeliš, to je freeform majica."
0:00:20,0:00:30,"Pa meni ta majica konkretno podsjeća na Meksiko i na divne dane koje sam tamo proveo, tako da ima za mene emocionalnu vrijednost bez neke posebne semantike."
0:00:33,0:00:38,"Ja sam joj pridijelio značenje, a sad da bi ti rekao da ovo tu simbolizira nešto ili ovo gore nešto drugo."
0:00:39,0:00:45,"Nema nikakve prizvuke izmijenjenih stanja svijesti, psihodelika i toga, meni bacaju na to nekako."
0:00:45,0:00:48,Možeš ti izmijeniti svoje stanje svijesti bez psihodelika?
0:00:49,0:00:49,"Možeš, apsolutno."
0:00:50,0:00:52,"Svaki dan, to napravim barem dva put."
0:00:54,0:00:54,Koji su načini sve?
0:00:55,0:01:10,"Ima ih mnogo, ali evo na brzinu disanjem, meditacijom i brojnim drugim meditativnim tehnikama i metodama koje su u svijetu tisućama godina razvijane."
0:01:11,0:01:15,"Što se tiče daha, ko koje vrste daha ili tehnike?"
0:01:16,0:01:17,Imaš ih na stotine.
0:01:17,0:01:25,"Najpopularniji i najpoznatiji je Vimhof, on je eksplodirao zadnjih desetak godina, ali zapravo to što Vimhof radit je bazirano na tradicionalnim pranajemama."
0:01:26,0:01:31,"Znači, Vimhofova tehnika je modifikacija tibetanskog vatrenog daha."
0:01:32,0:01:37,"A recimo, moj osobni favorit, osim Vimhofa, je Uđaj, Uđaj Dah."
0:01:38,0:01:39,E ali moraš ga napraviti kako treba.
0:01:40,0:01:42,"Kako si rekao, provesti budu?"
0:01:42,0:01:45,Uđaj Dah.
0:01:45,0:01:46,Uđaj Dah.
0:01:47,0:01:48,"Uđaj Dah, kao drugi."
0:01:48,0:01:49,Uđaj Dah.
0:01:49,0:01:50,"Znači, ono se samo uđaj."
0:01:50,0:01:51,Nisem zato čuo.
0:01:51,0:01:54,Uđaj ti na Sanskritu znači pobjednički.
0:01:55,0:01:56,To je pobjednički dah.
0:01:57,0:02:02,"Svede se ima puno detalja, ali u osnovi dišeš kroz grlo."
0:02:02,0:02:04,Može li mogu demonstrirati malo svijeta?
0:02:04,0:02:04,Apsolutno.
0:02:04,0:02:06,"Čekaj, samo moram se malo uspraviti."
0:02:08,0:02:09,"Znači, vrlo ukratko."
0:02:10,0:02:11,Dišče se samo u plućima.
0:02:12,0:02:14,"Želi da zdržiš čvrsto, mirno."
0:02:16,0:02:23,"Zabaci se malo ramena, u smislu da budu kao blbec, noževi."
0:02:24,0:02:36,"Treba bi sjediti ili na koljenima, ili u lotusu, polu lotusu, i onda bi namjestio ruke ovako u mudru, ova konkretna, sada koristi, znaš tu, uspraviš se i stisneš mulabandu."
0:02:36,0:02:37,To je sad malo teže za objasniti.
0:02:37,0:02:38,Tisneš?
0:02:38,0:02:39,Mulabanda.
0:02:39,0:02:40,Mulabanda je lokot.
0:02:40,0:02:42,Ja sam mislio nešto na dalmatinski.
0:02:42,0:02:43,"Ne, sanskrit."
0:02:44,0:02:48,"To je mulabanda, korijenska čakra."
0:02:49,0:02:50,Banda je lokot.
0:02:51,0:02:53,"Znači, te lokot korijenske čakra."
0:02:54,0:02:59,Na specifičan način se stisnu mišići oko urinarnog trakta.
0:02:59,0:03:06,"Znači, uputa konkretna je drugačija za muškarce i za žene, zato što je taj dio anatomija malo drugačiji."
0:03:06,0:03:12,"Konkretno za muškarce, napraviš upravo ono šta bi napravio kad piškiš i želiš naglo prekinit mlaz."
0:03:12,0:03:19,Znači zapravo digneš pod od dole dna ovog tijela.
0:03:20,0:03:21,Znači to zove Međica.
0:03:21,0:03:21,Međica.
0:03:25,0:03:27,To je nešto slično kao kegelove vježbe možda.
0:03:28,0:03:29,"Otprilike, otprilike."
0:03:30,0:03:37,"Znači digneš, koda želiš ispod sebe staviti kuglicu, tenisku."
0:03:37,0:03:43,"I onda kad se tako namjestio, stisneš grlo, to je najbitniji dio, i provlačiš zrak."
0:03:44,0:03:45,Kako mi se štisneš grlo?
0:03:45,0:03:46,Sad ću ti pokazati.
0:03:46,0:03:49,Na isti način kao da ideš oprat staklo.
0:03:49,0:03:50,"Znači da je ovdje staklo, šta bi napravio?"
0:03:53,0:03:58,Povučiš grlo malo unutra i onda kad provlačiš zrak kroz njega zvučiš kao Dartmouth.
0:03:59,0:04:00,Zvuči ovako.
0:04:14,0:04:22,"Za opuštanje, ako se želiš baš relaksirati, preporuča se da držiš omjer 1-2."
0:04:22,0:04:24,Treba pomaknuti malo prema sebi.
0:04:24,0:04:25,1-2.
0:04:25,0:04:25,"Znači, recimo."
0:04:25,0:04:27,Kako se gleda da vodi što bliže.
0:04:27,0:04:28,8 sekundi.
0:04:28,0:04:29,"Čekaj, ako hoćemo."
0:04:34,0:04:34,Eto.
0:04:36,0:04:38,"A ima i varijanta za dizanje energije, to je 1-1."
0:04:39,0:04:41,"Znači, 8 sekundi, udah, 8 sekundi, izdah."
0:04:42,0:04:46,"Ako je 8 sekundi previše, početnicima bude previše, onda može 6-6."
0:04:46,0:04:48,"6 sekundi, udah, 6 sekundi, izdah."
0:04:48,0:05:01,"Pričamo to., držite mu labandu, dišite samo pljučima i znaš da si to dobro napravio, kad prije kraja udaha osjeteškove krilce, nazovimo ih, da se šire."
0:05:02,0:05:05,"Ne samo da ti pluća ide prema naprijed, nego i u širinu."
0:05:06,0:05:06,To ti je uđaj.
0:05:07,0:05:08,Uđaj.
0:05:08,0:05:10,Uđaj.
0:05:15,0:05:23,"Ne, uđaj je ne, uđaj je ne."
0:05:23,0:05:26,"Ne, uđaj je ne, uđaj je daje snagu."
0:05:26,0:05:31,"Ako slučajno moraš u nekom trenutku nositi 20 kg na 12 kg, nemaš lifta."
0:05:32,0:05:34,Na četvrtom katu si već mrtav.
0:05:34,0:05:38,"E, počeš dišati uđaj i on te nosi."
0:05:38,0:05:39,"Mislim, ne možeš vjerovati."
0:05:39,0:05:44,"Jer intuitivno bi ti bilo, moram unijeti više kisika, moram brže disati, moram."
0:05:45,0:05:48,"E, ali zapravo ne, trebaš dublje disati."
0:05:48,0:06:01,"I kad preuzmeš kontrolu nad svojim dahom i provlačiš ga kroz grlo, iz puno razloga, zapravo reguliraš i ulazi i izlaz kisika i dobiješ energiju."
0:06:01,0:06:03,Uvijek je to bio bio svijet koji je teško objasniti.
0:06:05,0:06:11,"Koja bi bila logika iza, kako si to nazvao, što se tiče međice?"
0:06:12,0:06:12,"A, mulabande."
0:06:13,0:06:13,"Mulabande, da."
0:06:14,0:06:14,Koja bi bila logika?
0:06:15,0:06:16,"Znači, zapravo cijelo vrijeme dok dišiš kao."
0:06:18,0:06:21,"Što si ga opisao kao Dart Vader, držiš mulaband."
0:06:22,0:06:25,"Postoji duboka filozofija iza toga, ja ću sad to vrlo skratiti."
0:06:27,0:06:34,Ideja je da ti zapravo sa svojim disanjem reguliraš energiju tijela.
0:06:35,0:06:36,"Znači, prana jama te je."
0:06:37,0:06:40,Tehnike disina su globalno zaupljena jama.
0:06:40,0:06:45,"To je prana jama, to je kontrola prane, prana je životna energija."
0:06:46,0:06:47,Prana je vitalna energija.
0:06:48,0:06:55,"I ti, kad stisneš lokot, kad izdišeš, ne dopuštaš toj energiji da se raspršuje."
0:06:55,0:07:07,"Inače, kao izdaha, bi ti kroz svoju kičmu, šumovnu, kako bi rekli, jogi, ugurao tu energiju u svoju karlicu i onda bi se ona raspršila."
