Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:09,0:00:12,"Poštovane gošće, poštovani gosti, dobar dan."
0:00:13,0:00:23,Drago mi je da vas mogu pozdraviti u haenbeu povodom deset predavanja Antečić i Šajn.
0:00:24,0:00:54,"Posebno bih htio pozdraviti naše goste iz Irske i Makedonije koji su danas s nama i možda jedna tehnička napomena, ova dvorana je lijepa, svi volimo, ali ima akustičke probleme ponekad, pa ako netko od vas dobro ne čuje, slušalice su na stolicama, mene uvjeravaju da će akustički problemi biti riješeni u budućnosti, ali za sada ako netko ne čuje baš dobro može koristiti uvijek slušalice."
0:00:57,0:01:09,Predavanje Ante Chichen Schein je zajednički projekt Irske središnje banke i haenbea koji je pokrenut na inicijativu Irsko-hrvatske poslovne udruge.
0:01:10,0:01:20,"Ovo je predavanje kao što sam rekao deseto po redu, a peto koje se održava u Zagrebu, ostalih pet predavanja održano u Dublinu."
0:01:21,0:01:31,Iduće godine naši prijatelji u Irskoj imat će prigodu isto tako organizirati odnosno proslaviti godišnjicu ove serije u Dublinu.
0:01:31,0:01:36,Zašto predavanje nosi naziv Ante Čičinšajna?
0:01:37,0:01:44,Prvenstveno zbog toga što je Ante Čičinšajn bio prvi guverner u neovisnoj Hrvatskoj.
0:01:45,0:02:15,"Znači nakon raspada SFRU kada je osnovana haenbe on je imao tu čast kao u to doba ugledni univerzitetski profesor, doktor ekonomskih znanosti i cijenjeni ekspert da bude prvi guverner neovisne haenbe No, Ante Činić nije bio samo to i tu dolazimo u biti do toga zbog čega ova serija predavanja nosi njegovo ime."
0:02:16,0:02:24,"On je bio i naš prvi, znači prvi hrvatski veleposlanik, a kreditirao je u Velikoj Britaniji i u Irsku."
0:02:25,0:02:45,"Tijekom svog boravka na toj funkciji izgradio je mnogobrojne veze između dvije zemlje, između Irske i Hrvatske, stekao mnoga poznanstva i prijatelje i bio jedan od isto idenih začetnika Hrvatsko-irske poslovne udruge."
0:02:46,0:03:17,"To je tijekom vremena dovelo do toga da se rodi ideja dvije tisuće šest godine kada su guverneri bili john hurley u irskoj i željko rohatinski u hrvatskoj da se pokrene jedna serija predavanja koja bi se jedne godine održavala u Dublinu, druge u Zagrebu, a koja bi nosila ime Anti Čičinića i na koji na neki način povezuje ove dvije zemlje i dvije institucije."
0:03:18,0:03:39,"U sklopu toga moram spomenuti jednu osobu koja danas nije s nama, a koja je bila u velikoj mjeri Spiritus Moments, a to je Gerald Anaher, počasni konzul erha u Dublinu i koji je bio u velikoj mjeri zaslužen što se pokrenula ta serija predavanja."
0:03:39,0:03:57,"Jerry je ne samo naš počasni konzul u Irskoj nego i dobar prijatelj koji nažalost po prvi puta ove godine ne može biti s nama zbog zdravstvenih problema, no sve nas pozdravlja i mi njemu želimo sve najbolje i da ga vidimo na idućem predavanju u Dublinu."
