Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:15,0:00:17,"Puno hvala što pratite moj podcast, pozdravljam vas."
0:00:18,0:00:20,Imam danas jednog jako zanimljivog gosta.
0:00:20,0:00:25,On je španjolski glumac i redatelj Juan Manuel Cortelho.
0:00:26,0:00:30,On je sada u Zagrebu predstavio svoj najnoviji film.
0:00:31,0:00:40,"Hrvatska ga publika već poznaje sa njegovim ranijim radovima, sa filmom Najveći dar koji nas je sve ganio koji smo ga gledali."
0:00:40,0:00:50,"i filmom Mariina Zemlja, a mnogi koji vjeru učitelje u Hrvatskoj poznaju i po kratkim filmovima koje je snimio za poduku katehizma."
0:00:51,0:00:59,"On je sada na premjeri svog novog filma, Proslavimo blagdan u miru, rekla bih, da je to jedan novi žanr."
0:00:59,0:01:13,"On je toliko nas smijao, toliko je publika reagirala smijehom, i tako je bilo zbiljem razdragano raspoloženje, da je se čak odlučio snimiti nas kako se smijemo, jer je rekao da ga je to toliko razveselilo."
0:01:14,0:01:19,"Evo, gospodin Kotelo, hvala da ste došli i da ste našli vremena u svom kratkom boravku u Zagreb."
0:04:33,0:04:47,"Odnose na poslu, i smatramo da je to da se trudimo kao ljudi s kojima smo, recimo, poslovno povezani, to nam je normalno, a nije nam normalno da se trudimo kao ljudi koji su nam braća i sestre ili muž, žena ili djeca."
0:04:48,0:04:49,"Pa, eso je malo."
0:04:52,0:05:01,"Really, mi bismo trebali amati svaku osobu, ali especially aquellas, a laskemo nas košta više amati."
0:05:04,0:05:11,"To je ono što je Isus Krist, koji kaže: Ako amáš samo vaše prijatelje, koje merito teneš, amar vaših enemih."
0:05:12,0:05:12,I a vječe je ono što.
0:07:49,0:07:52,Ja sam mislila da će biti vrlo teško i vrlo dugo.
0:07:53,0:07:55,I bilo je vrlo lako i vrlo kratko.
0:07:57,0:08:05,"Jedan od aktera mi je preporučio da upoznam jednu obitelj, obitelj u kojoj su bili šest djece, a sada su sedam."
0:08:06,0:08:08,I svi su muzikali.
0:08:09,0:08:14,"Najveća toka i violončelo, druga i piano, a treća i violin."
0:08:15,0:08:17,"Dakle, svi, dječak i djevojčica, toka i tambor."
0:08:18,0:08:22,"Pa, ja sam ih upoznao i pjevali su pjesmu."
0:08:22,0:08:27,Rekli su mi da su tijekom konfinacije gledali filmove i glazbu.
0:16:16,0:16:18,"Ne po teoriji, sino po praksi."
0:16:18,0:16:21,Jer vidimo da ljubav funkcionira u bilo kojem.
0:16:23,0:16:34,Na smijalom je u filmu jedna rečenica gdje muži i žene počinju nešto raditi zajedno i onda neko od njih je rekao kao obitelj koja kuha zajedno ostaje zajedno.
0:16:34,0:16:41,A to je u stvari parafrazirano što je majka Teresa rekla da obitelj koja moli zajedno ostaje zajedno.
0:16:41,0:16:49,"Ali u stvari da, činiti stvari zajedno je ono što ljude dodatno zbližava, ponovno zbližava."
0:29:53,0:30:02,I to je ono što jedan dio tih ljudi ste predstavili publici i kroz svoj film Najveći dar.
0:30:02,0:30:21,"Kroz taj film ste u stvari pokazali ljude koji su doživjeli strašne događaje u životu, ottrpjeli ogromne nepravde, a istovremeno su imali snage oprostiti i dalje živjeti svoj život, čak mnogo plodnije i mnogo sretnije nego mnogi drugi ljudi koji nisu nastradali."
0:47:24,0:47:28,"i kuriozno, le enanta lucir se na lo pećeno."
0:47:29,0:47:33,"I si eres grande, le stas kitando peso, adios."
0:47:34,0:47:35,"Sve je pećeno, sve je pećeno."
0:47:35,0:47:36,I a vidjet ćemo što pasa.
0:47:36,0:47:38,Hemos vidio muchos milagros.
0:47:39,0:47:51,"I napravili ste odličnu web stranicu Infinito koju imamo i na hrvatskom jeziku na kojoj se mogu naći jako i filmovi, ali i ovo što sam vas htjela pitati o katehizmu, dakle poduka iz katehizma."
0:47:52,0:48:01,"Ja nisam vidjela to rani, već mi je rekla prijateljica da i ona koristi u poduci vjeronauka ovdje u Hrvatskoj vaše filmove."
0:48:01,0:48:03,Pa kako ste došli na ideju da to napravite?
0:53:54,0:53:55,ovaj razgovor.
0:53:55,0:53:58,Nadam se da je vama bio jednako zanimljiv kao i meni.
0:53:58,0:54:00,Ja vas pozdravljam do sljedeće prilike.
0:54:01,0:54:01,Hvala.
