Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:03,"Hvala ti na tvojoj prisutnosti, gospodine."
0:00:07,0:00:13,"Večeras se stavljamo pred tobom, jer ti si naš rad."
0:00:16,0:00:24,"Večeras ti se klanjamo pred tobom, jer te želimo počastiti."
0:00:29,0:00:35,Samo pred tobom nismo se večeras stavljamo s tvoje koljena.
0:00:39,0:00:44,Želimo isto se do tebe doći kao tvoja djeca.
0:00:47,0:00:53,"Gospodine, samo ti imaš riječi života večer."
0:00:57,0:01:09,"Hvala ti isto se, hvala ti na svakoj osobi koju si saznao ime, koji si okupio večer sa potpovodom stola."
0:01:13,0:01:18,"Ti si Isus rekao, tvoje djetro je sada tvoje ime."
0:01:18,0:01:40,"I vi ste bili, vi ste bili, dragi mladi, naš kralj živi, naš duh koji je nazočan među nama, opet, sve večeras osvijestite u sebe, ukratko, opet, svakako."
0:01:42,0:01:44,Da islovište čeka.
0:01:46,0:01:51,"Islovište čeka i ne ide večeras u presvetu, opet, svakako, opet, svakako."
0:01:55,0:02:15,"U današnjem manječinu smo slušali Kako Isus šalje sedamdeset broj učenika, Isus daje pozvani, Isus daje zabunu, Isus daje poslije."
0:02:20,0:02:31,"Dragi mlađi, ti koji si rešeno došao pred Isusa, da li znaš da on te Isusa šalje?"
0:02:34,0:02:37,Da li mi je riječ da Isus računaj na terenu.
0:02:37,0:02:37,I su računali na tebe.
0:02:41,0:02:53,"I su si tebi dali kroz račune kao i meni, i ti nosi ne drugima teret se zaboraviti drugima."
0:02:57,0:03:22,"Sad, dragi mladi, Isus želi da svatko od nas bude na djestine, da ti znaš našu slabost."
0:03:24,0:03:28,"Tebi je poznato, gospodine, koliko često bježamo."
0:03:31,0:03:34,Ti znaš Isuse koliko često budamo.
0:03:37,0:03:42,"Ti nama govoriš da idemo u jednom smjeru, a mi često vidimo u drugome."
0:03:45,0:03:48,"Gospodine, hvala ti na tome."
0:03:51,0:03:53,Hvala ti što idu u dvije nas.
0:03:57,0:04:07,"Zabrinuti, i sa srncem provoditi urod u novinama, da ti možemo lečeras ponavljati isto ljubav u isto vrijeme."
0:04:13,0:04:34,"Dragi mladi, na trenutak razmisli koliko si smanjili."
0:04:34,0:04:41,"Koliko si spreman odazvati, koliko si spreman svjedočiti da uđemo?"
0:04:45,0:04:54,"Gospodine, ti si u današnjem načinu rekao: ošetro je veliko, a radnike malo."
0:04:57,0:05:01,"Molite, gospodine, odarašete da pošalje radnike na svoje divne racine."
0:05:05,0:05:12,Da će da svi su se na to poseban način da molimo sa onim ljudima koji su u pitanju.
0:05:12,0:05:21,"Zaboravio sam, posebno za naše bogoslužnike koji se trudno i zadošavaju, i sebe."
0:05:25,0:05:40,"Pa, sklopite nas, i jeste li vi istinite."
0:05:43,0:05:52,"Često govorimo da smo nesmislni, često izbjegavamo da ste svjedočili."
0:05:54,0:06:02,"Često se zatvaramo u sebe, svoje probleme, a ti nas pozivaš i govoriš ko se vanđelje nidi."
0:06:09,0:06:15,"Brat i sestra, pokajmo se da će nas lepo vidjeti."
0:06:18,0:06:27,"Pokajmo se za našu umanost, za našu trudnost."
0:06:31,0:07:11,"Jer ne govorimo o jednoj nečemu, molimo tri sebe večeras, snagu i milost duha sveta da otvori naše duhove oči, naše srce koje ustave, ophodi nas, ophodi nas, ophodi nas, Sada nije duga realizacija."
0:07:15,0:07:48,"Gospodin je ti se ovim mladima dao tolike darove, tolike talente, da se spominjem o takvim, koji će u tvoje ime, gospodine, riječ, koji će u tvoje ime izgovoriti zlo, koji će u tvoje ime, gospodine."
0:07:48,0:07:50,"Oslobođenje, podizanje plavu."
0:07:53,0:08:02,"Gospodine, molimo te, dotakni naše srce."
0:08:06,0:08:20,"I sad, gospodine, iz stila našega srca, nam je taj nam oslobođen, srce od mesa, srce koje je usvojeno, koji je osvojeno."
0:08:23,0:08:27,"Gospodine, na to dugo bi bilo."
0:08:27,0:08:34,"mlade i svrbi upalila, neka osjetite tvoju snagu i žao nam."
0:08:38,0:08:49,"Gospodine, kada idemo, dolazimo prvo pred tebe i učimo što će nam znati."
0:08:54,0:08:57,"Gospodine, blagoslovi nas."
0:09:01,0:09:06,"Dragi mladi, na trenutak, redit se s vama."
0:09:06,0:09:42,"Pred Isusom, da ismislimo o svojim talentima, pa svom životu, pa svoje duše, spomenuti je da li se Isus postavlja prema tebi, i da li si ih samo na umu."
0:09:44,0:09:45,Sada se događa.
0:09:45,0:10:07,"Zato da se razvijemo, da li je tvoje tijelo hrana, duha, srna, ili je tvoje život hodilo i urodilo nam duha, sino da je to jedan mir, ljubav, strpljivost, gladnost."
0:10:13,0:10:23,"Ne bi se bilo iskreno pred sobom, gospodine nas je odrebio u minlju."
0:10:29,0:11:03,"Isus je na te puno načela spasen za one koji su, možda i u tom momentu, opet ne samo one koji su nam oslobodili mlade iz svakog svjetlog duha, sebe i uvijek."
0:11:03,0:11:08,"I si ih nije opio pas sebe da ih odliječe, kako ovaj svijet dođe."
0:11:11,0:11:16,"Ti si ih nije opio da ih odliječe, opet, po tebi, opet, u ovom srcu, opet."
0:11:20,0:11:22,Zato razmisli: Hvala vam.
0:11:24,0:11:27,Kome se subljuješ u ovom svijetu?
0:11:31,0:11:42,"Težiš li više za više stvari, težiš li za svetu većinu, jeste li spremni?"
0:11:42,0:11:58,"Bisi ispremljen i reći: Pogledaj, ovo je ono, evo tu na bijegu, moj grijeh, na slavost, ti se prostor u smislu nečega."
0:12:00,0:12:39,"Jer si došao od Isusa u sebe, po svojoj ogromnosti ne vidiš Isusa, po svojoj napuhanosti ne čuješ ni u ovom rječu, umjesto da slušaš Is s tim, gospodine, molim te snagom i milošću Duha Svetoga, oslobodi nas, oslobodi nas Isuse od bolesti umišljenosti."
0:12:42,0:12:57,"Ti se Isuse ne možeš proslaviti u mnogim dušama jer te ušimo, ušimo te svojom bojom, ispodijelimo tvoje ime, a djelujemo po svome."
0:13:01,0:13:09,"Gospodine, samo nas svoj duh sveti možemo posvetiti i vratiti na radi put."
0:13:14,0:13:38,"Neka se idu u milost i radost, radost da ti slušam."
0:13:41,0:13:44,"I Isus, i danas pozivaš na jedan ili dva djevojke."
0:13:48,0:13:53,"I Isus, i danas podzeravaš svima važnost evangelizacije."
0:13:59,0:14:18,"Gospodin, one koji si pozvao, vi si predodređen, blagoslovi da će nas našem zvanu, i jedan materijal, sve sve svešene, redovnike, sa boži nam."
0:14:18,0:14:24,"I sa Božji nam se upravo, ti nas opet neuspori, ne zaboj."
0:14:27,0:15:03,"Ti si naš i su se sebe da se ne bi trebali boriti, da se ne bi te opreme, da te ujačam."
0:15:07,0:15:16,"I vi kažete, da snimamo mirovni proces svijeta, da je moguće vidjeti i to, i da je ono prema tebi."
0:15:19,0:15:32,"Samo se ne opustimo, ne razumijemo."
0:15:36,0:16:11,"Sa poslije, kada nisam poznat i ne znam kako da mogu doći, ali."
0:16:16,0:16:20,"Molim te, Isuse, obetmulj da učimo tvoje prisutnosti."
0:16:42,0:16:52,Razgovaraj sa sve novo.
0:16:52,0:16:54,Jer Isuse želi slušati sad.
