Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:03,0:00:05,"Hvala lijepo, Marija, lijepo vas pozdravljam."
0:00:07,0:00:14,"Tema je ropstvo, pornografije ili nekako slično možemo nazvati."
0:00:14,0:01:04,"Ovo sam, bio sam dosta to malo opširnije napisao na nekih pedesettak stranica i to je objavljeno i na bitno netu i na mojoj internetskoj stranici sagud.xyz pa tko želi malo dublje i reference i znanstvena istraživanja svakako pozivam ovdje ovo skraćeno zbog vremena možda na nekih petnaest posto sadržaja tema je široka teška, mučna, važna, uznemirujuća, dobro istražena, a poprilično nepoznata, izuzetno potrebna i mjestimice degutantna i najradije ne bih u liturgijskom prostoru govorio neke stvari, ali ako Crkva u molitvi nikad ne preskače deset u postaju križnoga puta onda i neke stvari ću se usuditi u ovom prostoru reći."
0:01:07,0:02:08,"Prije negdje, prije četiri godine u jedanaest mjesecu dvije tisuće devetnaest g indiju je potresla vijest o jednom strašnom zločinu ispod jednog mosta našli su spaljeno tijelo jedne dvadeset sedamg djevojke kasnije policija rekonstrukcijom došla do zaključka da su ju četvorica muškaraca otela silovali su ju ugušili i onda njezino tijelo spalili kada je ta vijest o tom zločinu dospjela u mediju novine idućih par dana njezino ime je bilo najtraženiji pojam na pornografskim stranicama sa preko osam milijuna pretraživanja zato što osam milijuna ljudi čitajući o tom događaju umjesto da bude zgroženo, da im bude degutantno, oni su, njima je palo na pamet, možda postoji nekakva snimka na mojoj omiljenoj pornografskoj stranici, možda će me to zadovoljiti i pružiti užitak."
0:02:10,0:02:21,Ovaj novinski članak na kojeg sam naišao je nosio naslov nešto je ozbiljno pošlo u krivu s našim društvom.
0:02:22,0:02:23,Što je pošlo po krivu?
0:02:24,0:02:32,"Ovih nekoliko milijuna ljudi se nije rodilo s ovakvim poremećenim požudama, oni su posljedica dugotrajne izloženosti pornografiji."
0:02:32,0:02:34,Zašto je ona toliko destruktivna?
0:02:35,0:02:50,"Na više razina je destruktivna, a u suštini radi se o tipičnom mehanizmu ovisnosti i da bismo mogli shvatiti kako djeluju i kako se i sami možemo boriti protiv toga, prvo moramo ući u neke malu medicinu i psihologiju."
0:02:50,0:03:06,"U našem tijelu postoji nešto što se naziva sustavom nagrađivanja, a njegov glavni akter je jedna tvar koja se dove dopamine, neki to nazivaju hormonom sreće i koji je neizostavan i važan za našu motivaciju, Što on radi?"
0:03:07,0:03:15,"On ustvari kada mi napravimo nešto što je dobro i korisno za nas, naš mozak nas nagradi malom količinom dopamina i onda se mi osjećamo sretnim."
0:03:16,0:03:21,Zato kada se dobro najedete niste samo siti nego i sretni jel'i tako?
