Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:06,0:00:09,"Dragi mladi, čuli smo poslanici od Ređana."
0:00:10,0:00:20,"Kad nas Sveti Pavlo poziva da se oporavimo, čao nam, da se borimo, da nam daje prvi srećni na koji se borimo."
0:00:22,0:00:25,Ja vjerujem da se možda i vi svi oni borimo.
0:00:26,0:00:31,"Toliko puta se neki bori, ali se pogrešno bori."
0:00:32,0:00:35,"Ali Sveti Pavlo govori, ako bi se."
0:00:35,0:00:45,"Ako mi usvojimo tu božju opremu koju on nabraja, znači da su to sami sa trećanjima, i stavimo ga se, moći ćemo pobijediti Sotonu."
0:00:47,0:00:57,"I kako ćemo onda pobijediti Sotonu, i što podrazumijeva ova borba, podrazumijeva ako znamo odgovoriti na dva tri pitanja."
0:00:59,0:01:11,"Prvo pitanje, za koga se bor bavimo?"
0:01:13,0:01:13,Treće pitanje.
0:01:15,0:01:17,S kojim oružjem se bavimo?
0:01:20,0:01:30,"E sad kad čovjek čuje ova pitanja, rekao bi mi da u duhu ovog dobro vremena u kojem mi živimo, borimo se, ali ne pobjeđujemo."
0:01:31,0:01:33,Zašto ne pobjeđujemo?
0:01:34,0:01:38,Zato što smo pogrešno razumijeli ili odgovorili na ova tri pitanja.
0:01:40,0:01:42,Za koga se bavimo?
0:01:44,0:01:46,Što vas uče u školi i svugdje?
0:01:46,0:01:49,"Bori se za sebe, nismo samo nas sebe."
0:01:51,0:01:53,Proti koga se boriš?
0:01:53,0:01:56,Proti svih koji ne su protiv tebe.
0:01:58,0:02:00,S kojim sredstvima se boriš?
0:02:00,0:02:02,Istim koji napadaju tebe.
0:02:04,0:02:10,"I onda vidimo da se borimo, ali borimo se opet istim duhom ovoga svijeta."
0:02:12,0:02:17,A Pavao poslanice težanima govori o drugim duhom ovoga svijeta.
0:02:18,0:02:20,I zato ih rečeno želim znati.
0:02:20,0:02:29,"Prvo, što Pavao kaže za sebe, on dok je pisao ovu poslanicu o ovežanima, znate zašto je pisao njima?"
0:02:31,0:02:33,Zato što su se oni tada najviše bavili nama.
0:02:36,0:02:51,"I u tom trenutku je Kreslede imao premijskog vojnika, zato je bio u zatvoru i on ne piše ovu poslanicu da novi ovežani da nekako prodaju našu."
0:02:51,0:02:53,"Ne mogu vas sloboditi, nego samo da volim za njega."
0:02:54,0:03:02,"Da bi on odgovorio na ovo tri pitanja, a on pogleda ovako, za koga se boji?"
0:03:05,0:03:06,Pa ovo ne kažu za sebe.
0:03:07,0:03:10,Odgovor najbolje možemo naći kod ruke.
0:03:11,0:03:15,"A on kaže ovako, u djelima od 15."
