Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:01,0:00:06,Pa po meni Toyotin hibrid je trenutno najbolji pogon na tržištu.
0:00:08,0:00:09,To je ovako objektivno.
0:00:15,0:00:33,"Nakon što smo prošlog tjedna imali priliku ugosti Mostarce na ulicama grada i ponuditi im priliku da osvoje Toyota poklon paket, ukoliko budu znali pitanja o Toyotinim hibridima, ovaj put moram ugostiti glavnog zaslovnog čovjeka za promociju Toyotinih hibrida u Mostaru i Hercegovini."
0:00:33,0:00:34,"Sad ne znači Almari, ja to malo."
0:00:36,0:00:38,"Jesam napuho, Mostar i Hercegovina."
0:00:40,0:00:48,"S nama je Mario Filipović, autor Mosta, odnosno Tojeta i veliki zaljubljenik, znalec u hibridne automobile."
0:00:49,0:00:50,To sigurno nisam pogriješio.
0:00:51,0:00:52,Vam ponaš.
0:00:53,0:00:54,Našto me zanima?
0:00:54,0:00:58,"Evo, sad smo i vozimo opet u Privusu, nisam ništa novo donio."
0:00:58,0:00:59,Samo ovaj jadni Privus.
0:01:01,0:01:02,Samo Privus.
0:01:02,0:01:03,Samo Privus.
0:01:04,0:01:10,"Vozimo se u Privusu koji je hibrid, to smo već ranije naglasili par puta, plugin hybrid."
0:01:10,0:01:23,"I sad mene zanima kako objasniti nekom, evo, zašto se ti voziš u hibridu, a ne u nečem što je 100% struja ili 100% stru fosilno gorivo, koje su prednosti automobila koji je hibrid?"
0:01:24,0:01:29,"Pa po meni, Toyotin hybrid je trenutno najbolji pogon na tržištu."
0:01:30,0:01:32,To je ovako objektivno.
0:01:38,0:01:39,"Dobro, ne mogu ja biti objektivan."
0:01:39,0:01:43,Ja sam predugo u Tojuti da bi bio objektivan.
0:01:44,0:01:49,"Ali realno, Toyotin hybrid nudi najbolje od doba svijeta."
0:01:49,0:01:58,"S jedne strane imaš 50-80% čisto električne vožnje, što znači."
0:01:58,0:02:08,automatski da ti je potrošnja znatno manja nego kod automobila sa klasičnim pogonom.
0:02:08,0:02:23,"S druge strane, u odnosu na električna vozila ili baterijska električna vozila, ne moraš razmišljati o punjenju, o dosegu, sipaš gorivo kao i kod klasičnog automobila i to je to."
0:02:24,0:02:50,"Onda opet s aspekta održavanja, Toyota Full Hybrid nema turbinu, nema kvačilo, nema zamajac, nema DP filter, nema dizne, nema zupčasti lanac koji traje koliko je vozilo, nema ništa ono što bi potencijalno moglo tražiti neko skupo održavanje."
0:02:51,0:03:00,"I kad tome dodaš deset godina garancije na cijelo vozilo, sasvim jasno da je financijski jako isplativo."
0:03:02,0:03:17,"Da, baš je ta jedna od neke od čestih kritika zapravo hibrida su to što ste i spomenuli zapravo kao prednost servisiranje ali da nemaš ono majstor, da ne možeš majstor odvesti garažu bilo gdje?"
0:03:17,0:03:18,To definitivno.
0:03:18,0:03:27,"Znači na Toyoti novom hibridu mogu samo raditi obučeni Toyota mehaničari, certificirani, obučeni."
0:03:28,0:03:38,"Na kraju krajeva, ja ne bih preporučio da to odira iko, ovaj, ko nije baš obučen i stručan s obzirom da je napon prilično visok."
0:03:40,0:03:45,"Tako da bolje sve je prepust ovlaštenom, ovlaštenom servisu, jednom tko zna o čemu se radi."
0:03:45,0:03:51,"Znači ako imaš Toyota hibrid, ne možeš onaj postaviti pitanje tko je ovo radio, zna se tko je radio."
0:03:52,0:04:07,"A i ne isplati se realno, deset godina garancija uvciju je da se servis radi ovlaštenom servisu i plus uz svaki servis radi se hibrid helicek, znači kontrola stanja baterije."
0:04:08,0:04:12,Tako da u svakom slučaju samovlašteni servis.
0:04:13,0:04:17,Koja je najveća prednost hibridnih automobila kod kupaca?
0:04:17,0:04:20,Šta to osvoji kupca kada dođu koji su belako laici?
0:04:21,0:04:28,"Ja to svaki put kažem, zadnji put smo ju u kvizu nabili komplekse oko ovog, kao jedno malo što sam znao, mislim da veze nemam."
0:04:29,0:04:36,"Šta ljude osvoji kod hibrida koji dođu prvi put i došli su s namjerom kupit dizela, benzinca?"
0:04:36,0:05:18,"Pa u pravilu ja sam još uvijek malo razočaran koliko ljudi malo znaju o hibridima, elektrificiranim pogonima iako su na tržištu jako dugo mi ga imamo u ponudi od jedna tisuća devetsto devedeset sedam baš prije s njim je sve počelo drugi proizvođači se u pravilu uključili jako kasno da ne kažem nedavno i to isključivo zbog zakonske regulative u eu svi gonjaju taj codva jer su penali koji plaćaju ogromni i svi su krenuli onda u elektrifikaciju."
0:05:20,0:06:02,"Mi hibride imamo trideset godina, znači razvoj prijeusa je počeo negdje jedna tisuća devetsto devedeset pet ovaj u kojem se mi vozimo je peta generacija ovaj e sad s obzirom da ljudi malo znaju obično tu imamo pitanja o bateriji o održavanju što je spomenuo malo prije itede međutim kada se to detaljno objasni onda sami shvate da da prvo financijski aspekt drugo kada je to ta upjeta u pitanju zbog kvalitete, pouzdanosti pa i te garancije od deset godina koja je jedinstvena na tržištu, tojete kao rabljene jako dobro drže cijenu."
0:06:03,0:06:08,I treća stvar kod hibrida o kojoj malo ko priča je osjećaj užitak u vožnji.
0:06:09,0:06:12,"Jako su intuitivni, jako malo stresa."
0:06:12,0:06:16,Način na koji isporučuju snagu je odličan.
0:06:16,0:06:21,Elektromotor sam po svojoj karakteristici daje maksimalni obrtni moment od prvog okreta.
0:06:23,0:06:29,"Plus kad uzmete tu naš e-CVT, šta je to?"
0:06:31,0:06:38,"Mjenjač, evo CVT mu je komercijalna oznaka, drukčiji od klasičnog CVT mjenjača, odmah to napomenem."
0:06:39,0:06:49,"I sad način na koji je auto ubrzala i na koji isporučuje snagu, to jednostavno ni jedan automobil sa konvencionalnim pogonom ne može postići."
0:06:49,0:06:54,Upravo zbog toga što elektromotor daje maksimalni oporni moment odmah od starta.
0:06:54,0:06:59,I onda imaš linarno ubrzanje bez ikakvih trzaja.
0:06:59,0:07:09,"Kod svih konvencionalnih pogona automatski mjenjača kad poklopiš papučicu gasa, vas da ima malo zadrške da to počne ubrzavati."
0:07:09,0:07:10,Kod hibrida to nema.
0:07:10,0:07:17,"Znači, s jedne strane imamo financijski aspekt, pametna kupovina, s druge strane užitak u vožnji."
0:07:18,0:07:25,"Kažem, obično ljudi dok ne provoze automobil dok ne proba i obično imaju šta je hibrid, to je nešto sporo na struju."
0:07:26,0:07:30,"Biću spor, štedljiv, ali spor upravo je suprotno."
0:07:30,0:07:34,"Ako ga voziš kako treba, možeš biti jako brz za opet štet."
0:07:35,0:07:36,Kako ja vozim?
0:07:37,0:07:37,Fina.
0:07:38,0:07:39,"Ja sam spor, ali štedljiv."
0:07:40,0:07:41,"Fina, fina."
0:07:44,0:07:45,Ne koristiš modove vožnje?
0:07:46,0:07:46,Dobro.
0:07:47,0:07:48,Što je logično.
0:07:49,0:07:53,"s obzirom da se vozimo u grad, vozimo se jako sporo."
0:07:55,0:07:56,"Šalim se, probali smo ovaj sportski mod."
0:07:57,0:07:58,Sport mod je odličan.
0:07:58,0:08:00,"Ako vam dođe, kažem da znate od koga je."
0:08:00,0:08:02,Zabilježimo mi od koga je.
0:08:03,0:08:04,"Pa da, reenute bi bilo."
0:08:06,0:08:14,"S tim da prije u svima još modova osim ti, znači može se izabrati čisto električna vožnja dok je baterija puna s obzirom da je on plugin."
0:08:16,0:08:26,Može se izabrati mod gdje će vozilo koristiti samo elektromotor osim kad maksimalno ubrzavate onda će pustiti benzinca da radi.
0:08:27,0:08:34,"I imate tri moda, tri charge moda u iter generacijskog uočanja."
0:08:37,0:08:38,To mene zanima.
0:08:38,0:08:41,"Evo, recimo sada pričamo, i sad kad ti meni to pričaš, on tu još gleda super."
0:08:42,0:08:45,I sad vozimo se gradom i nije mi jasno.
0:08:45,0:08:57,"Ajde, ja razumijem da neće ovaj auto uzeti neko ko mora svaki dan prijeći 500 km pa mora ovisiti o vremenu, o gužvi, žurimo se, nema vremena stati napuniti."
0:08:58,0:09:13,"Kad treba, zašto taksi, zašto ova vozila koja se koristi u svakodnevnomnom gradskom prometu nisu hibridi, a evo po ovome što ti kaže meni to zvuči idealno za hibride."
0:09:15,0:09:31,"Ja sam razgovarao, to kod nas, ja sam razgovarao ovdje s taksijem, rijetko doduše koristim taksi, ali nekad ovako ostavim auto negdje nekom pa uzmem taksi i pričam s ljudima i uvijek su to neki argumenti, ne znam."
0:09:32,0:09:42,"Međutim ako uzmeš Beč, ako uzmeš Rim, ako uzmeš velike svjetske gradove uglavnom ili u velikom broju slučajeva vidiš upravo te određene hibridi."
0:09:42,0:09:56,"Znao, ja sam se u Beču kad sam bio prošlu zimu, uglavnom Toyota RAV4 Hibrid ili to je taksi ili ovaj Corolla Turing Sport Hibrid."
0:10:00,0:10:11,"Kod nas kažem, mislim da tu oni da bi uštedjeli rade na pogrešan način, sami servisiraju, ali nisam se do tada nije bavio."
0:10:12,0:10:41,"Dobro, osim moramo ste i spomenuli isto te štetne emisije i moramo se vratiti na tu zelenu politiku i jedna od, čak je to sad dosta pod utjecajem nakon Trumpovih izjava i nekih odluka, dekreta da je zelena tranzicija prevara, a i to nas sad ne ulazimo u to, ali da je zapravo hibrid i da su neko prijenosno rješenje za očuvanje što duže automobila na fosilna goriva."
0:10:41,0:10:52,Zapravo da su ubačeni tu samo da malo zavaraju tržište i da premoste taj dio dok prođe ova sva priča da je štetna fosilna goriva.
0:10:54,0:11:08,"Mi u Trojci vjerujemo malo drukčije, mislimo malo drukčije, mislimo da će hibrid i plugin hibrid još jako jako dugo ostati u principu najbolje rješenje."
0:11:11,0:11:54,"Neovisno o priči o zelenoj tranziciji čistotehnološki za završavanje, to što nije realno da će baterijski električni automobili uzeti sto posto tržišta prije svega zbog odmah kažem da ja nisam protiv električnih automobila ali razlog što i nećemo vidjeti toliko masovno je prije svega infrastruktura, ne samo kod nas nego i generalno i u regiji pa i na kraju krajeva i u EU."
0:11:55,0:11:57,To je veliki problem.
0:11:58,0:12:24,"Drugi problem, električni automobili imaju neke svoje specifičnosti odnosno da bi vi koristili električni automobil morate imati neke preduvjete po pitanju navika, po pitanju dnevne kilometraže, tako da nije realno da će mi sad svako drugo auto već biti električno negdje u gdje je do 30% tržišta."
0:12:24,0:13:00,"E sad, hibrid, onaj što kažemo hibrid, imamo električnom vožnju 50-80% vremena, čisto na struju, brzinom do 130 km na sat, govorimo o teoretičnom hibridu, nemam potrebu za punjačem, ne moram razmišljati o dosegu, sipam gorivo kao i u konvencionalnom automobilu i plugin hibrid je još bolja priča gdje ću imati do 100%."
0:13:00,0:13:45,"do sto km čisto električnom vožnjom kad se ta baterija ispraznila onda opet imam full hibrid i opet sam pedeset do osamdeset posto vremena čisto na struji imam jako malu potrošnju jako male emisije codva i na kraju krajeva kada uzmeš emisiju codva kroz cijeli životni vijek jednog automobila od proizvodnje pa do kraja električno auto ima veći carbonski otisak nego hibrid a ako pričamo o tome da čuvamo planetu itede E sad u odnosu na konvencionalne automobile već smo pričali puno jeftinije održavanje, puno niža potrošnja."
0:13:46,0:13:53,"Sada, molim, samo kad ste kod očuvanja planeta, odredbe da ste vi na višće polje auto nuć, najmanji je problem s dole auti."
0:13:54,0:13:55,Gori i sve što ste stekli.
0:13:56,0:14:00,"Da je upad stalno i da su sve ono dizali, manja je šteta."
0:14:00,0:14:05,"Ta priča o CO2 i planet je svakako isforsirana, ali šta je tu?"
0:14:05,0:14:08,"Imaš elektrificirane pogone, bit će ih sve više i više."
0:14:11,0:14:39,"Ovo što sam malo prije pričao, kako to gledam, to dovoljno ne pokazuje, često si mogu pročitati, mi smo, to je ta zadnja pokazala električno auto i jesmo mi relativno kasno pokazali električno auto, vozilo Z4X, što ne znači da ga nismo imali spremnog ili da nismo imali više modela, više segmenata spremnih, jednostavno smatramo da nije još bilo vrijeme i smatramo i sada da je dio tržišta."
0:14:40,0:14:56,"Jer izjava da smo se mi zadnji pojavili s električnim automobilom je onako malo meni smiješna jer je to jedini proizvođač na svijetu koji ima u biti toliko stvarnog iskustva, najviše stvarnog iskustva s elektrificiranim pogonima, s baterijama, inverterima."
0:14:57,0:15:37,i ostalim komponentama i znamo sigurno šta je najbolje u toj priči jer imaš dvadeset sedam osam milijuna hibrida koji se vrti na cestama i koji se faktički hibridi se vrti na cestama od devedeset sedam kad uzmeš neku grubu logiku kad uzmeš ovaj auto koji je plugin maknemo benzinski motor povećaj ostale komponente baterije invertere i ostalo po nekoj gruboj logici će uzvati električni auto to je to jer on ima svakako mogućnost vanjskog punjenja evo sad ja slušam ugodno nam je ja mislim da sam sam solidan vozač za.
0:15:41,0:15:43,"Kupenica, meni ovo izgleda super."
0:15:45,0:15:50,Tehničke karakteristike koje nisam znao su mi super.
0:15:50,0:15:51,Izgleda sve to dobro.
0:15:52,0:16:04,"Meni se on uvijek uglavnom je kriterij kod auta da malo troši, da je servis OK, da ima neko povjerenje u auto i da se mogu pouzdati na njega."
0:16:06,0:16:15,"Ali kako sada, kad bi mogli hibridi postati dostupni široj masi, moće li oni moći uopće postati dostupni široj masi?"
0:16:15,0:16:16,"Što proširuje masu, cijenovnim nekim rangom."
0:16:17,0:16:25,"Da će to nekom ne znam, nekom običnom bračnom paru ili nekom tko radi sam, da neko ok plaće da će moći priuštiti neki hibridni automobil."
0:16:26,0:16:28,Da mu je to ok investicija.
0:16:28,0:16:35,"Pa vidi, full hybrid, to je sve sad sjedimo u pluginu, ali normalni hibrid nije uopće skupo."
0:16:36,0:16:41,"Ti kada ga uporediš s konkurencijom, to je tu negdje ili na istoj razini."
0:16:41,0:16:47,"Ti kupuješ danas, recimo kod nas, hibrid već za 39 i 900,50."
0:16:47,0:16:51,"Govorimo o novom automobilu, potpuno automobilu s deset godina garancija."
0:16:51,0:17:06,Ti sad kad uzmeš ovaj ne znam pogledaj još što košta jedan FV Golf novi upored je što ja mogu ponuditi za taj novac vidjet će što je to tu negdje.
0:17:06,0:17:08,"To je rečeno, to je šabo?"
0:17:09,0:17:39,"šabo ali japanas da deset godina garancija na to da deset godina garancija i ono što ja vam mogu reći iz iskustva ovaj naši automobili se stvarno ne kvarit znači uglavnom je riječ o redovnom održavanju koji je opet izmjena motornog ulja, filtera jednom godišnje ili svakoakog od 15.000 na 90.000 se mijenjaju sviječice i hajmo reći da je to malo skuplji servis."
0:17:40,0:17:41,To je to što steče servis.
0:17:41,0:17:42,To je to način.
0:17:43,0:17:45,"Nemoj udarati, tu uzmi to otao osiguranje."
0:17:47,0:17:52,I taš se možeš izračunati koliko će te auto koštati u periodu kada koristiš.
0:17:52,0:18:08,"E, i najbolja stvar kada odlučiš da ga prodaš, kada je to otao pitanju, prodaš brzo za dobru lovu jer auta imaju taj imidž pouzdanosti i drugo, manje više uvijek se pod vojničkom garancijom."
0:18:09,0:18:11,"Da, to sve je ta godina."
0:18:12,0:18:13,"Neki ok, vi je kao ta čak."
