Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:36,"Želim vam predstaviti jedan alat umjetne inteligencije koji su napravili katolici, koji je jako dobar, ja ga koristim neko vrijeme svima kojima sam ga preporučio, jako su zadovoljni, feedback je jako dobar, vidio sam da mnogi ne znaju za njega, jako je već neko vrijeme postoji, razvija se sve bolji i bolji, zove se Magisterium AI, želim vam reći zašto ga možete koristiti i zašto je bolji, u čemu je bolji od 4GPT-a i sličnih alata umjetne inteligencije u kojih su prvi put na ovom kanalu."
0:00:36,0:00:43,"Kanal je čudnog imena, Hitna pomor za nemirne, ja sam domaćin, Donantu Nižetić, katolički svećenik."
0:00:43,0:00:53,"Možete pronuškati druge videe koji, ovaj video je malo drugačiji, jedna reklama za koju nisam plaćen, nemam nikakve koristi od toga, nego evo želim podijeliti s vama ovaj korisni alat."
0:00:54,0:01:01,"Možete pronaći neki drugi video o, ne znam, o smislu života, o Božjoj riječi, o što znači ljubite svoje neprijatelje, tko je Krist."
0:01:03,0:01:10,"Evo sve usmjereno na kraju na naše traženje smisla, istine i ne može se naše srce smiriti bez toga."
0:01:11,0:01:13,Eto pa malo pronuškajte ovaj video je.
0:01:13,0:01:16,"je drugačiji, siguran sam da će vam koristiti."
0:01:16,0:01:19,Evo široki je spektar onih koji mogu upotrebljavati ovaj alat.
0:01:20,0:01:53,"Recimo ako ste protivnik katoličkog nauka, recimo imate ili se bavite s time kao u pisanju ili imate u kući nekoga katolika s kojim se svađate, prepirate ili prijatelja, evo možete bolje upoznati katolički nauk preko ovog alata koji je u čemu se razlikuje od 4GPT-a i drugih alata umjetne inteligencije po tome što ovi drugi alati izjednačnima je sve što je internetu na jednakoj razini."
0:01:54,0:01:56,Nemaju programirano da vam daju pravovjerni odgovor.
0:01:56,0:01:59,"Znači, GPT će se prilagoditi vama."
0:02:01,0:02:24,"Mislim, fascinantni su ti alati, stvarno rade neke nevjerojatne stvari i mogu u velike pomoć ako ih znamo koristi doći do istine, ali magisterij MAI je programiran da nam da pravovjerne odgovore, da nam da odgovore i on nema cijelo smeće interneta na raspolaganju, nego ima, evo, piše tamo oko 29.000 za sada dokumenta."
0:02:25,0:02:34,"Katoličke crkve radi se od filozofije do duhovnosti, do prava, do svetaca, do povijesti, sve što vam može pas na pamet."
