Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:02,"Ekipa dobrodošli, dobrodošli u Novi Čušpajs."
0:00:03,0:00:10,"Danas je gost povjesničar, publicista, odvjetnik i predsjednik stranke Jedina Hrvatska gospodin Tomislav Jonić."
0:00:13,0:00:15,"Gospodin Jonić, dobrodošli i lijepi pozdrav."
0:00:16,0:00:17,"Hvala vam na pozivu, pozdrav vašim gledateljima."
0:00:17,0:00:23,"Evo već ste treći put ovdje, jeste primijetili da ste uvijek u novom studiju, da ste malo na saboru?"
0:00:23,0:00:26,"Dobro, to je pomak jer sam svaki put u sve boljem i boljem studiju."
0:00:28,0:00:29,"Eto, ide vam odmah u glavu."
0:00:30,0:00:34,"Zadnja nekakva vijest, interesantnija, Ujedinjene desnice u Zagrebu."
0:00:35,0:00:37,Pa je li to moguće rekli neki.
0:00:37,0:00:42,Pa zapravo se radi na tome da se to ne ograniči samo na Zagreb.
0:00:42,0:02:18,"Naime, ako se sjetite prije, evo sad godinu dana trajala je predkampanja za predsjedničke izbore i tada smo, dakle na predsjedničkim izborima nastupilo je nekoliko kandidata s takozvani desnice, dakle desnije od hadezea I od tih kandidata, dakle sjetite se gospođa Branka Lozo je bila kandidatica Domina, onda se u završnoj fazi pojavio gospodin Bulj koji je također percipirao kao predstavnik takozvani desnice i bio sam ja i dakle od nas troje ja sam ostvario najbolji rezultat, dobio sam više glasova nego od njih dvoje skupa, dakle to je bilo nekih pet i nešto posto vrlo brzo su slijedili lokalni izbori kao što znamo dakle već su bili u svibnju i to je ovaj ograničeni uspjeh dakle ovo što smo doživjeli u prosincu na predsjedničkim izborima je zapravo ponukalo ljude na takozvani desnici da razmisle dakle da se konačno pribaremo da shvatimo da je nerazumno rasipati glasove i onda su već, dakle i onda su u ožujku mene, moju gradonačelničku kandidaturu, dakle kandidaturu za gradonačelnika Grada Zagreba poduprli još tri stranke, dakle ne samo Neovisna lista Tomislav Jonjića, jedino Hrvatska nego još tri stranke, dakle Blok za Hrvatsku, Dominacionalno okupljanje i Hrvatski suverenisti."
0:02:18,0:03:25,"I zahvaljujući toj potpori sam ja na izborima za gradonačelnika dobio još šest, malo iznad šest posto glasova dakle razmjerno više nego što je bilo na predsjedničkim izborima i to je pokazalo koliko je taj korak racionalan s obzirom na to da sam dosta davno dakle prije petnaest godina objavio jedan tekst u kojem sam zagovarao dakle udruživanje stranaka srodnih svjetonazorskih i nacionalno političkih pogleda ali dakle ne na način da se te stranke ugase jer to jednostavno nije realno očekivati nego dakle da se udruže da se okupe i da zajednički nastupaju u tom trenutku dakle prije petnaest godina ja sam predlagao da to bude oko Hrvatske stranke prava koja je tada bila najjača stranka na tome dijelu političkoga spektra i bilo je potpuno logično da se svi okupljaju oko Hrvatske stranke prava jer stranke su instrument za kreiranje nacionalne politike, nisu stranke same sebi svrha nego je njihova svrha poslužiti dobrobiti Hrvatske i hrvatskih državljana, hrvatskoga naroda."
0:03:27,0:03:49,I dakle nakon lokalnih izbora je ta moja stara zamisao za koju sam ja mislio da se nikad neće realizirati je zapravo počela donositi nekakve plodove i već od lipnja su započeli pregovori ovih stranaka koje su na zagrebačkim lokalnim izborima stajale iza moje gradonačelničke kandidature.
0:03:50,0:04:02,I onda se je pred kraj listopada u Vukovaru na margini izbornoga sabora hrvatskih suverenista toj inicijativi pridružila i Hrvatska stranka prava.
0:04:02,0:04:14,Dakle radi se o tome da se postigne zajednička odnosno jedinstvena platforma koja bi omogućila da te stranke zajednički nastupe.
0:04:14,0:04:45,"Prva stvar, dakle, da u ovom razdoblju koje slijedi do lokalnih izbora, do, pardon, do saborskih izbora, dakle, to su još otprilike dvapet godine, da između njih ne bude nepotrebnih sukoba, vrijeđanja međusobnoga itede nego da se pokuša izgraditi zajednička politička platforma, dakle, na zajedničkim načelima i da se na izbore iziđe zajednički i dogovorno jer procjenjujemo da bi to bilo najracionalnije."
0:04:45,0:05:01,"Dakle, kad se sad sve ovo što sam kazao svede u jednu rečenicu, to znači da nijedna od tih stranaka ne gubi politički i pravni subjektivitet, svaka ostaje zasebna stranka, ali su među njima zakopane sve ratne sjekire ako je takvih sjekira bilo."
0:05:03,0:05:06,"I s druge strane, dakle, planiramo zajednički nastup na izborima."
0:05:07,0:05:21,"Kako će to izgledati u naravi, to ćemo tek vidjeti jer su izbori još daleko i zapravo ni ovo o čemu govorimo još uvijek nije formalizirano, nije potpisano zbog toga što još postoje određene razlike među nama."
0:05:21,0:05:31,"Dakle, s jedne strane postoje razlike u pogledima na položaj Hrvata u beiha i način rješavanja toga položaja."
0:05:32,0:05:50,"I s druge strane postoji kod mene konkretno, dakle kod stranke koje sam ja na čelu postoji odnosno otvorenost za suradnju i sa drugim strankama koje u ovom trenutku ne sudjeluju u pregovorima."
0:05:51,0:05:52,MOST vjerojatno.
0:05:52,0:06:01,To je MOST ali to je i Domovinski pokret bez obzira na sve probleme kroz koje ta stranka prolazi i sve hipoteke koje je preuzela ulaskom u SAD.
0:06:01,0:06:03,HS-om u savez s Hrvatskom demokratskom zajednicom.
0:06:04,0:06:09,"Dakle mi nismo u svađi s nikim, mi možemo sa svima razgovarati i razgovaramo sa svima."
0:06:09,0:06:33,"Nažalost, kod ovih naših partnera nije kod svih u takav slučaj jer kao što znademo postoje traumatični razlazi i onda je palo puno teških riječi i to nije tako lako nadići odnosno trebat će vremena i ja sam zagovornik toga da se ta suradnja proširi i da se u obzir uzmu, dakle evo kao što smo spomenuli i MOST i Domovinski pokret."
0:06:35,0:07:11,"Kod MOST-a kao što znamo on je prije sad par dana dobio novo vodstvo, novoga predsjednika, u predsjedništvo su ušli mladi ljudi, vidjet ćemo kako će se to razvijati jer ja se nadam da u MOST-u više neće biti struja koje, kojih je do sad nažalost bilo, koje su zapravo funkcionirale na način da s jedne strane programiraju sebe za ostanak u oporbi, dakle potpuno jasno izbjegavaju preuzeti odgovornost jer je biti u oporbi najlagodnija pozicija, pogotovo kada imate nekoliko saborskih mjesta."
0:07:12,0:07:27,"A s druge strane, dakle, postojala je jedna struja koja je prema uvjerenju mnogih zapravo bila spremna uzeti dio glasova desnice da bi ih izručila ljevici, da bi otišla u savez sa ljevicom."
0:07:28,0:07:45,"I to je u tim interpretacijama se u krajnjoj liniji i kandidatura gospodina Bulja prošle godine na predsjedničkim izborima tumači upravo na taj način, dakle, da se onemogući previše glasova na desnici, dakle, nego da se to razbije."
0:07:45,0:08:22,"Ja sad ne želim ulaziti u to nagađanje, je li to točno, nije li točno, nego se radi o tome da u budućnosti da se takve stvari više ne događaju, nego da doista sve stranke koje su pozicionirane desno od Hrvatske demokratske zajednice da nastupe zajednički na izborima i da time postanu ozbiljan sudionik hrvatskoga političkoga života i po logici stvari, samim time sudionik izvršne vlasti jer je to zapravo treba biti onaj jedan od važnih faktora, dakle važnih čimbenika koji nas motivira."
0:08:23,0:08:39,"Dakle, ne bavimo se politikom zbog toga što nemamo pametnijega posla jer imamo i drugoga posla, ali se radi o tome da pokušamo sudjelovati u izvršnoj vlasti i usmjeravati našu domovinu u smjeru koji se nama čini najboljim."
0:08:39,0:08:45,"Da, MOST već desetak godina dobro pleše, ali mislim da ide vrijeme da će se morati."
