Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:02,Recimo što ćeš učiniti od svoga života?
0:00:04,0:00:10,"Tebi je život darovan u ruke i sutrašnji dan će ti nadam se biti darovan, što ćeš od njega učiniti?"
0:00:12,0:00:16,"I današnji dan, četvrtak ti je darovan, što si učinio od njega?"
0:00:18,0:00:23,Jesi li večeras sretan ili te nešto muči?
0:00:24,0:00:25,Jesi li opterećen?
0:00:28,0:00:29,Je li te netko povrijedio?
0:00:30,0:00:31,Jesi li ti koga povrijedio?
0:00:33,0:00:36,Jesi li danas promašio dan jer nisi učio a htio si.
0:00:37,0:00:40,Nešto si htio postići i htjela postići a nisi.
0:00:44,0:00:50,I kad bi sada umrla ili umro recimo kamo bi došao?
0:00:58,0:01:10,"Baš takvo razmišljanje poštovani mladi prijatelji nam pomaže da uvijek iznova živimo sretni, a to znači da uvijek iznova znamo kome smo povjerovali i da znamo kamo idemo."
0:01:10,0:01:13,I onda ti je lagano raditi i onda uživaš.
0:01:14,0:01:29,"Kad si u jednom danu izmučio da nekom načiniš dobro, kad si se izmučio da napraviš onaj plan koji si načinio, učio si, radio si, načinio si, onda osjećaš navečer kako ti je blažno sjesti i odmarati si i uživati."
0:01:31,0:01:43,"Ništa te neće tako mučiti kao prazan život, a to znači kao život u kojem si htio studirati a nisi, htio raditi ali je čario si, htio si nekog posjetiti a nikada to nisi učinio.."
0:01:44,0:01:49,Htio si malo moliti da postaneš bar malo normalniji i inteligentniji nisi.
0:01:50,0:01:53,Htio si čitati Sveto pismo jer je to Božja riječ nisi.
0:01:53,0:01:59,"Htio si ići nedjeljom na misu, ne spavao si do dvanaest a onda u tri opet lego pa spavao opet do dvanaest."
0:02:02,0:02:04,Da li ti živiš ili spavaš?
0:02:09,0:02:15,"I drugo, svjesni smo ovdje na Zemlji nitko ne uživa, ovdje se ne može uživati."
0:02:16,0:02:20,I ono što ljudi zovu uživancija uopće nije uživancija nego muka.
0:02:24,0:02:41,"I kad čagaš ne znam kako i ne znam kako si s prijateljima i piješ i ločeš i uzimaš bilo šta, nakon toga samo čekaš kako si se ubio, kako si bacio svoje dostojanstvo u blato i kako tek tada ne možeš ni sebi pogledati u oči i bojiš se vidjeti se u ogledalu."
0:02:44,0:02:52,"Ovdje nema uživanja jer život ti nije dan da uživaš, uživat dolazi na kraju, ovdje ti je dano da nešto učiniš od svoga života."
0:02:54,0:02:58,Ajmo ostati u tišini i pogledati jesam li ja do sada uopće živio.
0:03:03,0:03:12,I ako sutra umrem šta ću gore imati u nebu jer istina je ovo da nebo se gradi sa onim što ovdje napraviš.
0:03:13,0:03:16,Što si odavde poslao u nebo to ćeš gore imati.
0:03:17,0:03:20,Svako dobro djelo koje si ovdje načinio čekate dolje.
0:03:21,0:03:27,Svaka čokolada koju nisi ti pojeo nego si dao drugome gore te čeka.
0:03:28,0:03:31,Sve što si ovdje konzumirao ostaje ovdje.
0:03:33,0:03:41,"Drugim riječima, gdje god si se žrtovao da nekome dobro učiniš, to je vječno, neuništivo, to te čeka, imaš gore."
0:03:42,0:03:44,"I sad pogledaj, imaš li koji ormar gore?"
0:03:45,0:03:46,Imaš li barem koju haljinu gore?
0:03:47,0:03:49,Imaš li makar kakve stare hlače gore?
0:03:49,0:03:50,Šta ako dođeš gore pa budeš gol?
0:03:51,0:03:52,Sjećate se smijati gore?
0:03:53,0:03:57,"A goli ne mogu biti u nebu, u nebo mogu biti, to oni idu u čistilište ili pa kao."
0:03:59,0:04:01,Hoćeš li imati gore bar koji češalj?
0:04:02,0:04:03,Hoćeš li imati koju toplu riječ?
0:04:03,0:04:07,"Jer riječ koju si ovdje nekome izrekao i utješio ga, ona te čeka gore."
0:04:11,0:04:23,"Hoćeš li imati bar koju podkošuju, čarape, olovku, bar koji rešo da si skuhaš malo čaja, kave, da se ne pereš gore u hladnoj vodi?"
0:04:25,0:04:26,Šta ćeš imati gore?
0:04:29,0:04:37,"Da li si svjestan, osobito vi mladi, vas nastojite vi nastoji televizija i javni život uništiti, baš vas mlade gaze."
0:04:38,0:04:45,"I televizija i čage i ne znam podrumski prostori gdje idete, morate ići plesati i kao šta, vas ubijaju zašto?"
0:04:45,0:04:52,"Jer na vama žele zaraditi, zaraditi, zaraditi, a nitko ne pita hoćete li alkohol i droga i sve uništiti."
0:04:53,0:04:57,"I svi ti mračni, zadimljeni prostori, da li ćete koristiti ili to ubiti."
0:05:03,0:05:14,"I zato je pitanje voliš li ti sebi ili dopuštaš da te drugi vode kao životinju na klanje, da te koriste i da te se smiju kako su ti izvukli iz žepa svega."
0:05:14,0:05:16,"Da li živiš dakle samostalno, slobodno?"
0:05:17,0:05:18,Da li znaš čiji si?
0:05:22,0:05:25,Da li ispred sebe vidiš život koji ćeš ti ostvariti?
0:05:25,0:05:27,Da li je on velik ili si jadan?
0:05:29,0:05:39,"Mi živimo u vremenu ne samo globalizacije nego u vremenu totalnog hedonizma odnosno u vremenu kad su samo novac, financije i profit važni."
0:05:40,0:05:47,"Čovjek je nevažan, čovjeka se smije ubiti za neki profit, čovjeka se smije prevariti i otrovati za sve."
0:05:48,0:05:50,Zašto vi mladi pristajete na takav život?
0:05:53,0:06:01,"Ajmo se danas pobuniti, idemo sklopiti savez sa svemogućim stvoriteljem i reći nećemo takvo društvo i nećemo takvu budućnost."
