Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:04,"U ime Oca i Sina i Duha Svetoga, Amen."
0:00:08,0:00:12,"Gospodine, mi te sada molimo da ti isporiš naše srce."
0:00:25,0:00:27,Ovdje smo došli da slavimo tvoje ime.
0:00:29,0:00:30,Ti si došao da te slavimo.
0:00:35,0:00:36,Slavu tvoj.
0:00:36,0:00:38,Tko mi je na?
0:00:39,0:00:43,Tko kaču sa tobom?
0:00:44,0:00:46,Jer ja sam tvoj.
0:00:49,0:00:52,Ja sam tvoj.
0:00:53,0:00:56,Sveto mi je na miru.
0:00:57,0:01:00,Da je pojoj ljubavni.
0:01:02,0:01:03,Jer ja sam tvoj.
0:01:06,0:01:10,Ja sam tvoj.
0:01:11,0:01:13,Smahu poji.
0:06:04,0:06:14,"Svagu vodu i vremena, vi kaču sa krvava, jer ja sam tvoj."
0:06:18,0:06:19,Ja sam tvoj.
0:06:22,0:06:32,"Sve što je u meni daje tvojoj ljubavi, jer ja sam tvoj."
0:20:05,0:20:23,"Evo, priznajem, klanja nam se, bez tebe gurmaju se."
0:30:01,0:30:05,Ja nedostojno za nas predano.
0:30:08,0:30:13,Čovjek je i bol i znak svega usvišenja.
0:30:14,0:30:18,Sva slava nek je tvoje i vedu.
0:30:24,0:30:25,I vedu.
0:30:31,0:30:32,I vedu.
0:35:10,0:35:25,"Sad probudi u nama, sad probudi u nama, sad probudi u nama, češnju za to boo."
