Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:04,0:00:04,Hvala.
0:00:08,0:00:09,"Pozdrav svima, čau svima."
0:00:10,0:00:18,"Vi koji sjedite tamo u najdaljoj klupi neću vas tjerati da dolazite naprijed jer sam ja bio jedan od vas koji je sjedio što dalje od svih ostalih, kužimo vas."
0:00:21,0:00:22,Ja bi danas nešto malo drugačije.
0:00:23,0:00:27,"Ja bi danas da vi, jel vam kraj svima dana, jel imate još predavanja?"
0:00:28,0:00:30,"Ne, nemate, oka."
0:00:31,0:00:33,Da iskoristite barem vrijeme što ste ovdje.
0:00:34,0:00:39,"Ja ne znam da li je ovo radi, ne radi, ja se malo glasnije pričam, u svakom slučaju da iskoristite što ste ovdje."
0:00:40,0:00:50,Na način tako što ću vam ja nekako možda ukratko par minuta proći kroz svoju priču i nadalje podijelit ću sa vama što je to što sam ja naučio iz svog rada sa startupima.
0:00:51,0:00:55,Iz toga bih vas zamolio da me prekidate u bilo kojem trenutku.
0:00:55,0:01:02,"Znači ono nešto vam zvuči ludo, nešto vam nema smisla, nešto želite saznati kako vi možete napraviti, prekidajte me."
0:01:02,0:01:13,"Znači ovo nije ono kao hej imat ćemo i QA later, ali ako u trenutku nešto vam zapne za uho, za oko, slobodno recite hej, how does this make sense?"
0:01:13,0:01:34,"Druga stvar koju vam želim reći prije nego što vam počnem pokazivati par stvari ovdje gore, Ja inače živim u Americi i samim time prezentacija ste na engleskom, znam da svi pričate super engleski, ja ću kombinirati malo oboje, hrvatski i engleski, a ako nešto prebrzo kažem ili nekome nešto ne razumije slobodno me pitajte."
0:01:34,0:01:38,"OK, deal, deal može super."
0:01:38,0:01:43,"OK, znači kao što sam rekao iskoristite ovu priliku, zašto?"
0:01:43,0:01:48,"Zato što ste odlučili biti ovdje, ne gledat Netflix, pit kavu, pit pivu, ne znam šta radite, radite."
0:01:48,0:01:50,Je li istina da stvarno mlađe generacije više ne piju?
0:01:52,0:01:55,"Ne, ali da ako to je laž, ja isto mislim."
0:01:56,0:02:05,"Negdje se čita da ono kao Gen Z is not drinking anymore, dođite u Hrvatsku, klinici ono, mladi ljudi piju kao danas sutra, što je ono donekle, ok, i supported."
0:02:05,0:02:17,"Ok, dobro, znači danas ćemo proći kroz nekakvih petnaestak minuta, nekako kao što sam rekao, moja priča, iskustva rada sa startupima, zašto ja radim, što radim, kako to radim."
0:02:18,0:02:30,"Hvala ekipi iz van der Stocka što ste me zvali ovdje danas, stvarno radite nešto što je super, vi svi koji ste ovdje ulažete svoje vrijeme i zahvaljujući vama imate tu platformu."
0:02:30,0:02:38,"Uzbudno se veselim tome što ćete raditi u budućnosti i nadam se da ćete i vi svi na neki način, jedan ili drugi, njima takoima također pružiti potporu."
