Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:15,"U ime Oca i Sina i Duha Svetoga, zdravo Mario, milosti punar Gospodin s tobom, blagoslovljena ti među ženama i blagoslovljen plod utrobe tvoje Isusa."
0:00:16,0:00:24,"Sveta Mario, Majko Božja, moli za nas grešnike, sada i na času da pronađemo."
0:00:24,0:00:27,"Mario, prijestolje mudrosti, moli za nas."
0:00:28,0:00:30,"U ime Oca i Sina i Duha Svetoga, duha svetoga."
0:00:31,0:00:37,"Evo draga braćo, inače mi svečini susrsi govorimo braćo i sestre, ali ovdje ne treba kad je tako."
0:00:41,0:00:42,Aha onda se čuje.
0:00:42,0:00:46,"Mogu ja pojačati glas, ali radi vas je to bolje i radi snimanja."
0:00:48,0:00:59,"Ma nekako smo se tako dogovorili da kad već nam je krunica glavni apostolat, ta vrsta molitve, da malo uđemo u dubinu o tajstva te krunice."
0:01:01,0:01:11,Ima tu velikog bogatstva duhovnoga i da evo više se ohrabrimo nakon ovoga to moliti i shvatimo koliko je ta molitva zaista snažno i koliko učinkovito.
0:01:12,0:01:25,"Dakle, mi svi znamo da je krunica moćno oružje protiv zla i to su već mnogi sveti iskusili i Crkva u svojim nekim povijesnim etapama na poseban način doživjela koliko je krunica moćna."
0:01:27,0:01:33,"Ali dobro se zapitati zašto je krunica tako moćna, moćno sredstvo u borbi protiv zla."
0:01:34,0:01:36,Evo ovdje ćemo dati neke odgovore na to.
0:01:38,0:01:41,"Najprije kada mi molimo krunicu, što se događa?"
0:01:41,0:01:43,Ona najprije angažira našu volju.
0:01:45,0:01:50,"Koliko danas čovjek nema volje, obezvolje se, izgubio volju."
0:01:50,0:01:52,Krunica pokreće našu volju.
0:01:53,0:01:54,Malo pomalo.
0:01:55,0:02:01,Ljudska je volja moćna jer s njome sudjelujemo u zajedništvu s Božjom moći.
0:02:02,0:02:07,"Bog kaže u knjizi ponovljenog zakona, stavljam predate život i smrt."
0:02:08,0:02:13,"Dakle slobodan si izabrati život ili smrt, ali Bog daje savjet život bira."
0:02:14,0:02:19,"Što to znači da nas je Bog učinio slobodne, ali ti daje savjet što trebaš činiti."
0:02:19,0:02:24,"Dakle Bog nas ne želi primorati, prisiliti da moramo birati dobro."
0:02:25,0:02:29,"Kako to gledaju filozofi, psiholozi, teolozi?"
0:02:29,0:02:35,Pa zato što bez slobodne volje vjerojatno ne bi bilo ni ljubavi.
0:02:35,0:02:47,"Kao što te netko ne može natjerati da neku osobu voliš ili da netko natjera drugu osobu da tebe voli, jednostavno mora biti slobodan pristanak njezine, njegove volje na drugu stranu."
0:02:47,0:02:48,Tako isto i Bog.
0:02:48,0:02:53,"Evo daj savjet, daj nam slobodu da bismo mogli doživjeti njegovu ljubav."
0:02:53,0:02:56,Već je to zapravo iskaz njegove ljubavi što nam daje slobodnu volju.
0:02:59,0:03:06,"Dakle, to je to moćno oružje u duhovnom području kada si se stavio na stranu volje Božje."
0:03:06,0:03:24,"Tu trebamo shvatiti zašto se to na nastoji zarobiti i onesposobiti ljudsku volju raznim ovisnostima pa i grijesi otupe volju, otupe apetit za duhovno na koncu i za Boga."
0:03:24,0:03:30,I onda otupe i apetit za ljubav prema bližnjima i čak i prema onima najbližima u svojoj obitelji.
0:03:31,0:03:40,Zato kada se naša volja spoji s Božjom voljom kroz molitvu mi doslovno dodirujemo Božji izvor snage.
0:03:41,0:03:42,Dakle Bog je svemoćan.
0:03:43,0:03:43,Imate tamo kod sv.
0:03:44,0:03:55,"Antuna pustinjaka kada njemu dolaze ogromne grdosije, zmajevi, dakle zlodosi koji se ne znam putem halucinacije, njemu javljaju kao neki moćni, strašni."
0:03:56,0:04:04,"I kad je on proklamirao u sebi ja pripadam Isusu Kristu, što vi trebate, koga trebate, onda su oni smanjili, postali mali kao mikrobi."
0:04:05,0:04:08,"I zapravo on kaže svaki džavoj, ti si nejak kao beba."
0:04:09,0:04:12,"Dakle, on se pravi jak, jedino je Bog jak."
0:04:12,0:04:15,"Ako smo na njegove strani, Bog je svemočan."
0:04:15,0:04:17,I kolika je ta moć naše volje?
0:04:17,0:04:21,"Dakle, hoću moliti krunicu, želim moliti krunicu, moja se volja."
0:04:21,0:04:22,Moja se volja pokreće.
0:04:23,0:04:26,Sutra ćeš već više imati ljubavi prema članovima svoje obitelji.
0:04:27,0:04:31,Preko sutra ćeš već više imati motivacije ispravljati nepravde tamo gdje radiš.
0:04:32,0:04:38,"Volja radi, u volji je zasluga svetosti, ali to kapa malo po malo."
0:04:38,0:04:51,"Međutim, vi znate da granit vjerojatno najtvrđi kamen i ne može ga se lako razbiti, ali kapica vode kapa malo po malo stalno i jednom u vremenu se kamen raspukne na dvoje."
0:04:51,0:04:54,"To je slika molitve, ustrajne molitve."
0:04:54,0:04:57,"Kad molimo stalno, molimo, molimo."
0:04:57,0:05:06,"Međutim, da ne bismo se pretvorili u nekakav mehanički stroj koji samo eto tako mrmlja, melje, idemo sad ući malo u dubinu molitve."
0:05:06,0:05:09,"Druga stvar, kronica angažira naša tijela."
0:05:09,0:05:11,"Jednostavno, ali je dobro znati to."
0:05:12,0:05:15,Bog nam daje tijelo i daje i dušu.
0:05:16,0:05:20,"Anđeli kao nebeska bića, znamo da su i demoni, jel anđeli, otpali an Angeli."
0:05:20,0:05:28,"Oni su čisto duhom nastvorenja, dakle nemaju tijela, nemaju fizički oblik i stoga su inferiorni u odnosu na nas."
0:05:28,0:05:31,Oni su zlodosi ljubomorni zato što mi imamo tijelo.
0:05:32,0:05:46,"Kada molimo krunicu, koristimo se tijelima, držimo krunicu u ruci, to je već jedna tjelesna gesta, gospođa kaže u Međugorju, držite krunicu u ruci u javnim prostorima, neka džavao vidi da pripadate meni."
0:05:49,0:05:59,"Klečimo, vrlo ponizna gesta i neku žrtvu već čimo, stojimo isto, oni koji stoje i molim, oni se zovu Stojan."
0:06:03,0:06:12,"Pa dobro, čovjek koji stoji, je li, molim, Stojan, malo šala, to mi je sad jedan brat tamo na pauzi prodao, ali jako fina."
0:06:13,0:06:17,I tekako lijepo bi bilo da se onaj pravoslavni brat nedavno uključuje Đaković.
0:06:18,0:06:24,"Mi smo, mi smo ista vjera, ista, ista, ista, jel i gospođa će to učiniti svoje što bude htjela."
0:06:24,0:06:26,"Dakle, trebamo biti samo otvoreni."
0:06:27,0:06:52,"Dakle, držimo krunicu u ruci, klečimo, stojimo, hodamo, pobožno se hoda, pobožno sjedimo, dakle, isto netko ne može, jel niti klečat niti možda stojati, sjedi pobožno, držati križ, može se, pazite, čitao sam kod jednog, to ću malo kasnije spomenuti, ako ima krunicu sa malo većim križem, onda mu je križ uvijek inspiracija, malo pogledamo njega."
0:06:53,0:06:56,"Ili posebno u jednu ruku uzeti još križ, a ovo je krunica."
0:06:57,0:07:03,"Probajte evo kad sjedite, vidjet ćete da je to jedna pobuđuje vam to dječju duhovnu inspiraciju i pobožnost."
0:07:06,0:07:13,"Nosimo marijanske zastave, transparente, to je isto jedna fizička gesta, gesta tijela, jel, za to nam je potrebno tijelo."
0:07:14,0:07:24,"Ako je moguće koristiti Moguće koristimo se i blagoslovljenim sredstvima kao što su blagoslovljena voda, svijeće, tamjan, slike, kipove, to su sve određena sredstva."
0:07:24,0:07:38,"Sjetite se da je u Međugorju gospođa s početka rekla imajte što više blagoslovljenih predmeta oko sebe, u kući itede neka to bude naša soba gdje se molimo i neka to bude kao jedna kapela, neka bude puno slika."
0:07:38,0:07:44,"Kad imate slike svetaca to je kao da su vam prijatelji koji su tu prisutni, puno je ljepše nego goli zidovi."
0:07:47,0:07:55,"Dobro, kada koristimo fizičke aspekte molitve, koristimo alate koje imamo, a koje su to na nama, dakle to njemu svima."
0:07:56,0:08:02,"Treća stvar, krunica uključuje naše lingvističke funkcije, sad jedno malo dublje."
0:08:03,0:08:08,"Bog nam nije dao samo tijela, dao nam je i fizički govor."
0:08:09,0:08:25,"Mi govorimo putem molekula kroz rak, teku taj zvuk, instrumenta, glasa itede Imamo jezik da Boga slavimo, imamo glasnice i da govorimo, da molimo, da pjevamo."
0:08:26,0:08:35,"Sotona nema sredstva fizičkoga govora, ni životinje nemaju, ima nekakve elektrikove, to je svojstveno samo čovjeku, dakle govor."
0:08:36,0:08:42,"Stoga je korisno moliti krunicu naglas, da kako ne samo naglas, ali korisno je naglas."
0:08:43,0:08:50,Mi čući usnama i to uključuje naša fizička tijela i naš intelekt pomoću kojih možemo proizvesti govor.
0:08:52,0:09:10,Jednome pustinjaku tamo iz prvih vremena koji se nalazi u svojoj špilji i dođe duh acedije ili današnji bismo rječnikom rekli duh depresije ili neke anksioznosti itede bezvoljnosti i njemu se ne da ništa.
0:09:10,0:09:24,"I onda mu gospodinu kaže, proklamiraj moju riječ naglas, bilo koju, u početku bijaše riječ, riječ bijaše kod Boga i riječ bijaše Bog, to je riječ nadahnuta Duhom Svetim."
0:09:24,0:09:30,"Kad je govoriš cijela tvoja pećina, špilja odjekuje i svi neprijatelji moraju pobjeći."
0:09:31,0:09:44,"Dakle kroz taj zrak koristiš svoj fizički glas, molekule putem zraka odlaze u prostor koliko je glasno, đavli moraju bježati kada s vjerom tu riječ izgovaraš."
0:09:45,0:09:47,To je sad moj iz te krunice.
0:09:47,0:09:50,"Zašto nekima smeta molitva, krunica je glasna."
0:09:51,0:09:54,E pa smeta onome tko se nalazi u zraku.
0:09:54,0:10:01,"Sjetimo se da sveti Pavao kaže da đavao je boravio u zračnim prostorima, ne samo u tim prostorima."
0:10:01,0:10:03,Najgora je stvar kad boravi u ljudskom srcu.
0:10:04,0:10:08,"Međutim, on bude potjeran iz zračnih prostora tom našom molitvom."
0:10:09,0:10:17,"očiste se duhovni prostori, ali onda on tada traži osvetu nad onima koji su njime zarobljeni, nad ljudima."
0:10:17,0:10:19,Mi nemamo nad njima vlast.
0:10:20,0:10:23,Mi prema njima imamo samo ljubav i opraštanje.
0:10:24,0:10:31,"Čak i da nam netko za vrijeme molitve dođe i opali šamarčinu, polina s vodom i ne znam što drugo, mi opraštamo, ne uzraćamo isto miro."
0:10:33,0:10:38,"Dajemo ljubav do kraja života, spremni umrijeti za one koji nas progone."
0:10:39,0:10:47,"Tako je Krz gospodin kaže i za i za njega, zauze se za zločince, za prijatelje možda da, ali za zločince."
0:10:47,0:10:52,"Zato što se za zločince nitko ne zauzima, čak i roditelji su odrekli svoje djece koji su zločinci."
0:10:53,0:11:01,"Ali kada je u pitanju vječno spasenje, da li će čovjek otići u oganj vječni ili se spasiti, onda se mora netko za njega zauzet."
0:11:01,0:11:01,Tako isto.
0:11:04,0:11:07,"Sjetite se da onog jednoga prijatelja, zaboravio sam kako se zove."
0:11:07,0:11:17,iz inicijative četrdeset dana za život kada je mislio da prvi puta ljudi mole pred bolnicom da sebe istaknu da nekako se mediji zainteresiraju za njih i sam je to prezirao.
