Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:15,0:00:17,Hvaljen Jesus i Marija.
0:00:19,0:00:50,"Danas je peta korizmena nedjelja, nazivamo je i gluhom nedjeljom, nedjelja kada se poobićaju i pokrivaju križevi, da bismo križ Kristovu otkrili na veliki petak, a čitamo odlomak iz Evanđelja po Ivanu gdje se Isus susreo sa jednom ženom preljubnicom."
0:00:51,0:00:55,Pa poslušajmo odlomak iz Evanđelja po Ivanu.
0:00:56,0:01:00,U ono vrijeme Isus se uputi na Maslinsku goru.
0:01:02,0:01:04,Uzoru eto ga opet u hramu.
0:01:05,0:01:10,"Sav je narod hrllio k njemu, on sjede i stade poučavati."
0:01:11,0:01:17,U tomu pismoznanci i farizeji dovedu neku ženu zatečenu u preljubu.
0:01:18,0:01:26,"Postave je u sredinu i kažu mu, učitelju, ova je žena zatečena u samom preljubu."
0:01:27,0:01:31,U zakonu nam je Mojsije naredio takve kamenovati.
0:01:32,0:01:33,Što ti na to kažeš?
0:01:35,0:01:39,To govorahu samo da ga iskušaju pa da ga mogu optužiti.
0:01:41,0:01:44,Isus se sagne pa stane prstom pisati po tlu.
0:01:45,0:02:00,"A kako su oni dalje navaljivali, on se uspravi i reče im, tko je od vas bez grijeha, neka prvi na nju baci kamen i ponovno se sagnuši nastavi pisati po zemlji."
0:02:01,0:02:08,"A kad oni to čuše, stadoše odlaziti jedan za drugim počevši od starijih."
0:02:10,0:02:14,Ostavi su sam i žena koja staja še u sredini.
0:02:15,0:02:22,"Isus se uspravi i reče joj, ženo gdje su oni, zar te nitko ne osudi?"
0:02:24,0:02:26,"Ona reče, nitko gospodine."
0:02:27,0:02:30,"Reče joj, Isus, nijate ne osuđujem."
0:02:31,0:02:34,Idi i od sada više nemoj griješiti.
0:02:38,0:02:45,Isus je često boravio u hramu i u hramu je učavao.
0:02:46,0:03:02,"Tako i ovdje na početku ovog odlomka iz Evanđelja po Ivanu vidimo kako Isus ranom zorom dolazi u hram, hrli mu sav narod i Isus ovdje narod poučava."
0:03:02,0:03:39,"Kao i u mnogim drugim slučajevima nisu navedene riječi Isusove pouke, ali usred toga poučavanja pojavljuju se pismoznanci i farizeji, dovodeći pred Isusa neku ženu zatečenu u preljubu i ono što slijedi također je jedna pouka gdje Isus poučava i pismoznance i farizeje i sav narod kako se dobro i sa pravom svrhom primjenjuje zakon."
0:03:40,0:03:49,"Pismoznanci i farizeji pošto su postavili u sredinu ženu kažu učitelju, ova je žena."
0:03:49,0:03:58,zatečena u samom preljubu i navode kako Mojsijev zakon naređuje takve kamenovati.
0:03:59,0:04:17,Mojsijev zakon odnosi se na Toru ili petoknjižje i doista onda nalazimo propise gdje otvoreno izričito piše kako je za preljub predviđena smrtna kazna.
0:04:18,0:04:28,"Međutim, ti propisi potpuniji su od onoga što se događa u otlomku izdan iz današnjega Evanđelja."
0:04:30,0:04:45,"Pismoznanci i farizeji pred Isusa dovode ženu zatečenu u samom preljubu, a propisi Mojsijeva zakona koji o tome govore kažu sljedeće."
0:04:46,0:05:01,U knjizi Levitskoga zakonika piše čovjek koji počini preljub sa ženom svoga susjeda neka se kazni smrću i preljubnik i preljubnica.
0:05:02,0:05:07,Nadalje u knjizi ponovljenoga zakona o istoj temi piše.
0:05:08,0:05:22,"Ako se koji čovjek zateče gdje leži sa ženom udanom za drugoga, neka se oboje i čovjek koji je ležao sa ženom i sama žena smaknu."
0:05:23,0:05:28,Tako ćeš iskorijeniti zlo iz Izraela.
