Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:12,"Ja ću govoriti o teološkom pogledu na pornografiju tojest gdje je crkva, crkveno učiteljstvo progovorilo o pornografiji."
0:00:15,0:00:41,"Srčni problem pornografije nije to što ona ima negativne posljedice, što kada bi jednog dana napravili, kada bismo napravili takvo zakonodavstvo da ne bi bilo nikakvog zlorabljivanja, iskorištavanja, kršenja zakona, što kada bismo možda stvorili neku tabletu koja sprječava ovisnost i sprječava da se to negativno odražava na naše druge odnose."
0:00:41,0:00:43,Bili tada pornografija bila prihvatljiva?
0:00:43,0:00:44,Odgovor je ne.
0:00:44,0:00:54,Jer slični problem pornografije nisu negativne posljedice koje ona ostavlja nego iskrivljeno poimanje čovjeka koji se krije u pozadini.
0:00:55,0:01:06,Čovjekova spolnost i ljudska sposobnost rađanja čudovito nadilaze ono čega ima na nižim stupnjevima života.
0:01:07,0:01:17,Naša spolnost nije samo još jedna biološka funkcija s kojom čovjek ima pravo raditi ono kako mu se prohtje.
0:01:18,0:01:41,"Sjećam se kada sam ja bio u sedmom razredu, kada je MTV bio popularan, jedna od pjesama koja se tada vrtila je bila The Bad Touch koja ima referen koji otprilike glasi: Ti i ja male nismo ništa više od sisavaca, zato radimo ono kako to rade na dokumentarnim filmovima u mom nekom slobodnom prijevodu."
0:01:42,0:01:45,I upravo taj mentalitet je kriv.
0:01:46,0:01:59,"Čovjek nije sisavac, čovjekjek je nešto puno više i ima određeno dostojanstvo koje to prati, taj njegov status."
0:02:01,0:02:11,"O tome svjedoče i razne vjere, filozofije, pa i kulturna baština koju smo stvorili, pa i samokonstrukcija čovjekova tijela i osobnosti."
0:02:12,0:02:28,"I zato ćemo govoriti o teološkom pogledu na pornografiju, zašto tvrdimo da je zlo koje se u njoj krije nije samo u njezinim posljedicama, nego da je ona zaočin u sebi."
0:02:30,0:02:35,"I ovdje dotičemo i samu srž i uzrok problema, ne samo štetne posljedice."
0:02:36,0:02:48,"Od ovih početaka crkva govori o ljudskoj spolnosti u okviru dostojanstva ljudske osobe i Božjeg plana s ljudskim tijelom, već u samim evanđelima to imamo, u novije vrijeme, dakle 75."
0:02:48,0:02:49,i 83.
0:02:49,0:03:00,"izašla su dva vrijedna dokumenta, Persona humana i odgojni smjernice o ljudskoj ljubavi kojima su posvećene temeljne spolnosti."
0:03:01,0:03:14,"Iako se u njima propušta posebno govoriti o fenomenu pornografije, A o tome je govorio i Ivan Pavlo II, a i govori jedna točka katehizma."
0:03:14,0:03:27,"A najubohvatniji govor ima pastorsko pismo američkih biskupa, čisto srce stvorimi na kojeg sam se i dosta oslanjao."
0:03:27,0:03:49,"Inače, američka biskupska konferencija ima na svojoj stranici jako dobro, ima jedno poglavlje, mislim da se zove što vjerujemo ili tako nešto, gdje su dosta tih pitanja jako dobro razrađeni teološki suvremeno ako želite istraživati, jedna od dobrih početnih točaka je upravo njihova internetska stranica."
0:03:52,0:04:04,"Kršćanski nauk možemo nazvati pozitivnim naukom u smislu da sve zabrane koje crkva sadrži u sebi su tu zbog jednog velikog da, a svaki ne je zato da bi nas usmjerio na jedno da."
0:04:06,0:04:16,"I svaki puta kada crkva kaže ne, to radi zato jer želi da se čovjek otvori u duševi za one vrijednosti pred čijom je potom i najmanja priročnost grijeha iz cezava."
0:04:19,0:04:36,"Nauh o štetnosti pornografije u korijenjenje, o zlu pornografije u korijenjenje u pogledu na čovjeka u njegovom pod jedan nepovredivom dostojanstvu svake ljudske osobe, a i pod dva u viđanju ljudske spolnosti kao dara."
0:04:37,0:04:56,"Čovjek je stvoren na sliku Božju i sve na svijetu treba biti usmjereno čovjeku kao svojem središtu i vrhuncu učina Strugi Vatikanski sabor, inače u Gaudiju et Spes koji govori o crkvi u svijetu jako puno se govori i o tom dostojanstvu čovjeka koji ima."
0:04:59,0:05:03,I svaki pojedinac je da ima svoje nepovredljivo dostojanstvo.
0:05:03,0:05:08,"Mi nismo posljedica slučajnih mutacija ili gibanja od lekola, nego smo željeni."
0:05:09,0:05:15,"Nitko nije ovdje od djecu, od naših roditelja imali romantičnu večeru, nego jer je Bog htio da postojimo."
0:05:16,0:05:19,On je rekao neka bude i nastao je svatko od nas.
0:05:20,0:05:22,Stvoreni smo sa određenom svrhom.
