Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:02,0:00:06,"Ne znam, ide sporije nego što sam očekivao, ali možda je bolje."
0:00:07,0:00:08,"Možda je bolje, da."
0:00:09,0:00:13,"Čisto dorateja iz dosade, bilo je prije što moram raditi."
0:00:13,0:00:17,"Čer mi je već velika, ja sam već prešao pet banki, pas mi je istao."
0:00:17,0:00:19,Možda ima deset godina.
0:00:20,0:00:27,"Možeš i onda sam na jednom momentu skužio ono što sam pričali, da su nas ti mediji negdje počeli previše lagati."
0:00:28,0:00:35,"Mediji uvijek lažu, ali ovo je bilo previše zadnjih 6-7 godina, uključujući ove sukobe."
0:00:37,0:00:50,"I onda šalak, kako je rekao onaj po YouTube-u, naletio sam na, mislim da je to prvi hrvatski podcast bio velebit, kasnije legendarni inkubator i onda sam shvatio da je tamo uopće puno pametnih stvari."
0:00:51,0:00:55,"Kad si ti ja to bilo 6-7 godina, gledao, gledao, gledao."
0:00:56,0:01:10,"I kad vidiš ono odjedanput uspjeh, nešto ću ti reći, ja sam bila novinarka Većinjeg lista, novinarka Indexa, novinarka Zagreb Infoa i mogu ti reći da mediji menu stvar, ti si rekao da mediji lažu."
0:01:10,0:01:10,Previše.
0:01:11,0:01:17,Mediji imaju pripremljeno štivo tri dana prije nego što se to štivo objavi.
0:01:18,0:01:21,"Osim ako je nešto tipa poplava, pocijesi, to je ok, to ide live."
0:01:22,0:01:25,Ali sve u ostalom je striktno pripremljeno da se.
0:01:26,0:01:30,"Mislim, evo, Edward Burnace, jeste čuo to ime?"
0:01:30,0:01:30,Sad gdje si?
0:01:33,0:01:37,"Edward Burnace je otac PR-a, public relations."
0:01:37,0:01:46,"On je to, propaganda je imala negativan prizvuk i onda on sroče to odnose s javnošću."
0:01:46,0:01:48,A on je bio tko?
0:01:48,0:01:50,Nečak od Zigmunda Freuda.
0:01:51,0:01:59,"I pokupio je nesisne termine i ono, zlopotrebljavao je to."
0:02:00,0:02:02,Rekut je valjda da se to zove plašilica.
0:02:02,0:02:07,"Plašilica, ali išli su na briefing i veli ljudi i veli uvide da klizi i danas idemo plašiti."
0:02:09,0:02:10,Naravno da se ne kazalo plašilica.
0:02:10,0:02:21,"A općenito propaganda, strah, ljudski strah, znači idemo, oni su ušli od Gevelsa, realno, jer kad su bili u sjeni sa Gevelsom."
0:02:23,0:02:26,Što se tiče tog uspona nacizma i i pada nacizma.
0:02:26,0:02:34,"Znači, Ekhard je prepoznao u Hitleru jednog savršenog govornika."
0:02:34,0:02:37,"On je bio savršen govornik, ali nije bio marionet."
0:02:37,0:02:40,"On je bio savršen govornik, ali nije bio marionet."
0:02:41,0:02:50,"I puno, odnosno malo ljudi zna tko je bio taj Ekhard i da je on na kraju svog života rekao: ja sam stvorio čudovište."
0:02:50,0:02:53,Kako ti se oni su napisali u mojim slovenim trenucima?
0:02:54,0:02:55,Nisam poznatim.
0:02:55,0:02:57,"Ne, ne, ne, ne."
0:02:57,0:03:10,"Samo znam da je on bio baš obuševljenio se njezinim govorom, a zanimljivo, učio je Hitlera kako se ponašati, ne jesti punih usta, niti prljanička gizma."
0:03:10,0:03:12,Ne priča punih usta.
0:03:12,0:03:13,"Ne priča punih usta, da."
0:03:15,0:03:17,Jesam se osrmotila i nisam ništa.
0:03:19,0:03:20,Ja sam kuma tebi i sve to.
0:03:21,0:03:22,Ja sam kuma i to je to.
0:03:22,0:03:24,"Sad kako će završiti, ne znam."
0:03:24,0:03:25,Dobro smo počeli.
0:03:25,0:03:31,"Osim što si novinarka, čekam da radiš na fakultetu političkih znanosti, ili ti si student?"
0:03:32,0:03:36,"Ne, ja sam full time spisateljica."
0:03:37,0:03:46,"Izvan je Roman, sad ide zbirka pjesama, bavim se legendama Hrvatskog zagorja i idemo na ture kao što su Coperničke ture."
0:03:46,0:03:50,"Ali ja sam po metodologu pokušao, ja to nikad neću do kraja."
0:03:50,0:03:51,Pa što mi svi u Hrvatskoj?
0:03:51,0:03:56,"Po istom pokušaju, ministar je pokušao."
0:03:56,0:03:59,"Po metodologu pokušaju i kad uspiješ postati političar, dođeš u Sabor."
0:04:00,0:04:01,To smo mi svi.
0:04:01,0:04:02,"Ne, to nije točno."
0:04:04,0:04:04,Točno je da.
0:04:08,0:04:10,Točno je da se mi bavimo izučavanjem politike.
0:04:10,0:04:13,"I onda neko dođe i kaže, ah ti si političar."
0:04:30,0:04:37,Moram priznati da nije bilo baš onako kako sam ja očekivala jer sam dosta onako kreativno bezobrazna.
0:04:37,0:04:41,"Znači, Dalia Orešković, ona je preljepa, predobražena."
0:04:42,0:04:50,"Ali ja sve kažem, Dalia, molim te, uzmi Vazelin i odnesi Jandrokoviću., Vrdolje Leva."
0:04:52,0:04:54,"Naravno da ćemo ovo, bit će dobro što se."
0:04:55,0:04:56,I šta je Dalija rekla?
0:04:57,0:04:58,Ništa mi nije rekla.
0:04:58,0:05:03,"Rekla je to je populizam, je rekao, ali kod politike treba biti malo populizma."
0:05:04,0:05:09,Znači sve novine bi o tome pričale da je Dalija se to suzdravo napraviti.
0:05:10,0:05:11,To je odličan potez.
0:05:12,0:05:14,"On ju pere, on ju vrijeđa Maltene."
0:05:15,0:05:17,Ne Maltene nego vrijeđaju.
0:05:18,0:05:22,"Pa je došlo, je došlo na predsjednički referendum."
0:05:23,0:05:25,"Ja mislim da je, da je, da je."
0:05:29,0:05:34,"A Most, radilo sam i Martin i za Most, oni su pak bili totalno neodlučni."
0:05:34,0:05:41,Hoće li biti libertarijanska stranka ili hoće biti stranka demosvršćena?
0:05:41,0:05:42,I nisu završili.
0:05:42,0:05:46,"Ja sam rekao, čujte, da se dogovorite, jer ja vam ovo nemam."
0:05:46,0:05:48,I oni su jednostavno otišli.
