Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:04,0:00:17,"Prijatelji, znam da je bilo dugo popodne, ovaj put ću svoje komentare i misli malo skratiti i obećavam da ćete izaći iz dvorane na vrijeme."
0:00:25,0:00:27,Ovo popodne sam čuo toliko mudrosti.
0:00:35,0:00:37,Samo ću o jednoj stvari pričati.
0:00:46,0:00:57,Sve ono što je do sada rečeno potpuno se slažem s time i drago mi je zbog svega onoga što smo čuli jer je bilo jako praktično.
0:01:07,0:01:13,Oba ova gospodina su u pravu u tome što pričaju da mora postojati primjena onoga što čujemo ovdje.
0:01:19,0:01:23,"Prekrasno je početi razumijevat da je Bog naš otac, to je prekrasno."
0:01:28,0:01:47,Ali gotovo osam milijardi ljudi živi na našem planetu i oni isto trebaju saznati da je Bog njihov vjerojatno želi iskoristiti vas da i dovede do tog iskustva.
0:01:56,0:02:00,Jedan princip bih želio podijeliti s vama čisto da započnemo ovo naše zajedničko vrijeme.
0:02:12,0:02:16,da budemo dobar otac je da prvo budemo dobar sin.
0:02:19,0:02:21,Znam da ste mnogi od vas ovdje voditelji.
0:02:24,0:02:28,Vi isto morate znati kako biti onaj koji prati.
0:02:32,0:02:33,To dvoje ne isključuje jedno drugo.
0:02:36,0:02:38,Moraju se uklopiti jedno u drugo.
0:02:43,0:02:49,Isus je imao autoritet i nije se bio koristiti ga.
0:02:50,0:02:51,Znao je tko je on.
0:02:58,0:03:03,Ali Isus nam je uvijek govorio kako je on pod autoritetom oca.
0:03:11,0:03:17,Sjećate se kad je rimski satnik pitao Isusa da mu pomogne njegovom robu koji je bio bolestan?
0:03:20,0:03:22,Isus je krenuo prema njegovoj kući.
0:03:24,0:03:26,I onda je satnik poslao glasnika.
0:03:30,0:03:32,Nisam dostojna da uđeš pod kromoj.
0:03:35,0:03:37,Samo reci riječi i dogodit će se.
0:03:42,0:03:52,"I rimljanin satnik moj rekao, ja sam čovjek pod vlašću, ali sam isto tako i čovjek s vlašću."
0:03:56,0:04:12,Ljudi ispod mene slijede moje naredbebu onih koji su iznad mene i kažu da se Isus začudio i iznenadio čovjekovom vjerom.
0:04:15,0:04:22,"Rekao je, do sad nisam vidio ovakvu vjeru u Izraelu i dječak je bio odmah izliječen."
0:04:26,0:04:38,"Znati pod čijim smo mi autoritetom je vrlo I znati nad kime mi imamo autoritet je jako, jako bitno."
0:04:44,0:04:48,"I sve ono što smo čuli ovo popodne, za sve to ovo je ključni princip."
0:04:53,0:04:54,Trebamo da budete očevi.
0:04:59,0:05:03,A Bog od vas treba da vi budete njegovi sinovi.
0:05:07,0:05:15,"vježbajte kako biti otac, ali uvijek vježbajte kako biti sin."
0:05:20,0:05:23,"Kad se te dvije stvari spoje, nezaustavljivi smo."
0:05:27,0:05:28,I to je tajna duhovnog života.
0:05:32,0:05:42,Uzeti odgovornost za ono nad čime jesmo i potpuno se podložiti onome koji je iznad nas.
0:05:51,0:05:54,"Jučer sam govorio da u Evangelju ima jedna jako, jako bitna tema."
0:06:02,0:06:08,"Isus mnogo riječi troši u Evangelju da bi nam opisao Oca, da bi nam donio Oca."
0:06:11,0:06:14,I u vremenu koji imamo u ovom popodnevnom.
0:06:20,0:06:24,Želim pogledati na par stvari koje nam Isus govori o Ocu.
0:06:28,0:06:29,Dugačka je lista.
0:06:31,0:06:32,Nećemo proći sve.
0:06:35,0:06:37,Samo nekoliko od tih stvari.
0:06:41,0:06:43,Jedna stvar koju je Isus mnogo puta ponovio.
0:06:46,0:06:47,Rekao je to svojim učenicima.
0:06:51,0:06:55,Ljudima koji su vjerovali u Isusa ovo im kaže.
0:06:59,0:07:01,Budite kao vaš nebeski otac.
0:07:07,0:07:11,To je dobar početak da počnemo svačati Bog je naš otac.
0:07:18,0:07:22,I odličan početak za to da živimo kao sinovi tog Oca.
0:07:30,0:07:34,"Ali ono što nas poziva u stvari je da počnemo živjeti poput oca, kao otac."
0:07:38,0:07:41,Postoji nešto jako jedinstveno sa muškarcima.
0:07:45,0:07:48,Ljudi kažu da smo jako siromašni sa svojim emocijama.
0:07:50,0:08:35,"Bar nam to naš kažu žene, ali jedna stvar je nevjerojatna, muškarci trebaju heroje, muškarci žele biti dio tima, muškarci žele imati takve vođe da je potrebno da bi slijedili čak i da skoče sa neke litice."
0:08:38,0:08:40,Tražimo nešto što je veće od nas.
0:08:44,0:08:57,"Koliko god da smo sebični u svijetu, cijelo vrijeme uđamo za time da pronađemo nešto što je veće od mene."
0:09:03,0:09:08,"Svatili to ili ne, svi tražimo i tragamo za herojima."
0:09:13,0:09:25,Toliko je tužno da među našim mladima danas mnogi njihovi heroji nažalost nisu baš najbolji primjeri i uzori.
0:09:34,0:09:41,Uvijek čujemo priče o glazbenicima ili filmskim zvijezdama čiji životi odu u krivo.
0:09:43,0:09:45,I ljudi počinju govoriti želim biti kao on.
0:09:49,0:09:51,U Bibliji postoji jedan izraz za to.
0:09:54,0:10:01,Pastiri smrti vode ljude na kriva mjesta.
0:10:05,0:10:07,Ali svi mi želimo heroje.
0:10:10,0:10:11,I potrebno nam je to.
0:10:13,0:10:14,Tako nas je Bog stvorio.
0:10:16,0:10:17,Heroji su dobri.
0:10:19,0:10:20,Dok god su dobri heroji.
0:10:25,0:10:27,Otac na svima može biti heroj.
0:10:30,0:10:32,I on nas neće voditi u krivo.
0:10:35,0:10:35,On je hrabar.
0:10:37,0:10:38,On je snažan.
0:10:39,0:10:40,On je mudar.
0:10:42,0:10:43,On je velikodušan.
0:10:45,0:10:49,On je odvažanan.
0:10:52,0:10:53,To je pravi heroj.
0:10:55,0:10:57,I ponosni smo što ga možemo slijediti.
0:11:03,0:11:06,"Isus nam kaže, budite kao vaš nebeski otac."
0:11:10,0:11:12,Ne možemo se isključiti iz toga.
0:11:14,0:11:15,To se ne odnosi na mene.
0:11:18,0:11:19,Divim se Ocu.
0:11:22,0:11:23,Drago mi je što me voli.
0:11:27,0:11:29,"Ali on je Bog, a ja nisam Bog."
0:11:33,0:11:35,Kako bi uopće mogao biti poput tog heroja?
0:11:37,0:11:38,Isus nam na to odgovara.
0:11:46,0:11:49,"Ono što je čovjeku nemoguće, Bogu je moguće."
0:11:57,0:12:05,postoji jedna jako zanimljiva rečenica u poslanici sv.
0:12:05,0:12:06,Ivana Apostola.
0:12:08,0:12:09,I ovo nam Ivan kaže.
0:12:15,0:12:24,Pogledajte koliko nas Otac ljubi da se zovemo djeca Božja.
0:12:27,0:12:29,Idući redak je jako zanimljiv.
0:12:32,0:12:40,"Ljubljeni, mi smo sada djeca Božja."
0:12:45,0:12:56,"Ovu subotu večer, subotu popodne, kako sjedimo u ovom hotelu, mi smo djeca Božja."
0:12:58,0:13:05,"Ne zato što ti to možda misliš, nego nego zato što je to Bog rekao."
0:13:08,0:13:13,Mi u ovom trenutku danas ne znam i kako se uopće osjećate.
0:13:17,0:13:19,Na neki način nije meni briga.
0:13:22,0:13:25,"Zato što je Bog rekao, ti si njegov sin."
0:13:30,0:13:33,"Uopće nije bitno ono što ti misliš, nego što Bog kaže."
0:13:39,0:13:44,"mogli bi sad stati, otvoriti šampanjac i proslaviti jer smo djeca Božja."
0:13:47,0:13:49,Ali Ivan ide još korak dalje.
0:13:54,0:13:57,Ivan kaže mi smo sada djeca Božja.
0:13:59,0:14:00,Slušajte ovo.
0:14:06,0:14:10,"Ono što ćemo tek postati, još ne znamo, još ne vidjeli smo."
0:14:14,0:14:16,Možemo ga pitati što misliš da ima više od ovoga.
0:14:19,0:14:21,Ja bih bio dovoljno sretan samo da sam Božje dijete.
0:14:23,0:14:25,"Da, ali ima više."
0:14:28,0:14:37,Jednog dana mi ćemo biti poput njega.
0:14:41,0:14:42,Kako je to uopće moguće?
0:14:52,0:14:56,da soba puna grešnika postane poput njega.
0:15:00,0:15:14,"Ja vjerujem u uskrsnuće Isusa Krista, vjerujem u djevičansko rođenje Isusa Krista, vjerujem da je Isus Krist umro na križu i ustao od mrtvih."
0:15:15,0:15:33,"Vjerujemo njegovo učenje, ali jednog dana da ću biti kao on, tu se moja vjera stavlja na kušnju."
0:15:37,0:15:40,"Ali on je to rekao, a ne mi."
0:15:48,0:15:52,"Tvoja sudbina, tvoja budućnost je u tome da postaneš kao on."
0:15:55,0:15:56,To je ispunjenje tvojeg života.
0:16:00,0:16:12,"Zato si sadkan u majčinoj utobi da jednog dana postaneš kao on, poput njega."
0:16:15,0:16:16,To je ludo.
0:16:18,0:16:18,Fantastično je.
0:16:21,0:16:22,To je ono što je Bog rekao.
0:16:28,0:16:33,"Ne znam vas najbolje, ali znam vašu budućnost."
0:16:36,0:16:43,"Ako ostanete u Kristu, jednog dana, bit ćete poput njega."
0:16:47,0:16:48,Zar to nije nevjerojatno?
0:16:50,0:16:51,Ali evo jedne stvari.
0:16:56,0:16:59,Ovaj proces ne započinje nakon vaše smrti.
0:17:02,0:17:04,On je već započeo na vašem krštenju.
0:17:08,0:17:09,Ovaj proces je već započeo.
0:17:14,0:17:16,Vi ste već na putu ispunjenja vaše sudbine.
0:17:19,0:17:20,Možda na početku.
0:17:22,0:17:23,Možda ste bliže nekom kraju.
