Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:20,0:00:22,"Hvala lijepo svima, Marija još jedan put."
0:00:22,0:00:26,"Današnja tema će biti Božji izabrani narod, Izrael."
0:00:28,0:00:52,"Kad sam počeo raditi ovu temu, mislio sam da nije toliko važno i kasnije kako mi je gospodin sve više toga otkrivao, koliko sam više toga slušao, vidio sam koliko je u biti ova tema ključna za kršćanina da razumije Božji plan sa izraelskim narodom, izabranim narodom."
0:00:52,0:01:13,"I to izabranje nije poništeno sa Isusovom objavom svijetu jel sam sveti Pavao kaže da su oni iako su sada neprijatelji, pošto su bili glavni progonitelji, ubili su Isuse, da su oni zbog oca i dalje ljubimci, zato jel su neopozovljivi darovi i pozivi Božji."
0:01:13,0:01:19,"Znači onaj dar koji smo mi primili od Boga, poziv koji imamo u sebi, on se ne može opozvati nikada."
0:01:20,0:01:23,"Dobro, okej, sad ću vam malo reći zašto je to još važno."
0:01:23,0:01:26,Koliko od vas dignite ruku u braku ili u vezi?
0:01:26,0:01:28,"Da, nema puno mladih, valjda niste."
0:01:31,0:01:36,"Dobro, neki koji niste digli ruku ste možda bili u nekoj vezi i tako."
0:01:36,0:01:44,"I sad, da li se sjećate onog trenutka kad ste morali upoznat roditelje od svojeg supružnika?"
0:01:45,0:01:45,Kako?
0:01:48,0:01:58,"Budimo realni, da li bi vi s tim ljudima imali ikakve veze da niste se zaljubili u vašeg budućeg muža i ženu?"
0:02:00,0:02:00,Vjerojatno ne bi.
0:02:01,0:02:04,"Ne bi vam bili ni interesantni, vjerojatno, ali tako."
0:02:04,0:02:05,Dobro.
0:02:06,0:02:18,"E sad, ali ipak kako ste se osjećali kad ste išli upoznavati punca, punicu, sve kra, sve krvu, sve krivu, kako ste se osjećali?"
0:02:20,0:02:21,"Malo je bila trema, ali tako."
0:02:22,0:02:23,Odjednom je to postalo važno.
0:02:24,0:02:36,"Ja se sjećam kad sam išao, dobro, ja sam imao specifičnu situaciju jer sam ja prvo upoznao roditelje svoje djevojke, a onda djevojku i već sam bio jednom svigorom kod njih na ručku u drugom svojstvu kao župnikov suradnik."
