Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:01,To je svojevrsni vosek limač.
0:00:02,0:00:12,"S jedne strane mi možda imamo te vještine da se bolje snađemo u divljaštu informacija, ali opet s druge strane zbog inflacije informacija češće smo možda podložni nekim nesigurnostima identiteta i sličnim stvarima."
0:00:13,0:00:18,Često imamo milijun informacija pa je nekad teško kritički razabrati koje su uopće prigodne za nas.
0:00:18,0:00:27,"Generacija Z je više od generacija prije alergična na neautentičnost, pa što god tko mislio njih dvoje i Greta i Nik, mislim da ih krasi ta autentičnost."
0:00:27,0:00:34,"Jer Greta će stvarno sjesti na taj brod, otići će prema Palestini, Nik će stvarno biti zabranjen na svim mogućim platformama."
0:00:34,0:00:36,Mislim da je generacija Z u tom moru informacija.
0:00:36,0:00:41,"<|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|><|notimestamp|><|nodiarize|> I se više ne zna tko je lažao, tko nije lažao, ali traže neku autentičnost."
0:00:42,0:01:00,"Očekivano je da će generacija Z biti nositelj progresivne, degenerične agende, da smo mi jevnositelji nastavka tog kraja povijesti kojeg je Fukushima definirao, liberalna demokracija ide svojim putem sve većih sloboda, jer pa baš nije, ta generacija Z stvara kontrakulturu na to, vidi neke slabosti progresivnog svjetskog poredka i ide kontra toga."
0:01:13,0:01:29,"Tiha generacija, baby boomeri, generacija X, generacija Y ili takozvani milenijalci, generacija Z, generacija Alfa, sada generacija Beta, sve su to generacije koje nas okružuju u današnjem društvu i koje sačinjavaju današnje društvo."
0:01:30,0:01:37,"Međutim, jedna od onih koji se najviše spominje u zadnje vrijeme, koja se najviše analizira je upravo naša generacija, to je generacija Z."
0:01:39,0:01:40,"Znači, zašto?"
0:01:40,0:01:47,"Zato jer generacija Z trenutno stupa na tržište rada, ali isto tako stupa i u društvene sfere i u političku arenu."
0:01:47,0:01:57,"Tako da mnoge ljude sve više zanima kakvi su stavovi generacije Z, zašto su ti stavovi takvi, kako se oni formiraju i jesu li drugčiji od stavova prethodnih generacija."
