Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:05,0:00:39,"Tu Florida je jako važna, jako važna država, dakle dvije tisuće je ona doslovce odlučivala da li će biti buš ili gore dakle Amerika je bila do te mjere podijeljena da jedna država je odlučivala i tu su bile razlike ja mislim desetak tisuća glasova dakle to se preblojavalo i na kraju je buš pobjedio i florida je bila i tada recimo takozvani swing state gdje je neizvjesan ishod danas je to prilično red zahvaljujući Randesantesu."
0:00:39,0:01:38,"Dakle, Randesantus na prošlim izborima je jako dobro prošao, osvojio skoro šezdeset posto na floridi i jako mu je rejting skočio od onda Trump je najavio kandidaturu i on je sad zapravo u utrci da opet bude kandidat rekao bi u ovom trenutku vjerojatno je on favorit da dobije nominaciju međutim ima on jako puno nedostataka, bio je već predsjednik, prošlo je sad vrijeme i on je malo stariji i ljudi koji nisu jako čvrsto privrženi njemu su vjerojatno, a republikanci su vjerojatno prilično suzdržani."
0:01:39,0:01:44,"Međutim, on je po svim anketama favorit među republikancima."
0:01:44,0:01:54,"De Santis vrlo vjerojatno će se kandidirati i Trump već ga napada., već ga napada, na prilično rekao bih."
0:01:56,0:02:32,"Pa on se malo ruga, ruga njemu pa govori, poručuje da je nezahvalan jer ga je on stvorio, politički ga stvorio jer on kad je išao za guvernera dvije tisuće osamnaest bila jako tjesna utrka i podrška trumpa možda je bila presudna ali u redu to mu je bila na neki način i obaveza kao predsjednik da podrži republikanca međutim danas mu smeta desentec i napada ga i podsjeća ga na recimo te dugove i pokušava stvoriti sliku da je nezahvalan."
0:02:33,0:02:41,"Drugo, isto implicitno govori da ima nekih spoznaje o stvarima koji mu mogu naštetiti i slično."
0:02:42,0:02:50,"Ja ne znam, ali mislim da taj način, taj pristup da ga napada nije dobro za samog Trumpa."
0:02:51,0:03:20,"To ispadne da je dosta ovako jedan ego manija koji samo gleda sve kroz svoju osobu i svatko koji dolazi bočno nije dobro došao, to isto nije u redu, niti je u duhu američke politike, ljudi su slobodni da se kandidiraju i slično, ali bez sumnje vidi u Rwandi Santu sa glavnom prijetnjom."
0:03:20,0:03:24,Koliko će demokrati tu zapravo dobiti na osnovu njihovog sukoba?
0:03:24,0:03:33,"Pa njihov glavni problem, kad bi oni imali dobru zamjenu za Bidena, jako bi im odgovarala ova situacija, ali je nemaju, nemaju."
0:03:33,0:03:38,"Neki spominju ženu od Obame, je li to objektivno realno?"
0:03:39,0:04:04,"Ona ima taj star power, ona ima ono ima, ona je jako poznata, ali njezini stavovi da se ne može se reći da nije popularna, ali da ona baš ima u sebi da komunicira ono što Americi treba i da osvoji biračko tijelo, nisam siguran, nisam u to siguran, ali neki spominju da ona je zapravo."
0:04:05,0:04:15,jedina ili jedna od rijetkih koja može uskočiti brzo bez velike kampanje i možda se stvarno natjecati za bijelu kuću.
0:04:16,0:04:17,Kako Kamala tu prolazi?
0:04:17,0:04:17,Nikako.
0:04:18,0:04:20,"Zašto ljudi ju toliko ne volei, dajte mi to pojasnite."
0:04:21,0:04:40,"Ona je toliko umjetna, ima taj lažni smijeh i toliko je zapravo ne snalazi se u intervjuima, ostavlja dojam da je sve to inscenirano, da nije ono autentična."
