Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:05,0:00:09,"Dragi prijatelji, dobrodošli u novi video Mladih za domovinu."
0:00:09,0:00:14,Predsjednički izbori su pred vratima i mnogi od vas se sigurno pitaju za koga glasati.
0:00:15,0:00:25,"Ako ste jedni od tih, danas ćemo vam Marko, Elena i ja predstaviti osam kandidata koji su skupili dovoljan broj potpisa da se natječu u predsjedničkoj utrci."
0:00:25,0:00:36,"Predstavljanje kandidata odvijaće se abecednim redom po prezimenima predsjedničkih kandidata, a ne po nekom drugom parametru kao što je primjerice broj skupljenih potpisa i sl."
0:00:37,0:00:38,Prvi na redu je Miro Bulj.
0:00:39,0:00:48,"Miro Bulj umirovljeni je časnik Hrvatske vojske, član stranke MOST i saborski zastupnik te trenutni gradonačelnik grada Sinja."
0:00:48,0:00:59,Već u mladosti pokazao je hrabrost i odlučnost pridruživši se četvrtoj gardijskoj brigadi Hrvatske vojske s kojom je sudjelovao u najvažnijim operacijama za oslobođenje Hrvatske.
0:01:00,0:01:06,"Nakon rata ostao je vjeran svom kraju i ljudima, fokusirajući se na probleme običnog čovjeka."
0:01:06,0:01:17,Kao saborski zastupnik i član MOST-a nezavisnih lista poznat je po glasnim nastupima borbi protiv nepravde i čvrstim stavovima o pitanjima od nacionalnog interesa.
0:01:17,0:01:37,"Neke od ključnih točaka njegovog programa su ravnopravan razvoj Hrvatske s naglaskom na pomoć ruralnim područjima, zaštita nacionalnih interesa, uključujući pitanje energetske učinkovitosti i borbe protiv stranih korporacija, te povećanje transparentnosti kroz korištenje direktne demokracije u odlučivanju."
0:01:37,0:01:56,"Kritike koje se najčešće upućuju Bulju odnose se na manjak iskustva u međunarodnim odnosima i složenim globalnim temama, nedostatak stručnog obrazovanja za kompleksne političke teme, te neki kritičari tvrde da su mu stavovi često previše jednostavni za složene političke teme."
0:01:56,0:02:15,"Dok je podršku biračkog tijela Bulj stekao zbog svojih brojnih kvaliteta od kojih se ističu pozitivni rezultati politike kao gradonačelnika u gradu Sinju, nepokolebljivost u obrani interesa malog čovjeka, te činjenica da je bio sudionik Domovinskog rata, te osoba s dubokim osjećajem za zajednicu."
0:02:15,0:02:23,"Miro Bulj svojom neposrednošću, domoljubljem i borbenim duhom privlače građane koji traže lidera bliskog narodu."
0:02:23,0:02:32,Njegova posvećenost lokalnim zajednicama i zalaganje za nacionalne interese ističu ga kao lidera usmjerenog na ravnomjeran razvoj Hrvatske.
0:02:32,0:02:34,Sljedeći je na redu Tomislav Jonić.
0:02:35,0:03:01,"Tomislav Jonić diplomirao je na Pravnom fakultetu u Zagrebu, a doktorirao je modernu povijest na hrvatskim studijima u lipnju dvije tisuće petnaest godine sudjelovao je u domovinskom ratu jedna tisuća devetsto devedeset jedan kada je bio član hrvatske stranke prava i jedna tisuća devetsto devedeset dva nakon čega je do kraja rata radio kao ugovorni diplomat u veleposlanstvu republike hrvatske u bernu ključna Vernu."
0:03:01,0:03:37,"Ključne točke Joničeva programa su ustavna reforma kojom bi se precizirali odnosi predsjednika Republike i Vlade uz ograničeno jačanje položaja predsjednika Republike, dvodomni Hrvatski državni sabor, uvođenje drugog doma Hrvatskog sabora čiji bi predstavnici bili birani od strane Hrvata koji žive izvan granica Republike Hrvatske te bi broj zastupnika u oba doma zajedno bio manji od današnjeg broja zastupnika u Saboru, davanje prava na raspisivanje referenduma predsjedniku Republike kako bi se oživio zakonodavni položaj te funkcije."
0:03:37,0:03:42,U javnosti postoji nekoliko kritika na račun Tomislava Jonića.
0:03:42,0:04:18,"Bio je izbačen iz Hrvatske stranke prava jedna tisuća devetsto devedeset jedan iz razloga koji nisu poznati javnosti bio je zaposlen u veleposlanstvu iako je bio bivši član jedne od najžešćih oporbenih stranaka tadašnjeg vremena i liberalni glasači često percipiraju njegove stavove kao izrazito konzervativne s druge strane njegovi pristaše ističu da dolazi iz obitelji koja se u prošlosti borila za očuvanje hrvatskog identiteta zatim jonić izuzetno dobro poznaje hrvatsku povijest, ne srami se govoriti o njoj te o njenim posljedicama na današnju politiku."
0:04:18,0:04:30,"Tomislav Jonić sa svojim bogatim iskustvom u pravu, diplomaciji i akademskoj zajednici predstavlja snažnu osobu koja je svoj život posvetila služenju Hrvatskoj."
0:04:30,0:04:40,Njegova politička i profesionalna povijest svjedoči o viziji koja se temelji na očuvanju nacionalnog identiteta i jačanju demokratskih institucija.
0:04:40,0:04:42,Sljedeći na redu je Niko Tokić Kartelo.
