Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:05,0:00:32,"Sugovornik ste koji iz neke katoličke perspektive možete prokomentirati, imate naravno neku dozu integriteta kao saborski zastupnik i neku medijsku popraćenost, ali možete prokomentirati neke događaje koji su se srušili na Hrvatsku pogotovo na tu neku medijsku scenu, a ono što para to hrvatsko medijsko nebo ovih dana i ovih tjedana i mjeseci je ta molitva krunice na Zagrebačkom trgu ili na ostalim trgovima diljem lijepe naše prve subote u mjesecu."
0:00:33,0:00:42,"Mislite li kako uopće komentirate kako je došlo do tog razvoja te situacije trenutno u medijima, kako vam se to čini jer postoji tu možda puno nerazumijevanja koje se stvara?"
0:00:43,0:01:17,"Prvo bih rekao za naše drage gledatelje, jako je važno razumjeti da u Hrvatskoj postoji veliki jaz i rekao bih razlika između medijskog okruženja i običnih hrvatskih ljudi, kako oni percipiraju stvarnost, što im je primjereno, što misle je dobro, što treba poticati u hrvatskom društvu i kako to gledaju prosječni novinari i urednici."
0:01:17,0:01:19,"Dakle, tu su velike razlike."
0:01:19,0:01:39,"Ja to osjećam svakodnevno od kad sam u politici, tako da način gledanja na nešto aktualno, recimo nakon mise, kad razgovaram s ljudima, oni misle sasvim drugačije od recimo nekih urednika ili televizijskih novinara i sl."
0:01:40,0:01:51,"To nije iznimno za nas, dakle imamo tu situaciju i u drugim zemljama, ali određene narrative se nameću, određene narative."
0:01:51,0:02:03,"Među ostalim da u javnom prostoru nije primjereno vidjeti ili poticati, promicati vjerski sadržaj, bilo koji vjerski sadržaj."
0:02:04,0:02:12,To je jedno stajalište u Europi koje vuče duboke korijene.
0:02:13,0:02:36,"Uglavnom ti sekularisti da tako ih nazovem, tu je raznih skupina od liberala do rekao bih militantnih sekularista, ali uglavnom to gledanje je da religija je negativna jedna snaga u društvu iako rekao bih izaziva više štete nego koristi."
0:02:36,0:02:49,Mnogi to misle pa onda zbog toga najbolje da lišimo javni prostor od religije jer ljudi ionako se ne slažu oko toga pa možemo po nekim drugim načelima organizirati život.
0:02:50,0:02:55,To nažalost povijest pokazuje ne funkcionira.
0:02:55,0:03:12,"Dakle ako hoćemo komunizam je bio oblik ekstremnog sekularizma gdje se čak išlo do te mjere da se proganjalo vjernike, svećenike i slično i promicalo se službeni ateizam kroz škole."
0:03:12,0:03:13,To je ekstremni oblik.
0:03:14,0:03:34,Ali ovaj mekši oblik danas recimo koji vlada u Bruxellesu i u tim strukturama je možda učinkovitiji nego ovaj komunistički koji ljudi su zapravo prezirali ali su bili dugo nemoćni da to sami sruše ali to zapravo izazivalo jako velike otpore.
0:03:35,0:03:51,"Danas što vidimo ne izaziva jer je mekano, jer je možda nešto što je ljudima bezazlenije, ali opet je krajnji cilj isti, zapravo da se vjera privatizira i makne iz javnog prostora."
0:03:52,0:04:04,"I rekao bi da činjenica jest da živimo u pluralnom društvu, ali živimo u zemlji vjerskih sloboda i sad treba to definirati kako će to izgledati."
0:04:06,0:04:33,"Ja osobno nemam ništa protiv molitve, krunice bilo gdje, tako da ako netko želi moliti krunicu doma ili nakon ove emisije, moliti krunicu ili dok netko šeta Maksimirom, moliti krunicu ili prije svete mise ili na javnom mjestu, na kamenitim vratima ili na drugom mjestu, ja nemam ništa protiv."
0:04:35,0:04:56,"Ja osobno nemam u sebi potrebu da idem subotom ujutro moliti na trgu, to ne osjećam osobno, ali mislim da ta pojava služi i može nam otvoriti oči kako drugi to doživljavaju i gotovo kao neku prijetnju."
0:04:56,0:04:57,Zašto to doživljavaju kao prijetnju?
0:04:57,0:05:02,Pa to je jako dobro pitanje.
0:05:02,0:05:10,"Dakle, ne samo to nego molitve ispred bolnica, to je isto nekima prijetnja i neprihvatljivo."
0:05:11,0:05:59,"Mislim da se radi o savijesti, o osjećaju krivnje kod nekih ljudi i ta pojava, ta molitva budi recimo takve emocije i mislim, ja sam upoznao ljude koji su mi rekli da su žene koje su bile spremne pobaciti i vidjeli ljude koji su se molili ispred određene bolnice, kasnije su se čak obratili tim ljudima i promijenili mišljenje, rodile i danas su jako zahvalne i svjedoče o tome, svjedoče o tome, ali drugima smeta i čak bi to zabranili."
0:05:59,0:06:05,Sad ja smatram ako smo zemlja vjerskih sloboda da smijemo moliti gdje god želimo.
0:06:06,0:06:25,"Drugo, to je oblik govora, dakle postoji sloboda govora, dakle molitva je određena komunikacija između pojedinca i Boga, dakle tu postoji isto šire tumačenje, to je na neki način i način izražavanja."
0:06:27,0:06:34,Ne vidimo nikakve osnove da bi se to spriječilo ili zabranilo i slično.
0:06:34,0:07:11,"A sad, ovi koji tamo organiziraju kontra prosvjede i slično su pomalo smiješni i mislim da objektivni promatrači, pokušavam čuti što recimo netko objektivan koji nije ni pobožan ali nije ni recimo protiv mjere što misli sigurno ne razumije previše motive ovih koji tamo se bune i to izgleda pomalo zapravo kontraproduktivno i smiješno ali živimo u takvo vrijeme gdje ne iznenađuje me da dođu i takve reakcije."
0:07:12,0:07:23,Moja poruka je da nije dobro odmah se povući i recimo se skrivati.
0:07:23,0:07:55,"Dakle to smo već iskusili, mislim da katolici nemaju se čega sramiti i drago mi je ono što vidim i među svojim studentima i u ovoj novoj generaciji katolika sa velikim samopouzdanjem, znaju da društvo neće im pljeskati, neće im čestitati, ali opet idu u hod za život, opet svjedoče i to je jako dobar znak, jako dobar znak i tako odgajam svoju djecu."
0:07:56,0:08:29,"Ali mislite li da možda kada gledamo ajde tu drugu stranu sa te druge strane trga koja upravo dolazi na te evo ne bi nazvao kontra prosvjed ali prosvjed zapravo protiv tih molitelja koji su tamo da možda opravdavaju postojanje tog duhovnog svijeta jer ipak zašto njima molitva smeta jer ipak molitvom se ne mijenjaju neki zakoni, regulacije, propisi, Ustava ili nešto slično nego možda potvrđuju da ipak molitva koja ima tu neku duhovnu dimenziju pripada baš tom svijetu i oni žele zauzeti stav koji je kontra tih ljudi koji zapravo mole na trgu."
0:08:29,0:08:31,Kako gledate možda iz te perspektive?
0:08:31,0:08:42,"Ja mislim da njih prvo mnogima vjerojatno smeta nakane, oni smo molitelji smo umjereni za što mole i to mnogima smeta."
0:08:44,0:08:53,"Kako jedna zastupnica u Saboru, ona o njima govori, kako kaže, klečavci, ne klečavci."
0:08:54,0:08:56,"Klečavci, klečavci, klečavci, da."
0:08:57,0:08:57,Hvala.
0:08:58,0:09:15,"Tako da odmah idu na nisko, zapravo na taj način i pokazuju zapravo koliko su sami zapravo nedosljedni i netolerantni."
0:09:15,0:09:21,"Dakle, nikad nisam sreo toliko netolerantnih liberala kao u Hrvatskoj."
0:09:22,0:09:39,"Svi su puni usta, slobode i slično, ali priznati pravovjernom katoliku da on isto ima ili ona slobodu da živi iz uvjerenja kako misli tu onda su neke granice i slično, čak misle da je to prijetnja."
0:09:40,0:09:48,"Ja gledam kao profesor, ja sam dosta pisao i o europskoj kulturi i ono što sve nasljeđujemo."
0:09:50,0:10:02,"Zahvaljujući Katoličkoj crkvi imamo u biti ovakav pogled na ljudsko biće, da smo svi jednaki pred Bogom."
0:10:03,0:10:17,Sve filozofije prije i neke kasnije koje nastaju zapravo su negirale važne dijelove kršćanske vizije čovjeka.
0:10:18,0:10:31,"I jako sam dugo proučavao to, imate jednog engleskog povjesničara na Oxfordu, zove se Tom Holland i puno je objavljuje na YouTube."
0:10:32,0:10:49,"On kao jedan agnostik koji je stručnjak za stari svijet, za drevni svijet, nije bio ni svjestan koliko sve njegove pretpostavke o životu, o onome što je moralno dopustivo ili nedopustivo."
0:10:49,0:10:58,"Zapravo skoro sve se je tako, dakle informira se od kršćanstva, ne od drugih izvora."
0:10:58,0:11:13,"Dakle on vrlo rado se poziva i na Aristotela i na neke grčke filozofe, ali kroz svoje proučavanje povijesti je otkrio da zapravo on svjesno ili ne se ponaša u skladu sa kršćanskim načelima."
0:11:14,0:11:31,"I to je jako važno razumjeti jer mnogi liberali ne žele priznati Crkvi ni kršćanstvu nikakve zasluge za ono što zapravo imamo, a to je ja bi rekao najljepša civilizacija u povijesti čovječanstva."
0:11:31,0:11:36,"Dakle, imamo pravo biti ponosni na ono što nasljeđujemo."
0:11:37,0:11:51,"Crkva nije se širila u ugodnim okolnostima nakon Isusovog života, bilo je jako teško, imamo jako puno mučenika iz ranog kršćanstva."
0:11:52,0:12:03,"A ovo što vidimo danas, određene argumente i ti pritisi prema Crkvi zapravo se ponavljaju u novoj formi, ali ništa zapravo originalno."
0:12:04,0:12:43,"To je već viđeno, dakle ovi ljudi možda nisu svjesni, ali zapravo oni nasljeđuju jednu tradiciju antikršćanskog razmišljanja do te mjere da su proganjali pa i ubijali kršćane, danas ne smiju, ne mogu nas ubijati, komunisti jesu nažalost, danas živimo nešto u lakšim okolnostima, ali moja poruka je da kršćanstvo, svijet neće nikad prihvatiti kršćanstvo, nisu ni Isusa i oni i on je rekao da učenici ne mogu biti veći od sluge, ne mogu biti veći od gospodara."
0:12:43,0:13:12,"Prema tome, ako je on to doživio, tako i mi trebamo očekivati, tako da, kako bi Amerikanci rekli, nothing new under the sun, sve je to već viđeno i moramo biti svjesni toga i mene ohrabruje što mladi ljudi to vide, ne prihvaćaju tako lako te neke floskule i teze koje slušamo u medijima i to ohrabruje."
0:13:13,0:13:20,"Jako mi je drago, to ne vidim u istoj mjeri u nekim drugim zemljama, tako da ovdje rekao bi još ima nade."
0:13:20,0:13:43,"Mislite li da možda pod tom krinkom što ste spominjali vezano, sve ovo što ste rekli zapravo zadnjih nekoliko puta, da pod tom krinkom zapravo govore nemojte se pozivati na tu Pavlovu poslanicu Timotjevu kojom kaže da muškarci trebaju ići van i moliti, nego da se trebaju pozivati na Isusa u besjedu kada je govorio da se trebaju zapravo ući u sobu, obratiti se svom Ocu skromitosti koji će ti skromitosti izbratiti."
0:13:44,0:13:56,Mislite li da je to njihovo stajalište na neki način u redu ipak da se treba ući u sobu imati taj jedan osoban odnos sa Bogom ili ipak ne s druge strane kao što oni predstavljaju to?
0:13:57,0:14:13,Ja vjerujem da ovi muškarci na trgu vrlo vjerojatno imaju i osobni odnos s Bogom i nije samo jednom mjesečno povod kada oni mole.
0:14:14,0:14:16,Ja vjerujem da je to tako.
0:14:16,0:14:30,"Imaju i potrebu na ovaj način se okupiti i vjerojatno ako su misli unaprijed da će to izazvati velike reakcije, vidi se da su bili u pravu."
0:14:31,0:14:47,"Sad neću suditi nikome ni što zapravo, Evanđelje sigurno ovako što oni rade i pa i ovo što Crkva naučava ne može kritizirati ni osuđivati."
0:14:48,0:15:10,"Dakle mi imamo u povijesti Katoličke Crkve razne javne manifestacije pobožnosti, primjerice kad je tijelo procesija sa presvetim kroz ulice grada ili kad je blagdan Gospe od kamenitih vrata imamo procesiju od katedrale do Gornjeg grada."
0:15:10,0:15:16,To je sve kroz centar Zagreba i koliko znam nikome to ne smeta.
0:15:16,0:15:21,Možda u budućnosti to će postati kontroverznim ali sad do sada nije bilo.
0:15:21,0:15:30,"Prema tome, ovo, ovakav oblik molitve nije nepoznat u katoličkoj tradiciji, to treba reći."
0:15:32,0:15:40,Ne kažem da je to jedan imperativ niti je to nešto na što smo svi pozvani.
0:15:40,0:15:40,Ne.
