Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:01,0:00:05,Razgovaramo sa nezavisnim zastupnikom u Europskom parlamentu Mislavom Kolakušićem.
0:00:05,0:00:20,"Evo, poslije ljetne stanke ponovno su sve glasnije najave novih valova zaraze, novih ograničenja, restrikcija povezanih s bolešću coviddevetnaest no istodobno sve su veći prijepori o službenim statistikama."
0:00:20,0:00:32,"U javnosti se primjerice ne mogu pronaći tako lako podaci o nuspojavama, posljedicama cijepljenja iako bi to trebalo biti temelj za donošenje informirane odluke građana."
0:00:32,0:00:33,Što je vaše mišljenje o tome?
0:00:34,0:00:40,Pa s obzirom da se bavim covid-19 jer je to pitanje i svijeta i zdravlja i demokracije u današnje doba.
0:00:41,0:01:02,"Znači, konstantno proučavam službene stranice, znači, Američke agencije za lijekove i hranu koja ima poseban program koji se zove VERS u kojem se prijavljuju nuspojave od cjepiva, EMA također ima poseban program u kojem se prijavljuju sva nuspojava od cjepiva i Engleska ima NHS, znači to je njihova agencija koja se bavi praćenjem."
0:01:03,0:01:19,"Samo u tri države, pardon, na tri područja, znači Sjedinjene američke države, Ujedinjeno kraljevstvo i EU prijavljeno je do sada milijun dvjesto tisuća nuspojava odnosno petnaest tisuća smrtnih ishoda."
0:01:20,0:01:36,Kada vi upisujete u Google tražilicu primjerice želite pronaći umrli od cjepiva nećete dobiti skoro nikakve rezultate zato što postoji različita terminologija koju koriste različite agencije naprimjer u Europi koristi se fatalni uzrok.
0:01:37,0:01:46,Znači nećete naći ništa ako tražite riječi umrli od cjepiva nego morate tražiti fatal causes i onda ćete uspjeti pronaći.
0:01:47,0:02:16,"Znate u Europi je umrlo, u EU je umrlo oko šest tisuća ljudi es time da je potrebno naglasiti da ovaj broj nuspojava u Americi koji se odnosi na sedam tisuća umrlih i šesto tisuća teških nuspojava on se prijavljuje na obrazcu na kojem vama izričito piše na dnu da ćete u slučaju davanja netočnih podataka biti kažnjeni kaznom zatvora."
0:02:17,0:02:17,Kaznom zatvora.
0:02:18,0:02:32,Ne govori se o pokretanju nekog postupka kaznenog ili prekršajnog nego izričito vam se prijeti kaznom zatvora pa možemo pretpostaviti da su brojevi nuspojava neusporedivo veći od onih u kojima se vodi službena statistika.
0:02:32,0:03:00,"Nadalje je potrebno reći da je sad u taj vers američki sustav prijavljeno gotovo pedeset posto svih nuspojava koji su prijavljena u decenijama ranije za sva ostala cjepiva kakva je situacija u eu primjerice ako ukucamo u google pojmove poput google kao najprisutniju tražili su pojmove poput coviddevetnaest zaraze cijepljenje ishodi, što ćemo dobiti?"
0:03:00,0:03:02,Je li moguće da jednostavno pristupimo podacima?
0:03:03,0:03:30,"Pa jednostavno nije nažalost moguće da dakle vi se morate, a ukoliko želite doći do podataka, vi se morate ulogirati na emine stranice, to je Europska agencija za lijekove, nakon ulaska unutra, nakon što date sve svoje podatke moći ćete sami otkrivati, znači apsolutno sve podatke i o učinkovitosti cjepiva i o istraživanjima koje su imali proizvođači cjepiva, znači svi podaci su dostupni, ali ne na jednostavan način."
0:03:30,0:04:08,"Isto tako se morate i u američki verz sustav ulogirati da biste mogli doći do podataka javno i vrlo jednostavno pristupačan je samo broj podataka prijavljenih smrti, znači tih sedam tisuća da biste došli do ostalih nuspojava od kojih je najčešća, znači najčešća nuspojava je takozvani bolest slična gripi što u realnosti znači coviddevetnaest najčešći uzrok cijepljenja protiv covidadevetnaest je obolijevanje od bolesti coviddevetnaest i znači ne možemo tako lako doći do jasnih podataka odnosno do podataka o smrtnim slučajevima ako ne uložimo mnogo više truda iz toga?"
0:04:08,0:04:10,Potrebno je puno više truda.
0:04:10,0:04:20,Recite uz ove prijepore o načinima obrade i objave podataka u javnosti se sve više pojavljuje antagonizam.
0:04:21,0:04:30,"Dakle, jedna britanska studija čak je objavila da društvo diljem svijeta zbog pandemije postaje polarizirano, možda i trajno."
0:04:31,0:04:31,Zbog čega?
0:04:32,0:04:40,"Ono što možemo vidjeti danas u Europi, a i u cijelom svijetu je da veliki dio građana upravo priželjkuje ovakvo stanje pandemije."
0:04:40,0:04:48,"Dakle, oni upravo žele da ne odlaze na posao, da rade od kuće, da ne izlaze nikuda, da su restorani i barovi zatvoreni."
0:04:49,0:05:00,"Najbolje i najzornije nam to dokazuje ekonomista ova anketa, da je ekonomist jedan od najpriznatijih engleskih časopisa u kojem je građanima postavljeno nekoliko pitanja."
0:05:00,0:05:04,Njihovi odgovori su bili zapanjujuće i za mene zastrašujuće.
0:05:04,0:05:17,"Primjerice, četrdeset posto ljudi u engleskoj želi da se maske nose zauvijek četrdeset pet posto građana da više nikada se ne smije putovati u inozemstvo ako se ne cijepi."
0:05:17,0:05:54,dvadeset pet posto građana da bi zauvijek trebalo zatvoriti noćne klubove i kasina i dvadeset posto da bi zauvijek trebalo ostati na snazi policijski sat od deset navečer dakle mi smo došli u vrijeme u kojem svaki peti stanovnik ujedinjenog kraljevstva želi da živi u vrijeme policijskog sata postoje naravno i brojni prijepori oko građana koji postavljaju pitanja primjerice onomu što smo u uvodu spomenuli o načinima objave podataka o nuspojavama postoje li ljudi koje bismo mogli nazvati antivakserima?
0:05:55,0:06:02,Pa ono što je potrebno znati kako je uopće došlo do antivakseri su znači dio pojma teorija zavjere.
0:06:02,0:06:15,"I sad se postavlja pitanje kako je moguće da pojam ravnozemljaša, teoretičari zavjere, znači o kojima nikada prije se nije govorilo, bili su potpuno margina, na jedanput dolaze u sve medije."
0:06:15,0:06:21,"Ravnozemljaši imaju prostor u svim medijima, antivakseri imaju prostor u svim medijima."
0:06:21,0:06:26,"Vi da biste postigli tu razinu, vi morate uložiti ogromna sredstva."
0:06:26,0:06:37,"Inače bi to ostale neke grupice koje dakle nitko nikada nije čuo i nemaju prostor niti u javnim medijima, niti u mainstream medijima, niti ni."
0:06:37,0:06:58,"Netko je morao uložiti ogroman novac, stvoriti ogromnu vojsku trolova koji će pisati lažne postove pod lažnim imenima, davati lažne lajkove, dakle jedan trol vam ima primjerice sto lajka i onda će on krenuti, znači vama je dovoljna vojska od sto trolova i krenu po zemljama."
0:06:58,0:06:59,U cjepiva se stavljaju čipovi.
0:07:00,0:07:01,Zašto je to bitno?
0:07:02,0:07:09,Da imate takozvani ljude čija je inteligencija iznimno niska gdje možete uvijek suprotstavljati.
0:07:09,0:07:25,"Dakle, vi kad govorite o opasnostima u cijepivu, učinkovitosti cijepiva, vi nikad nećete vidjeti javnu raspravu da dođe netko drugi tko govori o znanstvenim dokazima, o čemu, nego će samo reći a a da, vi se ne želite cijepiti zato što unutra stavljaju čipove."
0:07:26,0:07:27,"Dakle, to je osmišljeni projekt."
0:07:27,0:07:34,"Hitler je imao neprijatelje židove, Staljin je imao unutrašnje neprijatelje, Honecker također, dakle to je standardni obrazac."
0:07:34,0:07:43,"Stvori neprijateljeja, odvuci raspravu u suludi i idiotički dio rasprave i time onemogući stvarnu jasnu raspravu."
