Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:07,"Dobro večer, ljubitelji dobre riječi koji nas pratite uživo i vi koji nas pratite putem društvenih mreža."
0:00:07,0:00:17,"Ja sam Luka Tripalo i večeras ću vas voditi na jedno putovanje na koje će nas povesti dvije knjige koje su pred vama, autorica Sanja Krišnude i Des Slaven Morić."
0:00:18,0:00:30,Riječ je o knjigama Borišne priče i Divno dijete Isus o kojima će nam večeras nešto više reći Anita Pavlović i Branjica Krišnude.
0:00:31,0:00:39,"Prije nego što čujemo i šta od njih, volio bih ja prije svega reći par riječi o samoj knjigama u ovome predstavljanju."
0:00:40,0:01:08,"Knjige su djelo, kao što sam rekao, Sanja Peshu i Bedeveslave Morić, ali izdala ih je Lilium, ali ovo je predstavljanje koje organizira Hrvatska za život, dakle udruga Hrvatska za život i to se može na prvi pogled činiti čudno, ali imat ćemo priliku i čuti kakve to veze, odnosno kakve to duboke veze sve Hrvatska za život ima s Božićem, s Božićnim ottajstvom i ottajstvom u tjelovljenju."
0:01:08,0:01:20,"Upravo tome posvećene su ove dvije knjige, Božićne priče, donose se sedam predivnih priča o svjetsima, blagdanima i običajima koje onima i običajima koji su povezani s Božićem, onima koje najviše povezujemo s Božićem, na prvu tako reći od Sv."
0:01:21,0:01:22,Nikole do Sv.
0:01:22,0:01:35,"Branje, a u drugoj knjizi Divno dijete Isus, slijedi o jednom dječaku Gabrielu koji u tišini Betlehemske noći polazi na jednu avanturu sa svojim anđelom čuvarom u kojoj otkriva ljepotu i tijeloljenje."
0:01:35,0:01:47,"Prije nego se obratim svojim sugovornicama, pročitat ću vam i kratko obraćanje naše autorice Sanje Pešarde koja nažalost večeras nije mogla biti s vama, ali je pripremila svoju pozdravnu riječ."
0:01:48,0:01:55,"Dragi moji čitatelji, dragi roditelji i djeca, zdravstvene poteškoće spriječile su me da danas budem s vama."
0:01:55,0:02:05,"Žao mi je što nisam mogla doći, ali me raduje što ste se okupili povodom baš ove naše knjige koja je do sada donijela toliko veselja brojnim obiteljima."
0:02:05,0:02:10,Prošle godine bila je jako tražena i rasprodana je u samo mjesec dana.
0:02:11,0:02:17,"Kao izdavač katoličkih svjetionica i knjiga uvijek sam u potrazi za starim, izgubljenim i zaboravljenim blagom."
0:02:18,0:02:33,"Tražila sam vjerske knjige i priče koje su nekad bake i mame pričale svojim unucima i djeci u božićno vrijeme želeći skinuti snijeg prašinu i udahnuti ih u novi život, ali nisam ih mogla naći ni u knjižnicama ni na policama knjižara."
0:02:34,0:02:39,Zapitala sam se gdje su nestale i kako je to moguće da ih više nema.
0:02:40,0:02:58,"Dok sam istraživala i pisala s desi ovih sedam priča, mislila sam upravo na vas, roditelje i djecu koji tražite istinite i vrijedne priče koje ćete čitati prije spavanja, prije molitve ili jednostavno kad poželjete nešto istinski doživjeti i osjetiti u svjetlu naše vjere."
0:02:59,0:03:18,"Pa srce mi je bilo dublje upoznavanje s običajima i svecima iz razdoblja trošaša, važnost okupljanja obitelji oko pravih vrijednosti i jednostavnih, običnih zajedničkih trenutaka u kojima se dječja srca pune pravim doživljajima, dok je većina ljudi jurca za novim podražajima, zabavom, lažnim sjajem."
0:03:19,0:03:29,Veselim me što je toliko roditelja prepoznalo u ovoj knjizi pomoći pri stvaranju obiteljskog ozračja u kojem ćete dočekati u miru i radosti dolazak maloga Božića.
0:03:30,0:03:39,Nadam se da će sveci i običaj opisani ovim pričama oživjeti u vašim srcima i domovima onako kako su oživjeli u mojoj mašti dok sam se družila s njima.
0:03:40,0:03:47,"Čast mi je stvarati knjige za vas draga djeca, djecu jer vi ste najvažnija i najiskrenija čitateljska publika na svijetu."
0:03:49,0:04:12,"Evo toliko od naše autorice Sanje Pešurde, a da ovo ne bude samo govor oko knjige, nešto iz same knjige odnosno iz njezine dubine, jedno putovanje iz Betlehema u dubinu noći u Europi, u Njemačkoj i u avanture svetoga Bonifacija, dio te priče pročitat će nam Anita Pavlović."
0:04:15,0:04:32,"Dobro večer svima, evo budite pozorni jer nakon pročitane priče Božično drce odigrat ćemo quiz, pa tko bude prvi pogodio na tri pitanja, dobit će, evo, dobit će, možete zamisliti ovu knjigu na dan."
0:04:33,0:04:34,Božično drce.
0:04:35,0:04:43,Djevojčica s dugim pletenicama i njezin stariji brat hodali su u statu kroz šumu dok im je snijeg škripao pod nogama.
0:04:44,0:04:51,"Išli su pronaći za sebe jedno lijepo Božično drce, a tata im je ispričao priču."
0:04:52,0:05:00,Priča o Božičnom drcu vodi nas u davna vremena dok su u sjevernim zemljama živjela divlja germanska plemena.
0:05:01,0:05:04,"U to je vrijeme jedan redovnik, jedan od nasljedovatelja Sv."
0:05:05,0:05:09,"Benedikta, otputovao u Rim sa samo jednom željom."
0:05:09,0:05:18,Nadao se da će mu papa Grgur II dati dopuštenje da kao misionar ide u mračne sjeverne krajeve.
0:05:18,0:05:24,"Tamo ljude još nije dotaklo kristovo svjetlo, niti su čuli radosnu vijest."
0:05:24,0:05:42,"Taj se redovnik zvao Winfried i htio je plemenima pomoći i osloboditi ih od tamnih njihovih boganskih bogova, a da samo znate kakav je Winfred bio čovjek, uspravan kao koplje i jak kao hrast."
0:05:43,0:05:53,"Lice mu je bilo mladoliko, koža brončana od vjetra i sunca, njegove sive oči bile su čiste, ljubazne i bljeskale su poput vatre."
0:05:55,0:06:00,Papa je Winfredu dao blagoslov i pismo i Winfred je krenuo.
0:06:01,0:06:21,"Jedne božićne noći u tamnoj sjevernoj zimi, bonifacije kako je dobio novo ime naš Winfred, bonifacijaacije je pozvao svoje kolege redovnike i rekao im da idu u jedno selo u kojem će se te noći okupljati seljani oko hrastova stabla."
0:06:21,0:06:30,Seljani su to drvo zvali hrast groma jer je bilo posvećeno jednom od njihovih krvoženih bogova po imenu Tor.
0:06:31,0:06:34,Tamo su htjeli prinijeti živu ljudsku žrtvu.
0:06:35,0:06:45,Bonifacijevi pratitelji redovnici bili su uplašeni jer su mislili da će ih zasigurno ti grubi seljani ubiti ako im oni pokvare planove.
0:06:46,0:06:49,"Međutim, Bonifacija ih je ohrabrio ljubaznim riječima."
0:06:50,0:06:55,Kad su stigli do tog hrasta vidjeli su ljude koji su se okupili oko njega.
0:06:55,0:06:59,Žrtvenik u dno stabla i malo dijete na žrtveniku.
0:07:00,0:07:09,Sa svojim biskupskim štapom u ruci Bonifacije je prišao poganima koji su okružili hrast i uzviknuo.
0:07:10,0:07:16,"Ovdje je hrast groma, a ovdje će Kristo križ razbiti čekić lažnoga boga Tora."
0:07:17,0:07:24,"S malim djetetom položenim na žrtvenik, jedan i poganim krvnik visoko podigao čekić."
0:07:25,0:07:38,"Njime je zamahnuo prema djetetu, ali je Bonifac je ispružio svoj štab kako bi spriječio udarac, čudesno razbijajući veliki kameni čekić, tako je spasio djeteto život."
0:07:43,0:07:51,"Evo ga, ovo je prvi dio priče, ostatak priče možete pročitati u našoj knjizi Božićne priče, a sada ćemo odigrati kviz."
0:07:51,0:08:09,"Prije nego što odigramo kviz, možda jedna lijepa najava za kviz, a i samo povratna informacija, možda vas je mogao prevariti ovaj glas, no naša Anita nije profesionalna pripovjedačica, već samo članica i volonterka Udruge Hrvatska za život, a ona će vas provesti kroz ovaj kriz."
0:08:09,0:08:17,Posebna ljepota ove promocije koja se odvija na posebnom mjestu je to što će broj ovih lijepih knjiga koje se nalaze pred nama u krizu se smanjivati.
0:08:17,0:08:29,"Tako da prve dvije nagrade za prve dvije najbliže i točne ruke su naše božićne priče iz kojih smo upravo čuli u lomako svjetlom edukaciju, a treće će biti divno dijete Isus."
0:08:30,0:08:32,Evo Anita preuzima kriz.
0:08:32,0:08:48,"Evo ga, prvo pitanje iz kriza, tko je pozorno slušao, kako se zove naš glavni junak koji je na početku priče imao svoje ime koje se kasnije promijenilo u ime Bonifacije po Svetom Bonifaciju."
0:08:48,0:08:50,Kako je bilo njegovo ime na početku priče?
0:08:51,0:08:54,"Bogo, prvi red."
0:09:00,0:09:03,Ili Frit.
0:09:03,0:09:04,"Da, bravo."
0:09:07,0:09:09,Dobila si knjigu.
0:09:09,0:09:10,"Da, dobro."
0:09:11,0:09:13,"Dobila si knjigu na dar, čestitamo."
0:09:15,0:09:15,Sara.
0:09:22,0:09:28,Idemo drugo pitanje iz Kviza koje je pozorno slušao početak priče.
0:09:28,0:09:38,"Kuda su išli djevojčica, njezin brat i njihov tata prilikom kojeg putovanja im je tata ispričao priču o božičnom drvu?"
0:09:54,0:09:54,Točan odgovor.
0:09:57,0:09:59,Jedan pjesak na Pavla molim vas.
0:10:06,0:10:08,Bravo naši mali pogađači.
0:10:08,0:10:14,I treće zadnje pitanje za koje je nagrada Djetet Isus.
0:10:15,0:10:26,"Pitanje je kako se zvao, koje je dodatno ime Hrastu kod kojeg su pogani htjeli žrtvovati malo dijete koje je Bonifaci na kraju spasio."
