Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:01,0:00:13,"Ovaj je period tako ponosen na to, što ste uradili u Hrvatskoj, i stvarno ste uradili prelepe stvari."
0:00:43,0:00:47,Vi ovdje u Hrvatskoj ste standard i primjer za cijelu Evropu.
0:00:53,0:00:58,"Napravili ste od ničega, ste uspjeli da uradite ono što je nemoguće."
0:01:02,0:01:06,Zapravo ste uradili litaniju apostolata koji su pro-life.
0:01:12,0:01:15,Udaleko ste vi najjača pro-life organizacija u državi.
0:01:20,0:01:29,"I ovo što vi radite u Hrvatskoj, to ne samo da inspirira ostale, nego i ljude iz drugih država po cijelom svijetu."
0:01:37,0:01:48,"Znači, ono što hoću da vam kažem je da vam se jako zahvaljujemo, samo tako nastavite, mi vas podržavamo, nastavite tako u molitvi i u radu."
0:01:51,0:01:54,"Onom kome je puno dato, od njega se puno i očekuje."
0:02:05,0:02:16,"Sad sam bio sa Marijom u Splitu i Marija ima veliko sreće ili malu kuću, mali centar za život, ili će Gospodin Bogu uskoro dati da bude sve veća i veća ta kuća."
0:02:24,0:02:34,"I ona stvarno dodiruje života, premenjuje života jedan po jedan sa ljubavlju i sa pretvorenjem, preobraćenjima."
0:02:36,0:02:37,Je li Hrvatska jedna obitelj?
0:02:47,0:02:59,"Znači, Hrvatska za život u Hrvatskoj je stvarno jedna obitelj koja je ne samo organizacija, nego se vi zajedno i volite i organizujete zajedno do jedne stvari."
0:03:00,0:03:02,"Znači, ste postali mnogo više od samo organizacije."
0:03:08,0:03:14,Moramo da imamo puno hrabrosti za to da šta ćemo raditi u sljedećih deset godina.
0:03:21,0:03:27,Svaki duhovni blagoslov koji je se desila u Srednjem američkim državama također se desilo u Engleskoj.
0:03:35,0:03:36,I sve je to vrlo važno.
0:03:36,0:03:42,"Znati što se deje ševa u Americi, pošto ću u ovom govoru vama i objasniti zapravo."
0:03:51,0:03:59,"Čuli smo mi, Britanci, što se deješava u Americi, i to smo upravo mi samo i donijeli u svoju državu."
0:04:07,0:04:14,"Ovo je važno za vas u Hrvatskoj, pošto ako se nešto može desiti u Americi, to se može i ovdje desiti i bilo gdje u svijetu."
0:04:21,0:04:29,"Kad smo počeli sa pro-life apostolatima, nikad nismo poverovali, nikad nismo mislili da će Roe versus Wade biti preokrenut."
0:04:43,0:04:57,"I kao što je Sean rekao u svom govoru, Teksas je sada bez abortu."
0:05:01,0:05:06,Nikad u našim najluđim snovima nismo mislili da će se tako nešto desiti.
0:05:11,0:05:17,"25 država u Americi., sada imaju vrlo restriktivne zakone o baru."
0:05:17,0:05:26,I ovo je stvarno trebalo bi vas da uzbudi poštovako.
0:05:26,0:05:28,"Ako se to može desiti u SAD, to može i ovdje."
0:05:34,0:05:43,"Počinjete sa par malih skromnih akcija, jednostavnih, a prije nego što se i primetite, vi počinjete raditi ono što je nemoguće."
0:05:50,0:05:51,Ono što je.
0:05:51,0:05:59,"Ovo što ste vi započeli u Hrvatskoj, to je stvarno velika novina u dobrom smislu, i ono što je jako lijepo je da ste stvarno prava zajednica."
0:06:05,0:06:09,Svaki grad i varoš ste uspjeli da dotaknete sa vašom porukom.
0:06:14,0:06:18,Budite vrlo verni ovoj misiji i budite iskreni u vašim molitvama.
0:06:28,0:06:33,"Čuli smo znači da u SAD., u New Yorku, u Bronxu se zatvorila jedna klinika."
0:06:34,0:06:49,"Naš je dan usporedila biti u Bronxu, što je gruba suština, s Libanom, što dobro može doći iz Bronxu."
0:06:55,0:07:03,"Ona je danuličen primjer za to, da ako se nešto čudotvorno može desiti na jednom teškom mjestu, to može i drugdje da se desi."
0:07:09,0:07:18,"I jedna od naših voditeljica u Engleskoj, Izabela, je bila zapravo uhapšena zato što se u tišini molila ispred klinike."
0:07:48,0:07:52,I nikad ne podestimate što je Bog može učiniti kroz vaše prakse i kroz vaš rad.
0:07:52,0:08:01,Ne hajde da imate nisko mišljenje o tome što je Bog mogao učiniti vašem životu.
0:08:02,0:08:27,I na našem najdaljem imaginacijskom razmišljanju da ne samo da je aborten centar bio kraj.
0:08:32,0:09:08,"I u Teksasu je ovaj Hartbeat Bill, a to je zakon o otkucaju srca, jer tako oni, vala znate što to znači, je postalo stvarno., da je preobratilo srce."
0:09:08,0:09:12,"Sad je Teksas, stvarno bez abortusa, jedini je protiv."
0:09:12,0:09:15,"Toga je, kao da kažem, protiv."
0:09:15,0:09:17,Toga je plan parenthood.
0:09:20,0:09:45,"Radi se o tome da imamo viziju da imamo jednu državu gdje je abortus, gdje više neće biti u vašoj državi, da više neće."
0:09:45,0:09:47,"plakati, i gdje je dečka više neće umrijeti."
0:09:48,0:10:20,"Ali to se događa u jednom osobu u životu, kroz izkušnju s Isusom Kristom, upoznavanje drugih ljudi u krizi, upoznavanje drugih ljudi gdje su, s poslanstvom ljubavi, s poslanstvom nade i s poslanstvom transformacije."
0:10:21,0:10:47,"Možda gospodin baš upravo vaše srce hoće da preobrati sa time što ste vi ovdje, pošto kod nas u Americi ima 30% naših lidera kampanja koje su žene koje su imale abortus."
0:10:55,0:11:03,Znači u Americi su otvorena nova polja gdje se boje ove bitke u posljednjih par godina.
0:11:04,0:11:05,Naša misija je ista.
0:11:05,0:11:08,"Mi još uvijek radimo isto, ali su nove teme."
0:11:08,0:11:12,"Naša misija je da je isto, radimo isti posao, ali su se otvarale nove teme."
0:11:14,0:11:20,"Sada imamo cijelu legalnu stranu u organizaciji, Institute of Law and Justice."
0:11:20,0:11:38,"Sad imamo našu pravničku ekipu, Institute of Law and Justice, Institute for Law and Justice."
0:11:39,0:11:42,"Znači, svaka pojedina država u SAD-u."
0:11:43,0:11:55,"je postala mjesto za bitku, gdje mora da bude odvjetnika i pravnika koji će se boriti za promjene zakona, i tako dalje, sa pravničke strane."
0:11:56,0:12:02,"Dakle, bufer zone, abortion pills, assaults and threats, lot of challenges legally for the work."
0:12:02,0:12:19,"Znači, jako puno posla za pravnike po pitanju zlostavljanja volonterske inicijative, po pitanju pilula za aborte i po pitanju tih mjesta, bufer zone, gdje je tako, je zabranjeno volonterima uopće da postoje, da se mole."
0:12:20,0:12:36,"U addition, apteke su također počele da djeluju piliule, to je za nas dosta nova pojava u ovoj visini."
0:12:37,0:12:44,"U addition, abortion pill reversal has been a new theme where you can offer a woman help after they've had the first pill."
0:12:45,0:12:48,Some places have banned promoting the abortion pill reversal.
0:12:49,0:13:00,"Znači, također nova tema, pitanje druge pilule, jer tako kad žena uzme prvu pilulu za abortus, onda postoji ono koje će dati kontra efekt, ta druga pilula nazove."
0:13:00,0:13:03,To je za nas isto novo tema.
0:13:03,0:13:05,"Postoji samo jedna država, koje su čeki to zabranile."
0:13:06,0:13:30,Dok su mnoge žene emocionalno stradale od vidjele njihovih baba na toaletima nakon abortu i stradale od vidjele učinkovite abortu u njihovom domu.
0:13:31,0:13:39,"Puno žena je krizi u strednjim centrima, nisu dopustili da promuče abortu pillove reverse, jer su zakonite u Kaliforniju i druge."
0:14:18,0:14:25,"I tako je bilo puno emergencijskih situacija, tako da smo imali cijeli plan kada je bila emergencija na vidjelo, što da rade."
0:14:26,0:14:40,"Znači, tokom COVID-19 pandemije je također bilo vrlo puno, puno nezgodnih situacija, gdje smo onda mi morali u hitnom postupku, u hitnom slučaju, da vidimo što ćemo, da uredimo sa našim volonterima, kako da reaguju."
0:14:49,0:14:52,U Americi je od 1980.
0:14:53,0:14:57,"Pao, so it has declined since 1980."
0:14:58,0:15:03,Od Hila je broj abortu pao za 50%.
0:15:12,0:15:20,"Znači, također o onom čemu je pričao Sean: je što reći kada ta knjiga o apologetici za life."
0:15:27,0:15:35,"Gdje se govori o abortu, gdje se priča o seksualnom zlostavljanju i gdje se priča o LGBT trans."
0:15:36,0:15:41,"Transrodu, ali također o abortu su na jedan malo humorističan način."
0:15:52,0:16:03,"Znači, pitanje apologetike je tako zanimljivo i uzbuđivajuće pošto trenira lidere i pro-lifere da kako da govore sa svojim porodicama i ostalima."
0:16:06,0:16:10,Prva knjiga je bila toliko uspešna da su sad napisali i drugu.
0:16:19,0:16:31,"Znači u SAD-u su sad knjige, podcasti i drugi apologijski programi, sad postale malo ne litanija, toliko ih imamo."
0:16:35,0:16:44,"Znači imaju države koje stvarno ogromne promjene donose na mjesnom nivou, na lokalnom nivou po pitanju abortusa."
0:16:51,0:17:00,"I naravno, svi ovi projekti nisu kontradiktoritorni sa glavnim i osnovnim ciljem koji je tu od početka, da se svrši, da više ne bude abortu."
0:17:04,0:17:09,Ovo je stvarno posao koji najviše uzbuđuje na cijelom svijetu.
0:17:11,0:17:16,Stvarno radite Boži rad ovdje u Hrvatskoj.
0:17:31,0:17:32,"Znači, toliko Gospodin može da promjeni."
0:17:33,0:17:35,preko vas kao što Marija to radi.
0:17:36,0:17:40,"Ako vi ne biste bili ovdje za te trunice i za nerođene, ko bi bio tamo za njih?"
0:17:46,0:17:55,"Ono što radite je iskreno, doslovce, mijenjate vašu državu od jedne bebe do druge, do treće, jedan po jedan."
0:18:00,0:18:09,"I naravno, nijedan novi projekat ne kompromisuje za vaš plan da se više ne bude abortusa i da se spašavaju životi."
0:18:11,0:18:25,"To je ono što ste radi u 10 godina, te meetings, meeting the pope, reaching so many people in the country, you've answered this call and be bold to continue this work with the same fervor in which you started it."
0:18:49,0:18:50,"Znači, ima ljudi koji stvarno budu."
