Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:11,0:00:16,"Hvaljeni su svi Marija, dragi pratitelji YouTube kanala Udruge Hrvatska za život."
0:00:16,0:00:24,"Mi se ovdje nalazimo u Župi Svetoga Josipana na Tresnjevci u sklopu naše šeste konferencije za život, život dakle biraj."
0:00:25,0:00:32,"Nama je danas u gostima Patriša Sandoval, ona je svjetska ProLife, govornica i govornica o čistoći."
0:00:32,0:00:34,"Patricia, dobrodošla."
0:00:34,0:00:38,Hvala ti što si me pozvala u emisiju i pozdrav svima koji gledaju.
0:00:39,0:00:54,"Bilo je stvarno zadovoljstvo provesti neko vrijeme s tobom i čuti nešto o tvojem životu, i stvarno bih voljela da to podijelite s našim slušateljima i gledateljima."
0:00:54,0:01:01,"Dakle, putujem svijetom i pričam svoju priču u nadoknadu štete koju sam nanijela u prošlosti."
0:01:02,0:01:04,U industriji za pobačaj.
0:01:05,0:01:09,"Kad sam bila mala djevojčica, industrija za pobačaj došla je u moju školu."
0:01:10,0:01:12,Moja obitelj i ja nismo prakticirali svoju vjeru.
0:01:13,0:01:16,Nisam imala obuku o seksualnosti kod kuće.
0:01:16,0:01:22,"Nisam znala da je moja djevičanstvo i čistoća nešto što moram štititi i brinuti se za to, da je to blago."
0:01:22,0:01:27,Moji su me roditelji mogli obučiti jer je nisu dobili kad su bili mali.
0:01:27,0:01:34,I tako mi je industrija za pobačaj u osnovi dala tečaj poremećenog seksualnog odgoja.
0:01:34,0:01:37,Upravo su imali tečaj za odgovoran seks koji ne postoji.
0:01:37,0:01:41,Govorili su o tome da je pobačaj žensko pravo.
0:01:41,0:01:46,"Govorili su o tome da je to žensko tijelo, njezina je odluka."
0:01:46,0:01:52,Dali su nam mnogo kondoma i kontracepcijskih tableta da bismo bili znatiželjni o seksu.
0:01:53,0:02:05,"Poticali su nas da počnemo eksperimentirati seksualno, ali sve je to zamka jer im je potrebno određeno broj pobačaja svaki mjesec."
0:02:05,0:02:07,"Oni idu u škole, pronose se za malim."
0:02:08,0:02:15,"Kažu: Aha, budući da roditelji ne podučavaju djecu o seksualnosti kod kuće, mi ćemo biti njihovi seksualni odgajatelji."
0:02:15,0:02:25,"A što se meni dogodilo kad sam bila tinejdžerka, upoznala sam svog prvog dečka, nisam bila djevica i bila sam trudna tri puta."
0:02:25,0:02:29,I tri puta sam odlučila pobačiti.
0:02:29,0:02:31,"Dakle, imala sam tri pobačaja u godinu i pol."
