Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:02,0:00:06,"Poštovani slušatelji, dobrodošli u novu epizodu HNB podcasta."
0:00:07,0:00:11,"Ja sam Malim Kalisinski, a danas ćemo razgovarati o kamatnim stopama."
0:00:16,0:00:25,"Prije nego što potpišemo kredit, važno je razumjeti kako kamatne stope mogu utjecati na naše financije danas, ali i u daljoj budućnosti."
0:00:26,0:00:39,"U ovom podcastu razgovaramo o kamatnom riziku, dakle o razlikama između fiksnih, promjenjivih i kombiniranih kamatnih stopa, te o tome zašto se u ponudi banaka ponovno pojavljuju krediti s promjenjivom kamatatnom stopom."
0:00:40,0:00:51,"Saznat ćemo i kako usporediti kreditne ponude, koja su prava potrošača, te na što posebno treba obratiti pozornost pri donošenju jedne od najvažnijih financijskih odluka u životu."
0:00:57,0:01:10,"Moje današnje gošće su Ana Pisačić, savjetnica u direkciji za regulativu zaštite potrošača i financijsku pismenost, te Jelena Radosović, glavna stručna suradnica u direkciji za nadzor tržišnog ponašanja."
0:01:11,0:01:12,"Kolegice, dobrodošli."
0:01:12,0:01:13,Dobar dan.
0:01:14,0:01:16,"Evo, krenimo odmah, Jelena."
0:01:17,0:01:21,Što je zapravo kamatni rizik i zašto je važan svakom tko podiže kredit?
0:01:22,0:01:35,"Pa s aspekta potrošača, kamatni rizik u principu predstavlja mogućnost promjene kamatnih stopa tijekom roka otplate određenog kreditnog zaduženja što u slučaju porasta kamatnih stopa može nepovoljno utjecati na naše financije."
0:01:36,0:01:44,"Kada podižemo kredit mi zapravo posuđujemo taj novac na određeni vremenski period, a kamata je zapravo cijena tog novca."
0:01:44,0:02:09,"Dakle, bitno je za osvijestiti da ukoliko potpišete ugovor u kojem cijena tog posuđenog novca ovisi o događanjima na globalnom tržištu odnosno o referentnoj tržišnoj kamatnoj stopi odnosno ako je taj ugovor formiran uz promjenjivu kamatnu stopu vi zapravo preuzimate na sebe i rizik da taj novac u budućnosti potencijalno postane i znatno skuplji nego što je to u ovom trenutku kada posuđujemo konkretno taj kredit."
0:02:10,0:02:15,"Budimo sad konkretniji, dakle koja je razlika između kredita s fiksnom, promjenjivom i kombiniranom kamatnom stopom?"
0:02:16,0:02:25,Pa u principu glavna razlika leži u tome tko snosi taj kamatni rizik odnosno tko ga kontrolira ajmo reći na neki način tijekom otplate tog kreditnog zaduženja.
0:02:25,0:02:31,Dakle kod kredita koji su ugovoreni uz fiksnu kamatnu stopu visina kamatne stope je za potrošača fiksirana.
0:02:31,0:02:59,"Dakle kamatna stopa ostaje u potpunosti ista od prve do zadnje otpustne rate, odnosno u tom modelu banka je takva koja u potpunosti na sebe preuzima rizik volatilnosti tržišnih kamatnih stopa i iz navedenog razloga je takva vrsta kreditiranja u pogledu kamatnog rizika za potrošača zapravo apsolutno sigurna, odnosno pruža mu apsolutnu sigurnost jer u tom slučaju vi kao potrošač točno znate koliko plaćate sada i koliko ćete plaćati u budućnosti."
0:02:59,0:03:12,Dakle do zadnje otpustne rate bez obzira na ekonomska događanja na tržištu vi imate potpunu predvidljivost svojih rashoda vezanih uz konkretnu otplatu tih kreditnih obveza i možete vrlo precizno planiratiirati svoj kočni budžet.
0:03:13,0:03:40,"A kada govorimo recimo za razliku od ovih kredita uz fiksnu kamatnu stopu, kada govorimo o kreditima uz promjenjivu kamatnu stopu, kod tog modela je bitno za istaknuti da se ukupna kamatna stopa na kreditno zaduženje sastoji od promjenjivog dijela koji dakle predstavlja referentnu kamatnu stopu primjerice Euribor na kredite koji su izdani u EUR-ima i od fiksne marže banke koja se ne smije mijenjati tijekom cijelog vremena otplate kredita."
0:03:40,0:03:51,"Dakle, ukupna kamatna stopa je kod kredita ugovorenih uz promjenjivu kamatnu stopu od početka otplate kredita promjenjiva jer je vezana i uz taj prethodno spomenuti promjenjivi dio."
0:03:52,0:03:59,"Dakle, kod tih kredita kamatni rizik u potpunosti od samog početka otplate kredita pa sve do zadnje rate na sebe preuzima potrošač."
0:04:00,0:04:04,"A kombinirano to je ono, prvo nam je lijepo, jedna nam je fiksna."
0:04:05,0:04:06,"Tako je, tako je."
0:04:06,0:04:06,A onda?
0:04:07,0:04:14,"Da, kod kombinirani model možemo shvatiti kao nekakav ajmo reći hibridni model između fiksne i promjenjive kamatne stope."
0:04:15,0:04:26,"On se zapravo u prvoj fazi, znači kod kombiniranog modela se u prvoj fazi otplate zapravo prvo primjenjuje fiksna kamatna stopa, a nakon čega se počinje primjenjivati promjenjiva kamatna stopa do konačnog dospijeća kredita."
0:04:26,0:04:42,"Dakle, pri toj vrsti kredita je kamatna stopa za potrošača fiksna samo u prvom dijelu otplate tog kredita, najčešće trenutno negdje oko prvih sedam do maksimalno prvih sedam godina, a nakon toga postaje promjenjiva do krajnjeg roka otplate kredita."
0:04:42,0:04:53,"Dakle kod kredita uz kombiniranu kamatnu stopu, kamatni rizik je također prisutan, ali je ajmo reći na neki način za potrošača odgođen tijekom tog početnog perioda fiksacije kamatne stope."
0:04:53,0:04:54,Hvala Jelena.
