Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:04,0:00:09,"Hvala Petra, ovdje mi je velika privilegija da mogu biti ovdje večeras s vama."
0:00:14,0:00:18,"Ja sam Robert, imam 42 godine, ovdje sam sa svojom suprugom i sa našim pet djece."
0:00:25,0:00:35,"Da, imali smo veliki vrtlog zbivanja u Hrvatskoj, proveli smo vrijeme u Splitu, bili smo u Zaboku na nacionalnoj konferenciji i sada smo ovdje s vama."
0:00:43,0:00:50,Ovo je veliko iznenađenje za nas vidjeti sve što činite u Hrvatskoj i to je za nas velika inspiracija.
0:01:00,0:01:09,Prije deset godina smo posadili sjeme i sada nakon deset godina možemo vidjeti prekrasna stabla koja su izrasla iz ovog sjemena u Hrvatskoj.
0:01:14,0:01:18,danas je izričito iznimno važno biti pro-life stališta.
0:01:27,0:01:36,Ono što vi činite je bitka na prvoj crti bojišnice i govori se o duhovnoj bitci između života i smrti.
0:01:39,0:01:43,Abortu je prvi uzrok smrti u cijelom svijetu.
0:01:51,0:01:56,razlog zašto je ovaj pokret toliko uspješan u Hrvatskoj je vjera hrvatskih ljudi.
0:02:06,0:02:15,Vi ste prošli teška vremena u Domovinskom ratu i tako je na taj način izgrađen vaš identitet vjere i snage.
0:02:22,0:02:26,Ono što ste postigli u Hrvatskoj je nevjerojatan primjer za cijelu Europu.
0:02:32,0:02:40,Sa inicijativom četrdeset dana za život pozivamo ljude da budu heroji za pro-life pokret.
0:02:49,0:02:58,Pozivom ljudi da dođu pred bolnice pozivamo ih da izađu iz svoje komfort zone i da im učini nešto nevjerojatno.
0:03:06,0:03:16,Za neke ljude je to znači prijeći preko straha da prvi puta izađu u javnost i da čine ono što nikada u životu nisu činili.
0:03:19,0:03:22,"Da, zovemo vas da budete svetci novoga tisućljeća."
0:03:27,0:03:30,Jedina tragedija u životu je ne biti svetac.
0:03:38,0:03:48,Možete li zamisliti išta gore nego poslije smrti doći pred Gospodina i shvatiti da je netko drugi platio cijenu za naše grijehe na zemlji?
0:03:53,0:04:04,"I ovo je sada vrijeme kada Bog zove svakoga od nas da budemo svetci, ne jučer, ne sutra već danas."
0:04:10,0:04:18,Predsjednik Abraham Lincoln je odigrao najvažniju ulogu u ukidanju robovlasništva u Americi.
0:04:21,0:04:50,"Jednoga dana je čuo putujućega propovjednika i čuo ga je kako govori, kako je rekao u ovom trenutku u ovom auditoriju možda se nalazi osoba koja će jednoga dana učiniti iznimnu, imati iznimnu ulogu u ukidanju robo vlasništva u Americi."
0:04:59,0:05:08,Abraham Lincoln je čuo tu njegovu izjavu i u sebi je pronašao inspiraciju da preuzme tu jedinstvenu ulogu ukidanja robo vlasništva.
0:05:18,0:05:33,Možda u ovom auditoriju se nalazi netko tko ima tu jedinstvenu ulogu za ukidanje abortusa u Hrvatskoj jer ovo je iznimno uzbudljivo vrijeme za ProLife pokret.
0:05:43,0:05:53,Ja sam bio potaknut iskustvima ProLife pokreta u Americi i to me je potaknulo da pokrenem sličan oblik u Engleskoj.
0:05:54,0:06:00,"David Byright je bio moja inspiracija, on je bio snažan, jedinstven govornik koji je pozvao ljude na akciju."
0:06:00,0:06:08,David Bureau je bila ta osoba koja je njega inspirirala i pozvala ga na akciju.
0:06:21,0:06:33,"Taj čovjek je sada uključen u projekt koji se zove Ovživljavanje Amerike u kojem čine različite online seminare, susrete gdje žele oživjeti duhovan život u Americi."
0:06:40,0:06:46,jednoga dana je bio pozvan na molitvu unutar zatvorenog centra za abortuse.
0:06:54,0:07:04,Kršćani su doprinijeli tome da se taj centar za abortus zatvori i onda su organizirali molitveni susret u tom zatvorenom centru za abortus.
0:07:25,0:07:28,"Da, ta lokacija je bila izričito iznimno prljava."
0:07:29,0:07:40,"Pronašli su mnogo žohara u pomoćnim prostorijama, a prostorija u kojoj se odvijao abortus, bilo je tamo izvršeno četrdeset tisuća abortusa."
0:07:41,0:07:50,"Pronašli su rupe u podu od toga koliko puta je doktor koji, doktori koji su to radili je pomicao najamještaj i svoju nogu."
0:07:55,0:08:10,"Mogli su vidjeti mrlje od krvi koje su ostale u tom centru, a neki instrumenti za abortuse su bili hrđavi i u vrlo lošem stanju."
0:08:20,0:08:26,Jedna žena je rekla da je na krovu te zgrade bila neka statua koja je u međuvremenu nestala.
0:08:33,0:08:51,Za vrijeme molitvenog susreta čuli su kako su se vrata zalupila i to je izgledalo kao da je zli duh napustio zgradu i taj kip na vrhu zgrade je nestao.
0:08:55,0:08:59,"Netko je rekao da više nema, možda je to bio sam demon."
0:09:05,0:09:22,I nakon molitve lagani povjetarac je ušao u tu zgradu i ovo je simbol promjene mentaliteta smrti u mentalitet života.
0:09:30,0:09:38,"Ta zgrada je na kraju postala centar za život, međunarodnog centra za život, zgrada nade."
0:09:45,0:09:54,"Prvo je to bila crkva, onda je bio centar za abortus, a sada je to pro-life centar za trudnice."
0:10:02,0:10:10,"Kaže da u Engleskoj imaju zgradu koja je nekada bila redovnički samostan, a sada je to centar za kasne abortus."
0:10:16,0:10:22,Kaže mi sada upravo molimo da bi se ta zgrada zatvorila da bi postala centar za život.
0:10:33,0:10:45,"U državi Teksasu u Americi gdje je započeo pokret četrdeset dana za život, u tom centru koji je sada ugašen i u njemu je međunarodno sjedište pokreta za život."
0:10:50,0:10:54,Tu se isto dogodilo prijenos duhovnog vlasništva.
