Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:01,0:00:18,"Gdje prije te te mjeri čeka, gdje postoji ona tvoja ljeka, slovina putu i miri zemlina, tu je tu svjetlost domovina, radio mrežnica."
0:00:21,0:00:24,Počinje još jedan podcast mrežnica i želim vam dobrodošlicu.
0:00:25,0:00:38,"Bit će ovo naš prvi online podcast iz jednostavnog razloga jer se naš gost nalazi u Sjedinjenim američkim državama, a on je svjetski poznati ekonomist i politički analitičar, profesor Jeffrey Sachs."
0:00:39,0:00:42,Smatraju ga jednim od trojice najutjecajnijih ekonomista na svijetu.
0:00:43,0:00:50,"Direktor je Centra za održivi razvoj na Sveučilištu Kolumbija, a prije toga više od dvadeset godina bio je profesor na Harvardu."
0:00:51,0:00:59,"Savjetovao je čak trojicu glavnih tajnika Ujedinjenih naroda, Banki Muna, Kofi Anana i Antonija Guterresa."
0:00:59,0:01:07,Profesor Sachs bio je i ekonomski savjetnik u Sovjetskom savezu i to dvojici predsjednika Mihajlu Gorbačovu i Borisu Jelcinu.
0:01:08,0:01:15,"Savjetovao je i Poljski pokret solidarnost, ali i Vladu tadašnjeg poljskog premijera Tadeuša Mazovjeckog."
0:01:16,0:01:26,Jeffrey Sachs savjetovao je i posljednjeg jugoslavenskog premijera Antu Markovića i pomogao mu izraditi ekonomski program po kojem će Marković ostati prepoznat.
0:01:27,0:01:33,Jeffrey Sachs posvetio je život smanjenju društvenih nejednakosti i okončanju globalnog siromaštva.
0:01:33,0:01:38,"Autor je i urednik brojnih knjiga, uključujući tri bestsellera New York Timesa."
0:01:38,0:01:43,"Kraj siromaštva, ekonomija za prenatrpan planet i cijena civilizacije."
0:01:44,0:01:49,Časopis Time dva put ga je uvrstio među stotinu najutjecajnijih osoba na sv svijetu.
0:01:50,0:02:01,Danas je profesor Saks jedan od rijetkih koji se ne libi iznijeti stavove suprotne zapadnom mainstreamu i zapravo narativu koji vlada od rata u Ukrajini pa nadalje.
0:02:01,0:02:10,Smatraju ga jednim od vodećih svjetskih političkih analitičara koji vrlo razumno zaziva mir i objašnjava javnosti potku svjetskih događaja.
0:02:10,0:02:16,Prije nekoliko mjeseci dao je bombastični intervju američkom novinaru Takeru Karlsonu.
0:02:16,0:02:24,"U njemu je izjavio kako rat u Ukrajini dirigira CIA, a u svojim intervjuima ne ustručava se kritizirati Zapad."
0:02:25,0:02:30,Mnogi ga nazivaju rijetkim glasom razuma u današnjem svijetu i vrhunskim intelektualcem.
0:02:31,0:02:37,Ne čudi s toga što i dio američke javnosti želi upravo profesora Saksa vidjeti u Bijeloj kući.
0:02:37,0:02:40,Danas je gost podcasta Mrežnica.
0:03:00,0:03:05,Imali smo dojam da je Izrael apsolutni gospodar Bliskog istoka.
0:03:06,0:03:09,Koji je izvor ove moći?
0:03:09,0:03:13,"Pa, želi biti gospodar Bliskog istoka."
0:03:13,0:03:15,Mislim da stvari neće ići baš dobro.
0:03:16,0:03:22,Postoje snažni protivnici Izraela i ne bi ih trebalo zanemariti.
0:03:22,0:03:24,Iran nije lako prevariti.
0:03:25,0:03:26,Nije mala zemlja.
0:03:26,0:03:29,Nije tehnološki zaostajala zemlja.
0:03:29,0:03:33,Ima snažnu vojsku i snažne saveznike.
0:03:34,0:03:43,A Izrael ga nam želi jest da Sjedinjene Države uđu u rat s Iranom.
0:03:43,0:03:45,Izrael nije tako moćan.
0:03:45,0:03:53,"Sjedinjene Države su moćne, a Sjedinjene Države ulaze u rat Izraelom ako Izrael dobije svoj stav."
0:03:54,0:03:57,"Dakle, to je dinamika, po mom mišljenju, onoga što se događa."
0:03:58,0:04:07,Netanjahu želi rat u cijelom regiji jer vjeruje da ima učinkovitu kontrolu nad američkom politikom.
0:04:08,0:04:12,"On je taj koji dobiva pljesak u Washingtonu, a ne Biden."
0:04:13,0:04:20,I misli da može zaista odlučiti što će SAD učiniti u vojnom smislu.
0:04:20,0:04:27,Prošla je tjedan dana u UN-u hvalio se da Izrael ima snažnu ruku koja se proteže preko Bliskog istoka.
0:04:27,0:04:33,Ali Netanjahu je ili bio zabludan ili je govorio o Sjedinjenim Državama.
0:04:33,0:04:40,"I tako, možda nije bio zabludan, možda ima pravo da ima SAD u džepu."
0:04:41,0:04:42,Ali o tome je riječ.
0:04:43,0:04:49,Nedavno ste rekli da se izraelska ideologija genocida mora zaustaviti..
0:04:50,0:04:55,Je li moguće vratiti mir na ovom mjestu u konfliktu i tko može to učiniti?
0:04:55,0:04:59,Može li UN učiniti više da bi se u ovom području vratio mir?
0:05:00,0:05:15,"Pa, mir bi mogao doći u oko 100 minuta ako bi predsjednik Sjedinjenih Američkih Država rekao Primjeru Izraela da je vaš rat završen, da ćemo krenuti u drugom smjeru."
0:05:15,0:05:18,To se neće dogoditi s Bidenom.
0:05:19,0:05:25,Moguće je da se neće dogoditi zbog moći.
0:05:26,0:05:31,"Izraelski lobisti, što me šokira, ali to bi se trebalo dogoditi i moglo bi se dogoditi."
0:05:32,0:05:34,U prošlosti se to dogodilo.
0:05:34,0:05:36,"Znate, 1956."
