Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:12,0:00:14,Počinje podcast Mrežnica.
0:00:14,0:00:15,Bliski istok gori.
0:00:16,0:00:18,Sve češće čujemo riječ nuklearno.
0:00:19,0:00:24,Svjedočimo li danima koji će obilježiti povijest našeg planeta?
0:00:25,0:00:33,"Možda malo onako dramatičan uvod, ali nimalo dramatičan s obzirom na situaciju i ožujak 2026."
0:00:33,0:00:35,godine u kojem jesmo.
0:00:35,0:00:44,"Naš današnji gost, vojni strateg, admiral Hrvatske vojske, čovjek koji promišlja sve na geostrateškoj razini, admiral Davor Domazet Lošao, gospodine Lošao, poštovanje."
0:00:45,0:00:51,"Hvala vama, veliko poštovanje i drago mi je da smo se evo našli u ovome studiju i da malo progovorimo jer ljudi traže."
0:00:52,0:00:53,Traže i to jako.
0:00:54,0:00:57,"Traže neutralno, objektivno i traže znanje."
0:00:57,0:01:04,"Admirale, je li rat u Iranu samo jedan u nizu ratova ili velika prekretnica u povijesti čovječanstva?"
0:01:05,0:01:08,Jedan od rata u ovoj prekretnici.
0:01:08,0:01:16,"Dakle, već smo mi u emisijama pod kasmarešince, prije svega, Najavili su na neki način sve ovo što će biti."
0:01:17,0:01:28,"Mi smo u podkastu Mrežnica govorili o tih 500 godina, Feniksovih 500 godina, da svako 500 godina dolazi veliki tektonski geopolitički preokret."
0:01:29,0:01:32,"I evo, on se sada događa nakon 500 godina."
0:01:35,0:01:44,"Prije 500 godina bio je otkriće Amerike, odnosno humanizam i renesansa, kada je krenulo kolonijalni sustav."
0:01:44,0:01:51,"Sada se nakon tih 500 godina ruši kolonijalni sustav i nastaće nešto novo, ono već nastaje tu."
0:01:52,0:02:08,"Govorili smo od toga da će ratovi biti mnogi, velike krize, jedan od velikih ratova, ako da se samo prisjećam gledatelje, bit će Bliski Istok, odnosno, pobliže Iran, evo i on se sada dogodio."
0:02:08,0:02:30,"Govorili smo o tome o novim doktrinama ratovanja, govorili smo o šest dimenziji rata, ratu mreža ili rojeva, sada se samo govori o rojevima, ono je sad primijenjeno šest dimenzija rata rojeva, poglavito od strane Irana u ovome ratu između Izraela i Amerike s jedne i Irana s druge strane za sada."
0:02:31,0:02:33,I mnogo toga smo govorili.
0:02:33,0:02:40,"Govorili smo o okultnoj oligarhiji, ako sad ne mogu vidjeti koja je okultna oligarhija onda neće nikada."
0:02:40,0:02:49,Oličenje toga okultne oligarhije o kojoj smo mi govorili je ovaj Epstein i ovo što se događa.
0:02:50,0:02:59,"On je bio preko kojega su cijenjeni svi ili mnogi bolje ispravnije rečeno političari u Europi, ne samo u Europi nego u Americi."
0:02:59,0:03:07,"Dakle, granja dekretkadencija zapadne civilizacije nije to uopće ni civilizacija, civilizacija su neke druge zemlje."
0:03:08,0:04:08,"Znam da sam osamnaest godine, dvije tisuće osamnaest godine imao nekoliko predavanja u vrijeme generala dok je krstiče dok je bio ministar obrane za sve visoke dužnosnike ministarstva i glavnog stožera u tom sam predavanju dakle prije osam godina naznačio da na zapadu postoji mišljenje strateško gdje su sve te mijenjanje unipolarnoga svijeta sve ti ratovi sve te krize, sve te ideologije, poglavito ove tri plus četvrta, dakle fašizam, nacizam, komunizam i militanti liberalizam koji je poharali zapadni svijet, će dovesti, nakon toga svega su zaključili da su ostala tri carstva, carstva, to je rusko, kinesko i perzijsko carstvo, dakle iransko, tu se može dodati i tursko carstvo, dakle to je na neki način civilizacija."
0:04:08,0:04:13,I došlo je vrijeme rata anticivilizacije protiv civilizacije.
0:04:14,0:04:23,"Dakle, to su ta današnja vremena u kojima nažalost, a to smo već naznačili u emisijama prethodni će biti slijedni ratovi."
0:04:23,0:04:37,"Govorili smo o determiniranome kaosu kao bitno u kojem je jedno, prvo načelo glasi da ta determinirani kaos, ta igra kako oni kažu mora neprekidno teći, ona ne smije stati."
0:04:38,0:04:42,"Govorili smo o drugom načelu, to je proizvodnja konstruktivnih incidenata."
0:04:43,0:04:53,"Imamo neprekidnu proizvodnju incidenta i svi su incidenti, poglavito recimo Hrvatska sa unutarnjom agresijom i to smo govorili ima neprekidno konstruktivne incidente."
0:04:54,0:05:22,"Dakle, to su sve okviri koji su sada, dolazimo do onoga pojma u kojem, to već idemo u područje eskatologije, eskatološkoj, dakle posljednja vremena, recimo, nazovimo to figurativno da bi ne bi u doslovnom smislu shvatili kao takvoga, u kojem ima zlo s jedne strane, dakle to su na neki način arhimanska vremena i ima sa druge strane dobro."
0:05:22,0:05:35,"Uvijek se postavlja pitanje tko će pobjediti dobro i zlo, uvijek se u konačnici za nas kršćane zna se tko je pobjednik, zadnji pobjednik će biti golgovski pobjednik a to je Krist."
0:05:36,0:05:40,"Dakle u mnogim malim, međutim kroz to treba puno toga proći."
0:05:40,0:06:08,"Ono što smo i tu u svom uvodu završavam, smo rekli da je dvadeset pet godina što sam napisao u knjizi gospodara kaosa prije dvadeset jedan g da će biti kršenje do toga svega što smo nabrojili a da će od dvadeset šest ići razrješenje a i razrješenje jasno smo naglasili u nekoliko emisija da to može biti i veliki rat, ali ide se put u razrješenje tog stanja tih petsto godina penixovih."
0:06:09,0:06:38,"Admirale, znam samo da što god da ste do sad govorili u podcastima mrežnica brže ili malo kasnije se obistinilo, ispostavilo se točnim, neću vas zvati nikakvim nostradamusom jer to mi je malo onako, ali kad kao vojni strateg promišljate sada o svemu što se događa na Bliskom istoku, počelo je dvadeset osam veljače zašto je zapravo buknuo taj rat ja vas drukčije postavljam pitajte zašto je dvad 28."
0:06:39,0:06:43,"Evo recimo, dragi gledatelji, zašto je 28."
0:06:44,0:06:46,Kakav je događaj bio 28.
0:06:47,0:06:48,veljače?
0:06:49,0:07:07,"U Americi ima pametnih ljudi, ima izuzetno pametnih ljudi koji prate sve to i pet, šest dana prije početka napada izraelsko-američkoga na Iran, on je čovjek obznanio da će biti napad 28."
0:07:07,0:07:12,i on se dogodio i poslije ga pitaju pa dobro kako ste vi to znali da je 28.
0:07:12,0:07:49,"evo on govori ovako, ima nešto što se zove planetarna parada, a tog dvadeset osam su šest planeta vide se istodobno u istome trenutku na istoj liniji tu je još plus mjesec samo jednoga planeta se ne vidi koji je to planet mars a što je mars bog rata evo sve to dakle oni sve rade u tome što hoćete reći da rade sve u simbolici jer je to okultizam ljudi ne kuže ne mogu ni shvatiti što znači okultističkoj simbolici Smi se tome, znate?"
0:07:50,0:07:50,Smi se.
0:07:51,0:07:54,"Znam, ja to je teorija urote, teorija ovoga i to teorija urote."
0:07:55,0:08:01,"Teorija urote je nastala, dragi moji gledatelji, onog trenutka kada je ubijen Kennedy."
0:08:02,0:08:29,"A Kennedy je, predsjednik SAD-a ubijen zbog toga jer su Federalne rezerve privatna tiskalnica novca koji kontroliraju ovo i upravo što sada financiraju i vodi ovaj rat u Iranu, to su ti, a on je prebacio taj novac da tiska država na kojemu je on čelio kao predsjednik, onda je on ubijen, a prethodno prije toga je bio i ubijen Lincoln puno vremena prije to istog razloga."
0:08:30,0:08:45,E onda da se ne bi otkrivalo tko stoji iza njegovog ubojstva onda su izmislili pojam teorije urote i onda ti prilijep etiketu teorije urote i ti kada otkrivaš njihove planove najlakše te tuči da reče ti si teoretičar urota i gotovo nekakav čudak.
0:08:45,0:08:46,Malo si ljudska.
0:08:46,0:08:48,"Da, da pa tako i je to oni razmišljaju."
0:08:48,0:09:00,"Nažalost, stacionirat još jednog američkoga predsjednika, teo da Roosevelt je rekao doslovno ovako da sve što se događa u politici odnosno u geopolitici je negdje i planirano."
0:09:01,0:09:03,Svagdje postoji plan.
0:09:04,0:09:09,"Ovisi od tebe, ljudi da otkrivaju ili ne otkrivaju te planove."
0:09:09,0:09:19,"Ako ti planove njihove, a to su Arhiman služe Arhimanu ili zlu, su, ovaj, lepite etiketu teoretičar urote."
0:09:20,0:09:22,I to je njihovo moćno oružje.
0:09:22,0:09:25,"Pa imaš danas to neprekidno, ta teorija urote neprekidno vlada."
0:09:26,0:09:28,"Čim čovjek počne nešto govoriti, onda si teoretičar urote."
0:09:29,0:09:30,U pandemiji si bio antivakser.
0:09:31,0:09:34,"Dakle, prilijepite etiketu, danas su Hrvati svi ustaše."
0:09:35,0:09:40,"Evo nas zove u studiju po ovim kriterijimaima smo mi ustaše, jedna ustaša, jedan ustaša."
0:09:40,0:09:55,"Evo jednostavno tako gledajući, pa ne, pa to je kod njih to je narativ, to je sotonski jer sotonizam dominira, sotonizam danas dominira i oni hoće uspostaviti apsolutno svoje kraljevstvo i zato su krenuli na juriš na kršćanstvo."
0:09:56,0:10:03,"Pa Europa je isprasila svoj kršćanski narativ, svoju kršćansku civilizaciju i zato je došla ovdje gdje nije nigdje došla."
0:10:04,0:10:11,"E oni sada hoće to napraviti u islamu, prije svega u šiiskome dijelu islama i o tome ćemo nešto reći."
0:10:12,0:10:50,Rekli ste znači dvadeset osamdvije nije slučajan kao što niti iran nije slučajan ali zašto onda admirale koji je zapravo cilj tog napada na iran je vojni strateški evo sad je takar takar takar karlson evo mi danas može se pročitati itede on je govorio ovo što je u prijeporu na svaki koji malo razmišlja vidi to je to je uspostava velikoga izraela velika je izrael i da bi se on uspostavio mora biti ispunjeno tri uvjeta.
0:10:51,0:10:56,"Po tom njihovom gledanju, ja govorim o njihovom planu, ovo je plan dugoročno pripremljen, dugoročno."
0:10:57,0:11:14,Najmanje od prve polovine devetnaest stoljeća kada je u Englesku okupantna oligarhija prvi put odnosno javno ona je postala javno iznijela tezu da treba stvoriti Izraelsku državu na području Palestine.
0:11:15,0:11:32,"U to vrijeme kada je ta ideja izišla u vidjelo javno obznanje, notabene, dakle brojka točno, činjenice na području tada današnjega Izraela živjelo je brojkom jasno tristo tisuća stanovnika."
0:11:33,0:12:07,"Od tih tristo tisuća stanovnika dvjesto sedamdeset tisuća bili su palestinci dakle muslimani dvadeset posto bili su pravoslavno grčki i deset posto deset pa ne dvadeset tisuća i deset tisuća je bilo sefarda židova dakle potomaka biblijskih židova nije bilo ni jednoga hazara dakle židova koji nisu potomci biblijskih Židova, nisu Semiti jednostavno rečeno."
0:12:07,0:12:15,"Prema tome, to govori koliko je ta ideja što je trebalo, trebalo je potpuno isprijesnuti taj prostor da bi se stvorila država."
0:12:15,0:12:26,"Tri su uvjeta da se dođe kako oni gledaju, kako oni gledaju Mesija, dakle da bi on došao."
0:12:26,0:12:30,"Prvi je uvjet da se stvori Izraelska država, je li stvorena?"
0:12:30,0:12:47,"četrnaest četrdeset osam godine prije toga je bila palestina prvi svjetski rat to je isto dio tog istoga plana, se cijela Palestina došla pod jurisdikciju Velike Britanije i tada će se krenuti u stvaranje Izraelske države."
0:12:48,0:12:53,Drugi uvjet je da Južni Zeland postane glavni grad Izraela.
0:12:54,0:12:57,U kojem je vrijeme Južni Zeland proglašen glavnim gradom Izraela?
0:12:57,0:12:59,Za kojeg američkog predsjednika?
0:12:59,0:13:04,"U prošlom mandatu Trumpa, jer vam sada mnogo jasnije."
0:13:06,0:13:09,I treći je uvjet da se izgradi ponovo novi Hram.
0:13:09,0:13:34,"Kada je već spomenuti, take, Karlsruhe, rekao o tome da je to ovaj cijeli rad da se izgradi, sruši Alaksa, ljudi to ne znaju, ono je sve potkopano doli, ne bi me iznenadilo da se to iz neka raketa pogodi Alaksu, to se sve uruši ili eksplozivom ne znam već kako, bolesnim ovim i svašta smisli, a onda za to bude optužen Iran."
0:13:35,0:13:43,"Dakle, ovdje mi razgovaramo ne na ovoj materijalnoj razini, razgovaramo i na njoj, nego razgovaramo na duhovnoj razini."
0:13:44,0:13:46,Ovdje je pitanje dobra i zla.
0:13:47,0:13:54,"Zato sam uporabil riječ eskapologija je, dakle posljednja vremena, jesu li ili nisu, odgovorit ćemo tijekom emisije."
0:13:54,0:13:56,"Dakle, to je njihov plan."
0:13:57,0:14:14,"A da bi se stvorio veliki Izrael, a u Bibliji stoji, odnosno u Bibliji ispravnije rečeno u Starom zavjetu, stoji da je to Izrael između dvije velike rijeke, a te dvije velike rijeke su Nil i ta velika rijeka druga Eufrat."
