Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:01,0:00:16,"Drage učenice i učenici, drage profesorice i profesori, u ime haenbea i hrvatskog debatnog društva želim vam iskrenu i toplu dobrodošlicu na sedmu veliku učeničku debatu."
0:00:17,0:00:25,Naslov današnje debate je treba li se o našoj financijskoj budućnosti brinuti sustav ili to moramo činiti sami.
0:00:26,0:00:47,"U okrugloj dvorani zgrade haenbea arhitektonskom remek dijelu autora Viktora Kovačića žustro će debatirati članovi hrvatskog debatnog društva, a pridružilo im se gotovo dvjesto srednjoškolaca i profesora iz sedamnaest škola iz petnaest hrvatskih gradova."
0:00:48,0:01:00,"Zagreb, Dubrovnik, Vukovar Županja, Virovitica Čakovec, Glina, Knin Zadar, Vrgorac, Ploče, Split Krk, Labini i Otočac."
0:01:00,0:01:03,Još jednom dobrodošlica svima.
0:01:14,0:01:30,"U ime haenbea vaš današnji domaćin je viceguverner Bojan Fras, a kasnije će nam se pridružiti i guverner haenbea gospodin Boris Vujčić koji zbog nažalost drugih obaveza ne može biti od samog početka sa nama."
0:01:31,0:01:40,U ime haenbea željela bih posebno zahvaliti i Hrvatskom debatnom društvu s kojim već sedam puta oblikujemo ovu debatu.
0:01:41,0:01:50,"Dozvolite mi i da pozdravim i posebnog gosta odnosno novog sudionika našeg današnjeg događaja gospodina Tonija Miluna, profesora."
0:01:59,0:02:10,es obzirom na pljesak rekla bih uvaženog profesora matematike i financijskog blogera koji će danas sa nama nakon završene debate podijeliti svoje dojmove i zaključke.
0:02:12,0:02:20,Kada je haenbe prije sedam godina krenula sa ovim projektom tema financijske pismenosti u Hrvatskoj bila je znatno tiša.
0:02:20,0:02:36,"Umeđu vremenu je trudom brojnih dionika i vas profesora, cjelokupna javnost postala osviještenija o važnosti znanja o financijama, kako osobnim, tako i ekonomskim kategorijama na temelju kojih se formiraju i politike."
0:02:37,0:02:41,A mi se nadamo da je i ova debata kamenčić u tom poboljšanom mozaiku.
0:02:42,0:02:54,U tom smislu uvijek brinemo i da snimka cjelokupne debate bude dostupna na YouTube kanalu haenbea kako bi i oni koji nisu danas sa nama mogli imati koristi od ove rasprave.
0:02:55,0:03:00,"U publici koja ravnopravno sudjeluje u debati, danas su s nama sljedeće škole."
0:03:02,0:03:48,"Hoteljersko turistička škola Zagreb, petnaesta gimnazija iz Zagreba, druga gimnazija iz Zagreba, biskupijska klasična gimnazija Ruđera Boškovića iz Dubrovnika, srednja škola Andrije Kačića Miošića iz Ploča, srednja škola Tina Ujevića iz Vrgovca, prirodoslovna škola Split, srednja škola Lovre Montija Knin, gimnazija Vladimira Nazora Zadar, gimnazija iz Vukovara, gimnazija Županja, strukovna škola Virovitica, gimnazija Josip Slovenskokog Čakovec, Srednja škola Glina, Srednja škola Hrvatski kralj Zvonimir Iskrka, Srednja škola Mate Blažine Labin te Srednja škola Otočac."
0:03:48,0:03:50,Molim veliki pljesak za sve vas.
0:03:58,0:04:03,"A sada bih riječ dala našem domaćinu, viceguverneru Bojanu Frasu."
0:04:03,0:04:04,Hvala.
0:04:07,0:04:08,Hvala Ana.
0:04:10,0:04:11,Hvala svima što ste došli.
0:04:11,0:04:15,"Sjajno vas je opet vidjeti u punom formatu, znači dvjesto plus ljudi."
0:04:17,0:04:24,"Ovo je sedma po redu, kao što je rekla kolegica Ana, učenička debata, međutim ovo je osmi put da je nastojimo organizirati."
0:04:24,0:04:24,Zašto?
0:04:25,0:05:36,"Zbog toga što smo sa učeničkom debatom započeli dvije tisuće šesnaest godine imali smo jednu pauzu znači za vrijeme pandemije covida dvije tisuće dvadeset godine nismo mogli održati ali zapravo je ovo sedma po redu ali osmi put da nastojimo organizirati debatu ova debata je dakle po mnogo čemu različita ali ista u odnosu na one ranije različita je po tome dakle što se prvi puta susrećemo zajedno u punom formatu, dvjesto i više ljudi, učenika i profesora, prvi puta nakon covid pandemije, prvi puta organiziramo debatu u ponedjeljak, a ne u petak zbog određenih logističkih razloga, prvi puta je organiziramo ne koncem mjeseca ožujka za vrijeme trajanja Europskog i Svjetskog tjedna novca kao središnji događaj obilježavanja aktivnosti koje haenbe provodi za vrijeme tog tjedna, već je organiziramo koncem odnosno drugoj polovini svibnja između ostalog zbog toga što su naše aktivnosti HBOR-a vezano za financijsku edukaciju, bolje ih je zapravo prikazati izvan tjedna novca, su one cjelogodišnje i kontinuirane."
0:05:37,0:05:52,"Novina je normalno i uključivanje gospodina Tonija Miluna, to je profesor matematike za kojeg sam do sada čuo da je dobio ikada najveći pljesak i nas veseli da smo mi sudjelovali u tome odnosno Hrvatska narodna banka je dobio tako veliki pljesak."
0:05:53,0:06:05,"Ono što je isto je doista najznačajnije za ovu veliku učeničku debatu, to je da je to debata srednjoškolaca, naših debatanata ovdje, HBOR-a Tanato ovdje iz Hrvatskog debatnog društva za srednje školce."
0:06:05,0:06:14,"Dakle, pretpostavljamo da ćete imati i debatanti i vi u publici isti jezik i isto razumijevanje pojedinih pojmova koji će se ovdje razmatrati."
0:06:14,0:06:36,"Također, debatom želimo potaknuti sve vas ovdje u dvorani, a kasnije i one koji će se uključiti na YouTube kanal snimku ove debate da počnete promišljati o financijskim temama koje su vam zapravo u stvarnom životu iza ugla i za koju godinu i vi ćete kao i vaši roditelji, vaši djedovi i bake, susjedi i prijatelji njihovi biti prisiljeni početi se baviti ovim temama."
0:06:36,0:06:45,Znate Znatan dio aktivnosti u području financijske edukacije koje provodi haenbe upravo je usmjeren na vas mlađe naraštaje.
0:06:45,0:06:46,Zbog čega?
