Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:16,0:01:04,"Bože, oče, u ovome slavljanju želim gledati u tebe, želim biti s tobom, želim biti tvoje dijete, želim primiti tvoju ljubav., želim osjetiti tvoj zagrljaj, želim ti dati hvalu i slavu i čast koja ti pripada, hvala ti na Duhu Svetom koji je u nama, koji u nama kliče Aba Oče, koji nam pomaže u slavljenju, koji nam pomaže u molitvi."
0:01:07,0:01:16,"Hvala ti duše Sveti, vodi nas, vodi nas dok slavimo, vodi nas dok molimo, dok prebivamo u O ovoj ljubavi."
0:01:33,0:01:40,Ti si pripravio hvalu na usta djece svoje.
0:02:02,0:04:03,Ti si pripravio hvalu na us usta djece svoje.
0:06:41,0:06:48,"Bože, dajem ti hvala za sve milosti i blagoslove koje si učinio u mom životu."
0:06:52,0:06:57,Sada se želim sjetiti i zahvaliti ti za sve i dati ti slavu i čast.
0:07:00,0:07:26,"Hvala ti na milosti krištenja, milosti obraćenja, novog života, hvala ti na darovima Duha Svetoga, na njegovim plodovima, hvala ti na posvetnoj milosti, hvala ti što si me vodio, što me nikada nisi ostavio, hvala ti što si uvijek bio uz mene i kad je bilo lijepo i kad je bilo teško."
0:07:30,0:07:38,Hvala ti za sve križeve moga života i što sve činiš novo i što u svemu izvodiš na dobro.
0:07:41,0:07:49,"Posebno onda kada te ja dozivam i kad sam te dozivao, nikad se nisi oglušio na moju molitvu gospodine."
0:07:53,0:08:07,"Hvala ti što si me tješio, hrabrio, izgrađivao, što si me volio u vječnom ljubavlju i na način na koji ja to nikad ne bi možda htio, ali ti si znao što je dobro za mene."
0:08:09,0:08:24,"Hvala ti što si ti otac koji ljubi na najbolji mogući način i što si vjeran u svoju ljubav i što ne mijenjaš svoje naume, što je tvoja ljubav uvijek jednaka."
0:08:27,0:08:33,"Hvala ti na milosti posljednjstva, što si me primio kao svoje dijete."
0:08:37,0:08:44,"Hvala ti za obitelj, za prijatelje, za sve materijalne stvari, sve što si mi kroz život dao."
0:08:47,0:08:55,"Hvala ti za snagu s kojom sam kročio kroz život, što sam sladao sve prepreke koje je život donio pred mene."
0:08:58,0:09:02,Hvala ti što znam da si ti bio tamo i da si ti bio taj koji me osnažio.
0:09:05,0:09:08,Ti si vrijedan svake hvale i zato te slavimo.
0:10:31,0:10:35,"Tebe gledam, suli, poduzijaj."
0:10:38,0:10:49,"Tebe gledam, tebe gledam, tebe gledam, kralja Vjekova."
0:10:53,0:11:04,"Tebe slavim, tebe slavim, tebe slavim, veličanstven si."
0:13:45,0:13:46,"I so se ti, si predivan."
0:13:51,0:14:10,"Hvala ti što po onome što si ti učinio za nas, mi imamo pristup Ocu da ga možemo u duhu istini slaviti i častiti, da mu možemo gledati moć i slavu, da možemo biti baštinici."
0:14:11,0:14:16,"Te moći i slave koju otac ima, koju nas je otac zaogrnuo po tebi."
0:14:20,0:14:21,Hvala ti na tome.
0:14:27,0:14:46,"Tebe slavim, tebe slavim, tebe slavim, tebe slavim."
0:15:40,0:15:49,Hvala ti Bože što sam nakon toliko lutanja pronašao tebe.
0:15:54,0:15:58,"Jer nigdje je sam tražio, nisam našao ono što imam u tebi."
0:16:02,0:16:04,Moja duša je tražila tebe.
0:16:08,0:16:14,"Hvala ti, Oče, što sam napokon našao razlog radosti i izvor radosti, izvor žive vode."
0:16:18,0:16:20,Hvala ti na ovoj milosti slavljenja.
0:16:23,0:16:27,Hvala ti što u njemu moja duša nalazi odmor i nalazi novu snagu.
0:16:30,0:16:47,"Kako je to jednostavno gledati u tebe, pjevati o tebi, slaviti te i častiti i to je dovoljno da bi moja duša našla mir."
0:16:51,0:17:01,"Hvala ti oče što ti odgovaraš na čežnje moga srca, ono je najdublje, ono je najveće."
0:17:06,0:17:14,"Hvala ti što sam stvoren tako čudesno, što me tvoja ruka oblikovala u majčinoj utrobi."
0:17:16,0:17:19,Hvala ti što si mi poznavao dane dok još ne bijesem nijednoga.
0:17:22,0:17:36,"Hvala ti što si me želio, što čezneš za mnom, za našim odnosom, što čezneš da moja duša prebiva u tebi i da te slavi i da ti se molim."
0:17:37,0:17:42,Ti tražiš moje srce i ono traži tebe.
0:17:44,0:17:47,Ti tražiš mene a ne moja djela.
0:17:52,0:18:09,"Zato ti hvala oče što si tako jednostavan i prekrasan, što je tako prekrasno biti s tobom i što je tako prekrasno biti u tvome domu i prebivati u tvojoj prisutnosti, biti tvoje dijete."
0:22:51,0:23:24,"Kraj sebi Gospodin, Jatrebaamte, Isa Motheba, Jatrebaamte, Kraj sebi Gospodin."
0:25:29,0:25:53,"Isus je i iz mla želim iz molitve predanja, predajem ti svoje srce, uzmega i da se smiri u tebi u potpunosti, predajem ti svoj život, svoju prošlost, svoju sredinu."
0:25:53,0:25:55,svoju sadašnjost i svoju budućnost.
0:26:00,0:26:03,"Sve je tvoje, gospodine, i sve pripada tebi."
0:26:06,0:26:15,"Ja želim biti potpuno tvoj i živjeti u tvome gospodstvu, u tvojoj zaštiti, u tvome kraljevstvu."
