Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:28,"Ako smo istinoljubivi, istinoljubivi, pretpoznajemo da postoji nešto iznad, nešto što nadilazi, transcendentira svemir, energija, kako god to mi nazivali, dakle da, jer smo ograničeni, jer ovaj svijet je ranjen, krhak, slomljiv."
0:00:29,0:00:38,"I nekakva, ja mislim da prirodna intuicija je da postoji nešto što sve to nadilazi, nešto što je izvan, nešto što je počelo."
0:00:38,0:00:45,"čelo, pokretač, dakle u tom smislu ja bih rekao da je to Bog."
0:00:47,0:01:14,"Za kršćane Bog je onda i osoba konkretna, to je neka specifičnost kršćanstva, taj svemir, energija, punina, ekstrem, totalna nepoznanica postaje čovjekom i full živi to čovječanstvo, barem to ono što u kršćanstvu se vjeruje."
0:01:16,0:01:19,"I to je ono što je specifično kršćanstvo, nasma drugim religijama."
0:01:19,0:01:37,"Sam Bog postaje čovjekom i onda još što je još luđe da je ono, biva kao ono, kao savršen čovjek, biva ubijen, mučen, ubijen, umire i onda još luđe, uskrsnuće to."
0:01:38,0:02:00,"Dakle, to je ono tko je Bog za mene ili za kršćane, dakle konkretan čovjek koji je u isto vrijeme i Bog, njegove te riječi, djela, postupci, komunikacija koji ukazuju na onog transcendentnog Boga?"
0:02:01,0:02:06,"Vidite, nikad nisam razmišljao o tome na ovaj način."
0:02:07,0:02:28,"Znači, rekao si sve ono što je nama nepoznato, što je puno veće od nas, svemir, energija itede je postalo čovjekom kroz Isusa, živilo ovo zemaljskim životom, mučeno, ubijeno, uskrsnulo."
0:02:30,0:02:35,"Super, zanimljiva perspektiva recimo u kojoj nisam razmišljao do sada na taj način."
0:02:38,0:02:46,"Da li nam možeš objasniti možda onu klasičnu definiciju Boga, otac, sin i duh svetik?"
0:02:47,0:02:55,"Kako to, da li je to, ja sve pokušavam shvatiti sa glavom, pokušavam i sa srcem, trudim se, ali možda još uvijek nisam došao do te razine."
0:02:57,0:02:59,Na koji način ti to doživljavaš?
0:02:59,0:03:04,"Da li je to za tebe nekakva metafora, da li je to egzaktna istina?"
