Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:06,"Gospodine Kolakušić, američki predsjednik Donald Trump jučer je objavio novu američku strategiju nacionalne sigurnosti."
0:00:06,0:00:12,Možemo li ovu strategiju proglasiti najvažnijim svjetskim dokumentom u posljednjih pola stoljeća?
0:00:13,0:00:13,Svakako.
0:00:13,0:00:29,Znači ovdje se radi o dokumentu kojim se u potpunosti mijenja doktrina i strategije nacionalne sigurnosti i odnos Sjedinjenih američkih država prema unutra i prema ostatku svijeta.
0:00:29,0:01:09,"Tu Trump vrlo precizno iznosi strategije i temeljna načela kojem smjeru idu Sjedinje američke države od danas pa nadalje, što očekuju od svojih saveznika u Europi i u svijetu i na koji način će se odnositi prema žarištima, prema sukobima itede Trump sada prvi puta uvodi pojam puta mira kojim se napušta put rata i kaže Sjedinje američke države mi više ne želimo i nećemo biti svjetski policajac."
0:01:09,0:01:30,"Što je bilo, bilo je, mi sada želimo od naših partnera da se mijenjaju odnos prema vlastitim regijama i da preuzmu odgovornost unutar vlastitih regija povećanjem njihove vojne moći i da zaboravljaju da smo mi, Sjedinjene američke države, onaj koji mora ratovati u cijelom svijetu."
0:01:30,0:01:32,To više neće biti.
0:01:33,0:01:37,Američka strategija koristi izuzetno teške riječi za stanje u Europi.
0:01:37,0:01:57,Navodi se da je udio europskog bedepea u svjetskom pao sa dvadeset pet na četrnaest posto od jedna tisuća devetsto devedeset do danas i da su europske politike ključni uzrok toga pada evo ga i sad imamo znači dio građana koji zagovara ovakve ekonomske politike i ovakve strateške politike EU.
0:01:58,0:02:25,Znači mi smo pali za deset posto u odnosu na ukupnom svjetskom bedepeu znate koliko smo mi pali u odnosu prema unutra najmanje duplo toliko ako ne i nekoliko puta više znači Trump u ovoj strategiji izričito opisuje europu kao europu koja ide u potpuni nestanak zašto?
0:02:25,0:02:32,Zato što je napustila sve civilizacijske dosege koji su Evropu činili velikom i snažnom.
0:02:33,0:02:34,Znači sve.
0:02:34,0:02:42,Znači Evropu opisuju kao totalitarnu tvorevinu u kojoj znači cenzura je postala glavni obrazac.
0:02:43,0:02:51,"Znači cenzura je postala temelj demokracije u EU, a cenzura nije temelj demokracije."
0:02:52,0:02:54,Cenzura je uništenje demokracije.
0:02:54,0:03:08,"Trump kaže ukoliko nastavite sa takvom cenzurom, vi ćete u potpunosti poništitištiti sve temeljne dosege koje su Evropu činile, znači koljevkom civilizacije i demokracije."
0:03:09,0:03:18,"Znači mi u potpunosti to napuštamo, Trump to vidi i kaže više nećemo podupirati vaše provođenje cenzure unutar same Europe."
0:03:18,0:03:38,"Trump kaže uvođenje imigracije, imigracije su uništile i Evropu i SAD, tome stajemo na put, nema više ilegalnih imigracija, tome se u potpunosti staje na put, a legalne imigracije je potrebno svesti na najmanju moguću vjeru."
0:03:39,0:03:57,Znači u toj direktno u toj strategiji Trump i Sjedinjene američke države govore da su desetljeća potpune slobode imigracija dovele do ekonomskog i potpunog nacionalnog kolapsa samih država.
0:03:57,0:04:07,"Znači kolapsa Sjedinjenih američkih država, kolapsa Njemačke, kolapsa Francuske i svih ostalih država unutar EU i ostatka Europe."
0:04:07,0:04:11,I da je tu potreban ogroman strateški zaokret.
0:04:12,0:04:15,Također se upozorava na mogući civilizacijski kolaps Europe.
0:04:16,0:04:21,Europsku uniju se opisuje kao nadnacionalno tijelo koje podriva političku slobodu i suverenitet.
0:04:22,0:04:28,Europski globalisti tvrde da time želi razjediniti Europu nasuprot Europskoj uniji kao monolitnoj strukturi.
0:04:28,0:04:32,Zašto je takva računica europskih političara zapravo netočna?
0:04:32,0:04:38,Pa zato Trump prvenstveno stavlja nacionalnu suverenost ispred svega.
0:04:38,0:04:48,"Znači nacionalnu suverenost Sjedinjenih američkih država, nacionalnu suverenost Japana, nacionalnu suverenost Hrvatske, nacionalnu sigurnost Italije, Španjolske."
0:04:49,0:05:01,Znači nacionalne države i suverene države su temelj društvenog poretka kao što su bile u doba mira i moraju biti ponovno.
0:05:02,0:05:28,Ovo stvaranje federalne države od EU koja se odriče svih temeljnih demokratskih vrijednosti je put kojim se više ne može nastaviti i kojeg Sjedinjene američke države više ni na koji način neće podupirati nego će Sjedinjene američke države podupirati nacionalnu i suverenu osviještenost svake pojedinačne države.
0:05:28,0:05:35,"To je znači zaokret od, potpuni zaokret, ne može biti većeg zaokreta."
0:05:35,0:05:45,"SAD civilizacijski kolaps Europe vidi u migracijskim politikama koje transformiraju kontinent i stvaraju sukobe, a nacionalni identitet se gubi kao i samopouzdanje."
0:05:45,0:05:51,EU mainstream političari odgovaraju da se radi o teoriji zavjere i da nema nikakve zamjene stanovništva u Europi.
0:05:52,0:05:56,"Pa naravno, znači ti teoretičari, to su pravi teoretičari zavjere."
0:05:56,0:05:59,Gdje možemo pročitati najviše teorija zavjere?
0:05:59,0:06:05,"U mainstream medijima, gdje se potpune neistine iznose kao neke činjenice."
0:06:05,0:06:44,"Sada oni kažu, znači imamo službene podatke iz Eurostata, on kaže deset posto stanovništva EU nije iz država članica EU znači deset posto u svega jedno desetljeće s obzirom na znači na demografsku strukturu gdje znači tradicionalni narodi europe imaju deficit demografski a dok novo useljeni stanovnici imaju znači eksponencijalni rast s obzirom da je u obiteljima imigranata normalno imati po desetero djece, a dok je kod starijih naroda jedno ili nijedno dijete."
0:06:44,0:06:47,Pa evo što će biti za desetak godina?
0:06:47,0:07:15,Neće više deset posto nego dvadeset posto za dvadeset godina to će biti trideset pet posto znači sad vam netko kaže da to nije istina da se mijenja demografska struktura znači promjeni demografske strukture s obzirom da tu dolazi i do novih religija znači većina novih useljenika i stanovnika u eu su državljani su građani koji imaju muslimansku vjeroispovijest.
0:07:15,0:07:20,"Znači tu se u potpunosti sve mijenja, pogledi, sve se mijenja."
0:07:21,0:07:31,"I jednostavno te činjenice koje oni navode da Trump plaši, jednostavno su neistinite, a ono što tvrdi Trump se bazira na statističkim podacima."
0:07:32,0:07:47,"U dokumentu se navodi da se Trumpova administracija sukobila s europskim dužnosnicima koji imaju nerealna očekivanja od rata u Ukrajini, da Europu vode nestabilne manjinske vlade od kojih mnoge krše osnovna demokratska načela kako bi suzbile opoziciju."
