Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:01,0:00:04,Europski izbori 2024.
0:00:04,0:00:05,predstavljanja kandidata.
0:00:07,0:00:09,"Poštovani slušatelji, dobro vam jutro."
0:00:09,0:00:14,U našem programu vrijeme je za predstavljanje lista i kandidata za evropske izbore.
0:00:14,0:00:18,"Sa mnom u studiju je Mislav Kolakušić, nositelj liste Pravo i Pravda."
0:00:19,0:00:20,"Dobro jutro, dobrodošli."
0:00:20,0:00:20,Dobro jutro.
0:00:21,0:00:25,"Gospodine Kolakušiću, vi ste u kampanji evo za drugi mandat u Evropskom parlamentu."
0:00:26,0:00:28,Što su najvažnije točke vašeg programa?
0:00:29,0:00:39,"Pravo i Pravda u ovom trenutku ima dva zastupnika u Europskom parlamentu i možemo reći da smo treća europarlamentarna stranka u Hrvatskoj, to su Ivan Vilibor Sinčić i ja."
0:00:39,0:01:05,Ankete nam sada daju četiri posto prošli put su mi davale trišesdeset dobili smo osam dakle ja vjerujem da ćemo nas dvojica ponovno biti izabrani u erha i da ćemo imati dva mandata što je naš glavni program i po čemu smo ivan i ja bili prepoznatljivi ne samo u hrvatskoj nego i u cijelom svijetu ivan i ja smo znači zajedno imamo pregleda nekoliko stotina milijuna.
0:01:06,0:01:17,"Znači naši govori, moj najpoznatiji govor kada sam se obratio Macronu imao pedeset milijuna pregleda ukupno na YouTube-u i najviše je to u biti na TikToku i Facebooku."
0:01:18,0:01:18,Zašto?
0:01:19,0:01:28,Zato što smo mi govorili u Europskom parlamentu sve ono što mi mislimo i što misli većina građana koja štuje normalno i tradicionalno.
0:01:29,0:01:35,"Znači ono što je postojalo nekoliko tisuća godina, a prvenstveno zdrav razum u svakom pitanju."
0:01:35,0:01:47,"Znači da li je to pitanje lockdowna, da li je bilo pitanje pandemije, da li je bilo pitanje rata u Ukrajini, mi smo uvijek zastupali zdrav razum i ono što nalažu činjenice."
0:01:47,0:01:57,"Ostali nažalost većina zastupnika u Europskom parlamentu, vi ne znate iz koje to stranke, samo znači prepričavanje jednih te istih rečenica."
0:01:58,0:02:19,"Znači ono što im njihove grupacije daju, oni to na traci njih trideset i četrdeset o svakoj temi pročita a to je jednostavno nevjerojatno mi smo uvijek govorili znači konkretno važno i snažno o apsolutno svim pitanjima i to ćemo raditi i dalje u prošlom sazivu bili ste neovisni hoće li tako biti i u drugom mandatu i zašto?"
0:02:19,0:02:39,Pa najvjerojatnije će biti i dalje zbog toga što kao nezavisni smo imali puno veću priliku i mogućnost djelovanja i govora ivan i ja smo znači imali svaki po pet govora na sjednici dok su naši naši kolege iz esdepea i hadezea možda jedanput ili na svakoj drugoj ili trećoj sjednici dobili priliku govoriti samo jednom.
0:02:39,0:02:43,Znači omjer je pet puta smo mi više govorili nego naši kolege.
0:02:43,0:02:46,A govor je ono što oporbeni političar ima.
0:02:46,0:02:50,Znači govoriti i otkrivati detalje pojedinih zakona.
0:02:50,0:02:59,"Svaki zakon se može nazvati a to je Zakon o zaštiti ovih ili onih skupina, mi ćemo pomoći potrošačima."
0:03:00,0:03:03,Ali većina zakona u sebi krije interese korporacije.
0:03:04,0:03:06,Tako naprimjer univerzalni punjač.
0:03:07,0:03:08,Šta to znači?
0:03:08,0:03:09,To zvuči sve na super.
0:03:09,0:03:16,"Ne moramo više kupovati odnosno ne moramo više imati deset kablova, sad ćemo imati samo jedan kabl pa ćemo sve puni."
0:03:16,0:03:20,"Međutim, zašto je donesen takav zakon?"
0:03:20,0:03:28,Zato što su proizvođači lobirali jer sada više niti jedan proizvođač ne isporučuje nikakav punjač uz mobitel.
0:03:29,0:03:49,"Znači milijardu mobitela će se prodati u slijedećim godinama, pedeset eura košta jedan punjač, to je pedeset milijardi eura u džepu proizvođača, a to se predstavlja kao super, e pa nije super, meni bi bilo super da dobijem punjač i s druge strane bi mi bilo super da se ti punjači razvijaju."
0:03:49,0:03:56,Znači mi smo sad u potpunosti zaustavili industrijski razvoj kablova.
0:03:56,0:04:06,"To zamislite da je u doba Edisona i Tesle, a nema, samo istosmjerna struja, gotovo, nećemo mi se zezati, gdje bismo mi bili?"
0:04:06,0:04:07,Nigdje.
0:04:07,0:04:08,Tako je i ovo.
0:04:08,0:04:16,"Ista stvar je naprimjer od ovoga kad se govori o da se proizvodi više ne smiju kvariti, to zvuči onako super."
0:04:16,0:04:17,A šta je to zapravo?
0:04:18,0:04:18,Šta se događa?
0:04:18,0:04:20,I to građani vide sada već.
0:04:20,0:04:33,"Vi kad ste prije kupili veš mašinu, televizor i ona vam dođe neispravna, vi odete u dućan, lijepo kažete im televizor je neispravan, oni kažu da stvarno neispravan, izvolite novi, sad tog više nema, tog više nema."
0:04:34,0:04:42,"Vaša pedlica ili vaš televizor mogu biti šest mjeseci na popravku, dakle vi ste platili proizvod kojeg ne morate mjesecima dobiti."
0:04:42,0:04:47,"Znači treba otkrivati istine u svakom zakonu, to je ključ."
