Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:06,"Poštovani gledatelji, u studiju Europskoga parlamenta razgovaramo s nezavisnim zastupnikom Mislavom Kolakušićem."
0:00:06,0:00:20,"Evo prije petnaest mjeseci, upravo ste ovdje na ovom mjestu bili poprilično kritični vezano uz pandemiju bolesti coviddevetnaest rekli ste da se započinje s kampanjom širenja straha."
0:00:20,0:00:30,"Umeđu vremenu ste dosta istraživali, osobito pravnu utemeljenost mjera, zatim statistike te medijsko praćenje i danas ste čini mi se još i kritičniji."
0:00:30,0:00:30,Zbog čega?
0:00:31,0:00:33,Zato što se nažalost ništa nije promijenilo.
0:00:34,0:00:45,"Cijela priča, cijela pandemijska priča bazira se na lažima, neistinama i zabludama koje se na naturaju u apsolutno svim mainstream medijima na apsolutno isti način."
0:00:46,0:00:54,"Imamo Mickey Mouse, znači mjere stožera, znači nošenje maske, to su Mickey Mouse metode bez ikakve znanstvene utemeljenosti."
0:00:54,0:00:57,Broj oboljelih ne odgovara apsolutno istini.
0:00:58,0:02:10,"Broj umrlih nema nikakve veze sa istinskim brojem umrlih od coviddevetnaest a što je utvrdilo i znači nhs engleski koji je utvrdio da je najmanje dvadeset pet posto smrti nema apsolutno dodirne točke pa stope smrtnosti možemo vidjeti objavljeni su znači na stranicama svjetske zdravstvene organizacije, John Janidis, jedan od najpoznatijih znanstvenika je objavio svoju studiju, njegova studija se bazira na šezdeset jedan drugoj studiji gdje je utvrđena smrtnost od nulajedanula do nulatri i trideset tri posto i to računajući ove njihove stope gdje se smrtnost obračunava dvadeset osam dana od pozitivnog pcrtesta bez obzira na uzrok smrti znači takve smrti su uzete u obzir da bi se došlo do medijalne odnosno glavnog prosjeka gdje smrtnost od coviddevetnaest temeljem takvog načina utvrđivanja i bol i umrlih ispada nulapet posto znači apsolutno reakcija svih država, reakcija europskog parlamenta se pokazuje i dokazuje potpuno pretjerano."
0:02:11,0:02:30,Kampanja straha je dovela do više smrtnih slučajeva nego samo bolest coviddevetnaest više ljudi je umrlo zbog nepružanja liječničke pomoći i operacija i svih pregleda koji su bili otkazani zbog straha od coviddevetnaest nego od posjeta samo coviddevetnaest kakva su vaša stajališta vezana uz dosadašnje pandemije?
0:02:30,0:02:33,"Dosta ste i o tom govorili u europskome parlamentu, imamo iskustva iz povijesti."
0:02:34,0:02:45,Iz povijesti najsmrtonosnija pandemija posljednjih stotinjak godina bila je epidemija španjolske gripe koja u biti nije uopće nastala u Španjolskoj nego u Sjedinjenim američkim državama.
0:02:45,0:02:54,"Ona je nestala u roku od godine i pol od njezinog pojavljivanja bez ikakvog cjepiva, ikakvih lijekova."
0:02:54,0:03:01,Prvo cjepivo protiv gripe je pronađeno četrdeset godina nakon nestanka španjolske gripe.
0:03:01,0:03:12,"Osim dvojbi oko stopi smrtnosti, dosta ste govorili i o istraživanjima cjepiva i načinima zapravo utvrđivanja uspješnosti odnosno rezultata."
0:03:12,0:03:13,Što je tu ključan problem?
0:03:14,0:03:26,Ključan problem je što većina građana svijeta i Europe se drži u zabludi oko načina utvrđivanja istraživanja cjepiva i načina utvrđivanja njihove efikasnosti odnosno učinkovitosti.
0:03:27,0:03:31,Ljudi misle da se istraživanja provode na sljedeći način.
0:03:31,0:04:03,"Imate jedna tisuća ljudi koji će primiti cjepivo, imate jedna tisuća ljudi koji će primiti placebo dvije tisuće ljudi se izlaže virusu i nakon toga vidimo tko se razbolio tko se nije razbolio i temeljem toga onda svi građani misle da se utvrđuje znači efikasna cjepiva međutim to je jedna velika zabluda to naravno nije istina HZMO prijavljene osobe u istraživanju cjepiva ne smiju se podvrgavati virusu i bakterijama jer bi to predstavljao pokušaj ubojstva."
0:04:03,0:04:11,"Znači, nitko ne može pristati da se nad njim izvrši ubojstvo osim u slučaju eutanazije i to samo u vrlo rijetkim brojevima država."
