Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:26,"Burze diljem svijeta u padu, milijarderi izgubili milijarde, šok i neverica u glavnim gradovima svijeta, tako glase naslovi na domaćim i stranim portalima, ispisani debelim crvenim slovima u pokušaju stvaranja dojma izvanrednog stanja i osjećaja da se Europa i svijet nalaze usred invazije američkih carina."
0:00:27,0:00:36,Portal Index koji već u velike koristi takozvani umjetnu inteligenciju kao glavnog autora većine svojih vijesti.
0:00:36,0:01:11,"Uskoro bi tako mogao izaći s izvanredno vijesti da se američki carinici iskrcavaju na obalama Normandije i carine sve što nađu pred sobom, čak i žene, djecu i starce i to stopama od beštutnih dvadeset posto budući da su a i modeli spremni napisati što god vi poželjite ne bi nas čudilo da neki usplahirani urednik malo i pretjera pa a i model upali na turbo mode no razloga za šokove nema."
0:01:12,0:01:25,Jedino što se dogodilo je to da je Donald Trump proveo od riječi do riječi ono što je obećao američkim glasačima u svojoj kampanji za drugi predsjednički mandat.
0:01:26,0:01:39,Rekao je da će po dolasku na vlast uvesti carine na stranu robu kako bi izbalansirao golemi trgovinski deficit koji SAD imaju sa ostatkom svijeta.
0:01:40,0:01:41,I to je i učinio.
0:01:42,0:01:54,"Sada kada je to učinio i uveo recipročne carine ostatku svijeta, mnogi glume šok i nevricu te optužuju Trumpa da je započeo trgovinski rat."
0:01:55,0:01:58,"No ne radi se tu, nije o kakvom ratu."
0:01:58,0:02:09,Svaka država ima potpuno pravo voditi svoju carinsku politiku onako kako misli da je to korisno za njenu ekonomiju i njeno stanovništvo.
0:02:09,0:02:26,"Trump i nova američka administracija su procijenili da dosadašnji trgovinski model po kojem većina država svijeta nameće Sjedinjenim američkim državama paprenice paprene carine, a SAD njima male ili nikakve, dugoročno neodrživ."
0:02:27,0:02:35,"Ako ćemo govoriti o ratu, onda rat nije počeo Trump nego oni koji su odgovorili na njegove carine, svojim carinama."
0:02:36,0:02:42,Što Trump ovakvim carinskim blitzkriegom ili danom D želi dugoročno postići?
0:02:43,0:03:00,Želi da se proizvodnja roba za američko tržište preseli u SAD i da globalne tvrtke koje uvoze stotine milijardi dolara vrijedne robe u SAD tu istu robu počnu proizvoditi u SAD-u.
0:03:01,0:03:12,"Ako neka tvrtka uvozi desetke tisuća automobila u SAD, Trump želi da te automobile ta tvrtka proizvede u SAD-u."
0:03:12,0:03:23,Isto vrijedi i za elektroniku i svaku drugu vrstu robe koju Amerikanci kupuju u stotinama milijardi dolara svake godine.
0:03:23,0:03:33,Volvo je danas najavio da će dio proizvodnih kapaciteta namijenjenih za američko tržište preseliti iz Švedske u Sjedinjene američke države.
0:03:34,0:03:40,"Na taj način će Švedska izgubiti, a SAD dobiti radna mjesta i poreze i prihode."
0:03:41,0:03:54,SAD je toliko ogromno tržište da većina svjetskih proizvođača ima interes izgraditi svoje tvornice u SAD-u i nastaviti poslovati na američkom tržištu.
0:03:54,0:04:10,"Takva Trumpova ideja zvuči sasvim logično, a hoće li ona polučiti rezultate i u kojem roku ovisi prije svega o mogućnosti svjetskih proizvođača da nađu nova, profitabilnija tržišta izvan onog američkog."
0:04:11,0:04:17,"Ako ih ne budu mogli pronaći, preselit će se u SAD i time će Trump ostvariti svoj plan."
0:04:18,0:04:26,"Umeđu vremenu, EU vodstvo plače i kuka, u suzama smišlja plan kako se osvetiti Donaldu Trumpu."
0:04:26,0:04:39,"Osim plaćanja medijima da o Trumpu pišu sve najgore, pripremaju se i carine na američke proizvode kako ne bi ispali slabići koje Trump šamara od jutra do večeri."
0:04:39,0:04:45,Cijenu tog bildanja njihovog gega platit će kao i sve ostalo europski građani.
0:04:46,0:05:00,"Pritom ne mislimo na migrante koji na socijalnoj pomoći i kojih ima nekoliko milijuna nego na umirovljenike zaposlene u proizvodnji, profesore, čistače, skladištare i brojne druge."
0:05:01,0:05:11,Uvođenje carina od strane EU znači nova poskupljenja i novu inflaciju i rast cijena svih digitalnih usluga koje dolaze iz SAD-a.
0:05:12,0:05:17,Vodstvo EU sve češće spominje Kinu kao novog strateškog partnera.
0:05:18,0:05:35,"Iako su samo prije godinu dana ili dvije pozivali na potpunu izolaciju Kine kao neprijateljske zemlje, ideali europskog vodstva sežu samo do tamo dokle sežu i njihovi financijski interesi."
0:05:36,0:05:41,"Pritom govorimo o osobnim, isključivo osobnim financijskim interesima."
0:05:42,0:05:52,"Da ne bi bilo nikakve zabune, trenutno europsko vodstvo će smisliti sve, samo da ne mora razvijati europsku proizvodnju."
0:05:52,0:06:16,"Jako je teško organizirati proizvodnju i uvoditi nove rodove, nove spolove, graditi zajedničke muško-ženjske toalete, organizirati ženska sportska natjecanja, prepuna muškaraca u ženskim dressovima, to je ipak previše obveza, pa kad je već to tako, bolje se fokusirati samo na ono što je životno bitno, na te prioritete."
0:06:17,0:06:30,"Osim na ekonomskom polju, EU se sve više približava Kini i na političkom polju, pa je nakon Rumunjske počela eliminirati svoje političke protivnike i u Francuskoj."
0:06:30,0:06:42,"Tako je ovog tjedna osuđena Marine Le Pen, vođa francuske oporbe i predsjednica najveće francuske političke stranke, Nacionalno okupljanje."
0:06:42,0:06:50,Osuđena je za montirano kazneno djelo vezano uz njezinu stranku u Europskom parlamentu prije deset i više godina.
0:06:50,0:06:55,"Kako ja znam da se radi o montiranom sudskom postupku, pitanje."
0:06:56,0:07:04,Znam jer sam proveo pet godina u Europskom parlamentu i uvjerio se iz prve ruke u način rada europske administracije.
0:07:04,0:07:22,"Njihov zadatak je da selektivno, subjektivno i maliciozno pronađu svaki detalj koji mogu iskoristiti protiv bilo koje jake suvereničke opcije na europskoj sceni i da ga nakon toga iskoriste kada im to bude odgovaralo."
0:07:24,0:07:37,Ne postoji ni jedan član Europskog parlamenta iz redova europskih fanatika i globalista kojima se ovo identično kazneno djelo ne bi moglo prišiti kada bi to nekome bilo u interesu.
0:07:38,0:07:51,EU pod kontrolom globalista otvoreni je neprijatelj svake političke opcije koja ne pristaje na potpuni nestanak nacionalnih država i to otvoreno pokazuje.
