Start (HH:MM:SS),End (HH:MM:SS),Segment
0:00:00,0:00:02,"Poštovani gledatelji, dobro vam večer."
0:00:02,0:00:04,Nakon kraće pauze vraćamo se na male ekrane.
0:00:04,0:00:09,"Gospodin Kolakušić, tko je pobjednik ovoga rata koji je za sad završio primirjem?"
0:00:09,0:00:11,Iran ili SAD i Izrael?
0:00:11,0:00:16,"Pa pobjednik ovog rata je svakako Kina, to je bilo jasno u potpunosti."
0:00:17,0:00:31,"Izrael je imao svoje interese, on se htio jednom ajmo reći na sto godina riješiti Irana jer oni su, Iran i Izrael su u otvorenom neprijateljstvu već više desetljeća."
0:00:32,0:00:48,"Izrael želi u potpunosti izbrisati iz lica zemlje Iran, Iranci žele izbrisati Izrael i to je njihova težnja, njihova želja, razlikuju se značajno u vjerskim pogledima, u stavovima, razlikuju se u svemu."
0:00:48,0:00:57,I to su ajmo reći neki prirodni i stvarni neprijatelji i u onom pravom smislu i oni su započeli rat.
0:00:57,0:01:09,E sada kako su Sjedinjene američke države uvučene u taj rat i zašto je Donald Trump upustio se u tako nešto i upustio se u rat u kojem će izgubiti.
0:01:10,0:01:27,"Donald Trump je ovaj rat izgubio, nije bilo nikakve potrebe da sudjeluje na bilo kakav način u ovom ratu pogotovo ne uništavajući više od deset tisuća ciljeva u Iranu od kojih je većina nažalost civilna."
0:01:27,0:01:51,"E sada, znači cijelo vrijeme se tu raspravlja o nekom pobjedniku između te tri zaračene strane Izrael, Sjedinjene američke države i Iran međutim onaj pravi pobjednik je onaj koji je cijelo vrijeme sa strane, koji nezamislivo raste i koji ima enormnu korist od upravo ovakvog razvoja događaja rata u Iranu."
0:01:52,0:02:09,"Kaže se ono, neki analitičari su istaknuli kao a pa želi se spriječiti dotok nafte, pa Kina ima dotok nafte iz Rusije, znači ona je cijelo vrijeme osigurana, nemaju nikakvih briga ni da ovaj, ni da Hormuz prestane biti plovana, ne znam još koje vrijeme."
0:02:10,0:02:39,A ono što je sto posto govori u prilog njihove pobjede u ovom ratu je to što sada Iran naplaćuje znači dva milijuna dolara ali ne u dolarima zapravo s broda nego u kineskim juanima naslušali smo se svakakakvih informacija i poluinformacija o ovom ratu vi posljednja dva mjeseca radite na jednoj platformi koja se zove FreedomHR i kojom želite stotinama tisuća ljudi koje zanimaju točne informacije ponuditi priliku da do njih i dođu.
0:02:39,0:02:40,O čemu se radi?
0:02:40,0:02:44,Pa radi se o platformi Freedom koja je sastavljena od tri temelja.
0:02:45,0:03:14,"Znači vama danas nije dovoljno doći do informacije, vi morate imati mogućnost prenošenja informacija u što izvornijem obliku i zadržavanjem tih informacija i te da te informacije, znači to su činjenice o nekom događaju koji se dogodio u Tel Avivu, Bostonu, Zagrebu, Beogradu, Budimpešti, potpuno svejedno na kojoj točki svijeta da ste vi u mogućnosti prenijeti tu informaciju u izvornom obliku."
0:03:14,0:03:15,Jer što se događa?
0:03:15,0:03:28,"Mislim, ja ono već godinama gledam i pratim, pogotovo dok sam bio u Bruxellesu, otvorim pedesettak dnevnika ono kad prebacujete programe, francuskih, njemačkih, italijanskih, to su sve iste riječi, iste rečenice."
0:03:29,0:03:32,Vi vidite da je sve to napisano na istom izvoru.
0:03:33,0:03:40,Ja često volim reći da postoji trenutno naprimjer u cijelom svijetu samo devetsto informacija koje su vrijedne prenošenja.
0:03:41,0:04:28,"Međutim, s obzirom na ovaj sadašnji sustav takozvani mainstream medija od tih devetsto informacija sedamsto pedeset se zagađuje već na samom izvoru znači vi ne možete pristupiti kome god odete cnn reutersu indeksu jutarnjem vi tamo preuzimate već zagađenu informaciju to više nije vijest to je njihovo ideološko osvrtanje na činjenicu koja se dogodila i moj osnovni zadatak i kolega je da mi pročistimo te činjenice od te ideologije izbacimo to u potpunosti i ljudi i ljudima dajemo mogućnost da vide vijest u onom izvornom obliku kakva se ona događa tamo gdje se dogodila."
0:04:29,0:04:39,"E sada, da biste vi to mogli nije dovoljno imati samo portal ili bilo koji kanal na društvenim mrežama zato što ovisite o dosegu drugih."
0:04:40,0:04:41,To ja najbolje znam.
0:04:41,0:04:51,Znači vi naprimjer snimamo video kojima razgovaramo s vama i sad puštamo ga preko našeg kanala i to vidi dvadeset tisuća ljudi.
0:04:51,0:05:00,"Ode mu gosti u neku drugu emisiju primjerice meni najdražu podcast mrežnica, a i tamo me vidi pola milijuna ljudi isti dan ili drugi dan."
0:05:01,0:05:10,Znači govorimo o određenoj supregnutosti i mogućnosti dolazaka do vas i odnosno do nas.
0:05:10,0:05:13,Znači ta interakcija ovisi o nečijim tuđim algoritmima.
0:05:14,0:05:31,"I zato sam ja sada rekao e sad je stvarno dosta, prije pet godina u tijeku covida kupio sam ogroman broj servera, infrastrukture mrežne, znači raspolažemo stvarno impresivnim hardverom, impresivnim."
0:05:32,0:05:34,"Jedina ajmo reći, ona slaba točka na nam je internet."
0:05:35,0:05:52,"Ali ako vas bude puno i to ćemo riješiti jel ćemo postaviti naše servere i u Milano i u Njemačku i u Budimpeštu, gdje god je potrebno stavit ćemo po nekoliko naših servera jel tamo vam je deset gigabitni internet ajmo reći najnormalnija stvar."
0:05:52,0:05:53,Ali što je ključno?
0:05:54,0:05:58,Jedna platforma koja bi se sastojala samo od portala jednostavno nije dovoljna.
0:05:58,0:06:08,"Nije dovoljna zato što i tu postoji mogućnosti sužavanja, mogućnosti pretrage, izlaska rezultata na Googleu itede nego je potrebno imati cijeli sustav."
0:06:08,0:06:25,"A taj cijeli sustav je znači portal, aplikacija za dopisivanje i društvena mreža koja neće imati apsolutno nikakve restrikcije, nikakve algoritme, vraćamo se onom, tko šta želi otići sam pogledati bez da mu se nameće, to će biti u mogućnosti."
0:06:26,0:06:30,"Na društvenoj mreži koliko imate pratitelja, toliko će vas ljudi i vidjeti."
0:06:30,0:06:38,"Ali naravno ako imate nešto jako zanimljivo za reći, to će biti u posebnom kanalu predstavljeno i većem broju ljudi."
0:06:39,0:06:42,"Dakle, imamo freedom.hr to je portal."
0:06:42,0:07:02,"Objavljujemo sada trenutno negdje oko dvjesto do tristo vijesti dnevno s time da imamo neograničene mogućnosti objavljivanja još i većeg broja vijesti, međutim još uvijek se slažemo onu konačnu konstrukciju i kakav taj portal bi u konačnici trebao biti."
0:07:03,0:08:24,"Ja sam imao neke ideje koje sada moduliramo, ajmo reći mijenjamo u hodu, proširujemo sa nekim novima, znači imamo stavove gdje ljudi u dužem obliku izražavaju ono što misle, ono o čemu se događa trenutno u zemlji i svijetu, imamo osvrte, to su neke kraće forme itede I ukoliko te vas sve pozivam da zajedno testiramo i unapređujemo naš portal i ukoliko bude tristo tisuća korisnika što nije puno naprimjer jedan indeks ima pet milijuna korisnika mjesečno znači ako budemo do tristo tisuća korisnika došli na portalu odmah izlazimo sa fazom dva a to je aplikacija za dopisivanje freedom chat koja će biti u potpunosti ali u potpunosti kriptirana ti podaci koje šaljete poruke video nigdje neće biti zabilježeni na serveru našem mi ćemo služiti samo kao posrednik da zabilježimo znači vašu komunikaciju s nekim jer bez toga ne može funkcionirati, znači ne može doći do zaprimanja slanja i zaprimanja poruke na drugom telefonu, kompjuteru ili bilo čemu, ali sadržaj vaših poruka, videa nama neće biti dostupan, niti nikome drugome."
0:08:24,0:08:37,"Znači mi smo ogromna razlika, jedan signal se promovira kao ono, nitko ne može doći do vaših poruka, a oni bazu drže na AVS-u na Amazonu, to je nedopustivo."
0:08:38,0:08:44,"Znači sve će biti u našim rukama, nitko neće moći doći do toga, a još manje je razbiti šifru."
0:08:45,0:08:52,"E sad vi ako nešto držite na Amazonu koliko je to sigurno, ja nikad ništa ne bih držao na Amazonu, niti negdje drugdje."
0:08:52,0:09:29,"I onda naravno ukoliko vas bude dovoljno izlazimo sa freedom social, znači to je također sve na našim serverima, sve je ekstremno brzo, ekstremno znači kvalitetno, responsivno, potpuno moderno, potpuno drugi pogledi na društvene mreže, ali bit će najbliže ovo što je vama poznato, znači to je kombinacija tik tok, kratkih videa, vaših kratkih misli, pranju od minute ili dvije i uz zadržavanje naravno onog tradicionalnog pristupa dopisivanja s prijateljima, objava, fotografija i tekstova."
0:09:30,0:09:35,Sinoć smo upravo na Freedom Hareu mogli uživo pratiti zadnji čin ove faze rata.
0:09:35,0:09:38,Kakva će biti Trumpova ostavština nakon ove iranske epizode?
0:09:39,0:09:45,"Pa Trump će biti zapamćen kao jedan od najvećih američkih predsjednika, tu nema razgovora."
0:09:46,0:10:33,"Znači ono kad ja kažem o zagađenju vijesti, gdje je osamdeset posto vijesti osamdeset pet posto zagađeno znači sada stvara se ta ogromna mržnja prema trumpu proglašava se trump psihički oboljelim iako cijelo vrijeme zaboravlja da trumpu još uvijek spali jedan rat da sustigne obamu najvećeg miritelja i fali mu još nekoliko stotina tisuća ubijenih možda čak i milijun preko milijun ljudi mu možda fali ubijenih da bi se uopće mogao približiti obami ali je obama mirotvorac dobio nobelovu nagradu trump nešto suprotno i sad se opet svi čude bila je ta najava potpunog uništenja Irana i gle nije se dogodilo."
0:10:34,0:10:36,Pa to sam već nekoliko puta pričao.
0:10:37,0:11:12,Znači Trump govori uvesti ću vam svima carine od jedna tisuća posto i onda su carine dvadeset posto tako je i ovdje on je u svojoj biti uvijek ostao trgovac ili je on građevinar ali građevinar koji prodaje svoje znači netko i gradi za druge nego sagradi i prodaje znači on je uvijek trgovac i to je njegova duša i bit će on od toga se ne može odmaknuti činjenica da je on nakon pauze znači on je bio predsjednik pa nije bio predsjednik pa je opet izabrana za predsjednika govori o njegovom statusu i njegovom priznavanju unutar društva Sjedinje američkih država.
0:11:13,0:11:22,"Sjedinje američke države su uvijek, uvijek vodile ratove po cijelom svijetu i ubile su milijune i milijune ljudi u tim ratovima."
0:11:23,0:11:25,To je jednostavno u njihovom kodu.
0:11:26,0:11:31,Oni na taj način održavaju sebe kao najveću svjetsku vele silu.
0:11:32,0:11:43,"Ti ratovi omogućavaju proizvodnju najmodernijeg oružja uvijek da budu korak ispred drugih, kad si korak ispred drugih onda si ti najveća vele sila i nitko neće ratovati s tobom."
0:11:43,0:11:47,Znači to je ono napadni da bi bio miran i siguran.
0:11:48,0:11:49,Što je Trump učinio?
0:11:49,0:11:52,Trump nas je uveo u potpuno novu eru čovječanstva.
0:11:53,0:11:57,Znači era čovječanstva od dva svjetskog rata je završila.
0:11:58,0:12:29,"dvije tisuće dvadeset šest godinom ona je u potpunosti završila a što se to promijenilo znači od kraja dva svjetskog rata imali smo institucije međunarodne institucije svjetskog značaja znači imali smo ujedinjene narode koje je bila iznimno važna institucija imali smo obrambeno napadni pakt, NATO pakt, imali smo svjetsku zdravstvenu organizaciju, danas to više ništa ne postoji."
0:12:29,0:12:38,"Znači te organizacije više ne postoje, one još figuriraju, neki ljudi tamo primaju plaću, ali njihov značaj je nestao, one su ugašene."
0:12:39,0:12:51,"Znači jedna era, ajmo tako reći, naprednog kapitalizma, liberalnog kapitalizma je završila, međunarodne institucije su završile."
0:12:52,0:12:55,Znači ta era je u potpunosti iza nas.
0:12:56,0:13:11,"Sad ulazimo u neku novu eru koju ja ne znam kuda će se ona odviti, može se odviti u dva pravca, da će Amerika ili Kina pokušati zavladati što većim brojem država na svijetu."
0:13:12,0:13:19,Znači ono stvarnim pravim kolonijalnim utjecajem kakav je nekad imala Velika Britanija na svoje kolonije.
0:13:20,0:13:28,Ili ćemo imati znači onu tehnološku vladu u kojoj će neki fond vladati cijelim svijetom izuzev Kine.
0:13:29,0:13:41,"Jer Kina je prezatvorena da bi na ikakav način mogla dopustiti tim fondovima da preuzmu ikakav pa i najmanji utjecaj u Kini, a naravno ni Rusiji."
0:13:42,0:13:54,"Znači fondovi mogu zavladati zapadnim takozvani svijetom, Sjedinjim američkim državama, Južnom Amerikom, Kanadom, dijelom Afrike, Australijom i tako, Europom u potpunosti."
